Rank,Name,G,W-L,AB,H,BA
266,Norfolk St.,51,Sep-42,1694,428,0.253
267,ULM,54,17-37,1790,451,0.252
268,UC Riverside,52,Nov-41,1740,438,0.252
269,Brown,38,26-Dec,1293,325,0.251
270,NIU,53,Oct-43,1747,439,0.251
271,Radford,55,Oct-45,1828,459,0.251
272,Tulane,61,19-42,2036,511,0.251
273,St. Bonaventure,48,Aug-40,1557,390,0.25
274,Rice,58,21-37,1948,486,0.249
275,San Diego St.,53,24-29,1708,426,0.249
276,Yale,40,17-23,1332,332,0.249
277,UC Davis,54,17-37,1830,456,0.249
278,Notre Dame,54,30-24,1790,446,0.249
279,Alabama A&M,48,14-34,1465,365,0.249
280,Presbyterian,55,21-34,1837,457,0.249
281,Cornell,35,26-Sep,1174,291,0.248
282,Cincinnati,57,24-33,1830,452,0.247
283,Northwestern,50,Oct-40,1708,420,0.246
284,Southeastern La.,50,25-25,1618,396,0.245
285,Akron,55,21-34,1823,444,0.244
286,Villanova,51,14-37,1692,412,0.243
287,Siena,55,14-41,1802,438,0.243
288,Butler,55,Dec-43,1853,450,0.243
289,Bowling Green,50,20-30,1607,390,0.243
290,Lafayette,52,15-37,1661,403,0.243
291,NJIT,53,22-31,1732,415,0.24
292,UAB,53,17-36,1753,406,0.232
293,UMES,55,18-37,1807,417,0.231
294,Dartmouth,41,Mar-38,1351,308,0.228
295,Hartford,37,Apr-33,1153,252,0.219
NR,Tarleton St.,52,26-26,1729,502,0.29
NR,UC San Diego,52,34-18,1784,503,0.282
NR,Merrimack,51,21-30,1779,482,0.271
NR,Southern Ind.,55,17-38,1815,488,0.269
NR,Queens (NC),55,17-38,1870,494,0.264
NR,Bellarmine,55,13-42,1833,473,0.258
NR,Utah Tech,52,13-39,1677,432,0.258
NR,Stonehill,49,14-35,1627,419,0.258
NR,St. Thomas (MN),44,Oct-34,1476,374,0.253
NR,Lindenwood,55,13-42,1774,417,0.235
,,,,,,
      ,,,,,,
