Team,Date,Opponent,Location,Result,home_team,away_team,home_score,away_score,home_elo,away_elo
NC State,2024-03-19,Coastal Carolina,Home,W9 - 8,NC State,Coastal Carolina,9,8,1661.88,1517.05
NC State,2024-03-22,Duke,Home,W4 - 3,NC State,Duke,4,3,1661.88,1626.35
NC State,2024-03-23,Duke,Home,W9 - 8,NC State,Duke,9,8,1661.88,1626.35
NC State,2024-03-24,Duke,Home,L2 - 13(7 Innings),NC State,Duke,2,13,1661.88,1626.35
NC State,2024-03-28,Notre Dame,Home,W10 - 0(8 Innings),NC State,Notre Dame,10,0,1661.88,1476.76
NC State,2024-03-29,Notre Dame,Home,W7 - 6,NC State,Notre Dame,7,6,1661.88,1476.76
NC State,2024-03-30,Notre Dame,Home,W7 - 6,NC State,Notre Dame,7,6,1661.88,1476.76
NC State,2024-04-02,East Carolina,Home,L4 - 12,NC State,East Carolina,4,12,1661.88,1594.77
NC State,2024-04-05,Louisville,Away,L1 - 11(7 Innings),Louisville,NC State,11,1,1547.39,1661.88
NC State,2024-04-06,Louisville,Away,L6 - 7,Louisville,NC State,7,6,1547.39,1661.88
NC State,2024-04-07,Louisville,Away,L6 - 7,Louisville,NC State,7,6,1547.39,1661.88
NC State,2024-04-09,UNCW,Away,L4 - 5,UNCW,NC State,5,4,1593.04,1661.88
NC State,2024-04-12,Clemson,Away,W11 - 8,Clemson,NC State,8,11,1634.04,1661.88
NC State,2024-04-13,Clemson,Away,W4 - 0,Clemson,NC State,0,4,1634.04,1661.88
NC State,2024-04-14,Clemson,Away,L0 - 7,Clemson,NC State,7,0,1634.04,1661.88
NC State,2024-04-16,Campbell,Home,L7 - 11(12 Innings),NC State,Campbell,7,11,1661.88,1445.02
NC State,2024-04-18,North Carolina,Home,W9 - 8,NC State,North Carolina,9,8,1661.88,1720.63
NC State,2024-04-19,North Carolina,Home,W5 - 4,NC State,North Carolina,5,4,1661.88,1720.63
NC State,2024-04-20,North Carolina,Home,L3 - 14,NC State,North Carolina,3,14,1661.88,1720.63
NC State,2024-04-23,East Carolina,Away,L6 - 10,East Carolina,NC State,10,6,1594.77,1661.88
NC State,2024-04-26,Ball St.,Home,W10 - 2,NC State,Ball St.,10,2,1661.88,1407.02
NC State,2024-04-27,Ball St.,Home,W9 - 3,NC State,Ball St.,9,3,1661.88,1407.02
NC State,2024-04-28,Ball St.,Home,W11 - 3,NC State,Ball St.,11,3,1661.88,1407.02
NC State,2024-04-30,UNCW,Home,L4 - 5(10 Innings),NC State,UNCW,4,5,1661.88,1593.04
NC State,2024-05-03,Florida St.,Away,W8 - 7,Florida St.,NC State,7,8,1703.04,1661.88
NC State,2024-05-05,Florida St.,Away,L1 - 8,Florida St.,NC State,8,1,1703.04,1661.88
NC State,2024-05-07,Norfolk St.,Home,W18 - 0(7 Innings),NC State,Norfolk St.,18,0,1661.88,1017.37
NC State,2024-05-10,Virginia,Away,W7 - 5,Virginia,NC State,5,7,1672.85,1661.88
NC State,2024-05-11,Virginia,Away,L5 - 9,Virginia,NC State,9,5,1672.85,1661.88
NC State,2024-05-12,Virginia,Away,W13 - 5,Virginia,NC State,5,13,1672.85,1661.88
NC State,2024-05-16,Wake Forest,Home,W14 - 3(8 Innings),NC State,Wake Forest,14,3,1661.88,1602.48
NC State,2024-05-17,Wake Forest,Home,W2 - 1,NC State,Wake Forest,2,1,1661.88,1602.48
NC State,2024-05-18,Wake Forest,Home,W9 - 6,NC State,Wake Forest,9,6,1661.88,1602.48
NC State,2024-05-22,Virginia Tech,Neutral,W19 - 9(8 Innings),Virginia Tech,NC State,9,19,1472.36,1661.88
NC State,2024-05-23,Duke,Neutral,L1 - 8,NC State,Duke,1,8,1661.88,1626.35
NC State,2024-05-31,Bryant,Home,W9 - 2,NC State,Bryant,9,2,1661.88,1401.1
NC State,2024-06-01,South Carolina,Home,W6 - 4,NC State,South Carolina,6,4,1661.88,1586.57
NC State,2024-06-02,James Madison,Home,W5 - 3,James Madison,NC State,3,5,1525.25,1661.88
NC State,2024-06-08,Georgia,Away,W18 - 1,Georgia,NC State,1,18,1675.78,1661.88
NC State,2024-06-09,Georgia,Away,L2 - 11,NC State,Georgia,2,11,1661.88,1675.78
NC State,2024-06-10,Georgia,Away,W8 - 5,Georgia,NC State,5,8,1675.78,1661.88
NC State,2024-06-15,Kentucky,Neutral,L4 - 5(10 Innings),Kentucky,NC State,5,4,1708.74,1661.88
NC State,2024-06-17,Florida,Neutral,L4 - 5,NC State,Florida,4,5,1661.88,1686.87
Kentucky,2024-02-16,USC Upstate,Away,W11 - 7,USC Upstate,Kentucky,7,11,1445.11,1708.74
Kentucky,2024-02-17,USC Upstate,Away,W3 - 0,USC Upstate,Kentucky,0,3,1445.11,1708.74
Kentucky,2024-02-18,USC Upstate,Away,W9 - 3,USC Upstate,Kentucky,3,9,1445.11,1708.74
Kentucky,2024-02-20,Morehead St.,Home,W9 - 5,Kentucky,Morehead St.,9,5,1708.74,1414.79
Kentucky,2024-02-23,Washington St.,Neutral,L4 - 6,Kentucky,Washington St.,4,6,1708.74,1317.71
Kentucky,2024-02-24,Texas St.,Neutral,W11 - 5,Kentucky,Texas St.,11,5,1708.74,1443.64
Kentucky,2024-02-25,Kansas,Neutral,W8 - 5,Kansas,Kentucky,5,8,1524.39,1708.74
Kentucky,2024-02-27,Western Ky.,Home,W5 - 0,Kentucky,Western Ky.,5,0,1708.74,1460.97
Kentucky,2024-03-01,Lipscomb,Home,W7 - 4,Kentucky,Lipscomb,7,4,1708.74,1321.36
Kentucky,2024-03-02,Lipscomb,Home,W16 - 1(7 Innings),Kentucky,Lipscomb,16,1,1708.74,1321.36
Kentucky,2024-03-03,Lipscomb,Home,W9 - 1,Kentucky,Lipscomb,9,1,1708.74,1321.36
Kentucky,2024-03-05,Eastern Ky.,Home,W10 - 0(7 Innings),Kentucky,Eastern Ky.,10,0,1708.74,1301.29
Kentucky,2024-03-06,Eastern Ky.,Away,W5 - 2,Eastern Ky.,Kentucky,2,5,1301.29,1708.74
Kentucky,2024-03-08,Kennesaw St.,Home,L1 - 13(8 Innings),Kentucky,Kennesaw St.,1,13,1708.74,1452.03
Kentucky,2024-03-09,Kennesaw St.,Home,L2 - 10(10 Innings),Kentucky,Kennesaw St.,2,10,1708.74,1452.03
Kentucky,2024-03-10,Kennesaw St.,Home,W5 - 2,Kentucky,Kennesaw St.,5,2,1708.74,1452.03
Kentucky,2024-03-12,Murray St.,Home,W10 - 6,Kentucky,Murray St.,10,6,1708.74,1481.42
Kentucky,2024-03-15,Georgia,Home,W16 - 10,Kentucky,Georgia,16,10,1708.74,1675.78
Kentucky,2024-03-16,Georgia,Home,W9 - 3,Kentucky,Georgia,9,3,1708.74,1675.78
Kentucky,2024-03-17,Georgia,Home,W12 - 2(7 Innings),Kentucky,Georgia,12,2,1708.74,1675.78
Kentucky,2024-03-19,Evansville,Home,W11 - 3,Kentucky,Evansville,11,3,1708.74,1595.77
Kentucky,2024-03-22,Missouri,Away,W9 - 4(11 Innings),Missouri,Kentucky,4,9,1456.95,1708.74
Kentucky,2024-03-23,Missouri,Away,L1 - 2,Missouri,Kentucky,2,1,1456.95,1708.74
Kentucky,2024-03-24,Missouri,Away,W7 - 6,Missouri,Kentucky,6,7,1456.95,1708.74
Kentucky,2024-03-26,Miami (OH),Home,W9 - 5,Kentucky,Miami (OH),9,5,1708.74,1350.21
Kentucky,2024-03-29,Ole Miss,Away,W5 - 3,Ole Miss,Kentucky,3,5,1476.86,1708.74
Kentucky,2024-03-30,Ole Miss,Away,W17 - 9,Ole Miss,Kentucky,9,17,1476.86,1708.74
Kentucky,2024-03-31,Ole Miss,Away,W15 - 1(7 Innings),Ole Miss,Kentucky,1,15,1476.86,1708.74
Kentucky,2024-04-05,Alabama,Home,W6 - 2,Kentucky,Alabama,6,2,1708.74,1546.15
Kentucky,2024-04-06,Alabama,Home,W7 - 0,Kentucky,Alabama,7,0,1708.74,1546.15
Kentucky,2024-04-07,Alabama,Home,W10 - 1,Kentucky,Alabama,10,1,1708.74,1546.15
Kentucky,2024-04-09,Samford,Away,L7 - 9,Samford,Kentucky,9,7,1482.14,1708.74
Kentucky,2024-04-11,Auburn,Away,W6 - 5,Auburn,Kentucky,5,6,1531.79,1708.74
Kentucky,2024-04-12,Auburn,Away,W9 - 1,Auburn,Kentucky,1,9,1531.79,1708.74
Kentucky,2024-04-13,Auburn,Away,W13 - 8,Auburn,Kentucky,8,13,1531.79,1708.74
Kentucky,2024-04-16,Louisville,Away,W17 - 13,Louisville,Kentucky,13,17,1547.39,1708.74
Kentucky,2024-04-19,Tennessee,Home,W5 - 3,Kentucky,Tennessee,5,3,1708.74,1835.47
Kentucky,2024-04-20,Tennessee,Home,L4 - 9,Kentucky,Tennessee,4,9,1708.74,1835.47
Kentucky,2024-04-21,Tennessee,Home,L11 - 13,Kentucky,Tennessee,11,13,1708.74,1835.47
Kentucky,2024-04-26,South Carolina,Away,L5 - 6(10 Innings),South Carolina,Kentucky,6,5,1586.57,1708.74
Kentucky,2024-04-27,South Carolina,Away,W15 - 13,South Carolina,Kentucky,13,15,1586.57,1708.74
Kentucky,2024-04-28,South Carolina,Away,L0 - 10(7 Innings),South Carolina,Kentucky,10,0,1586.57,1708.74
Kentucky,2024-05-03,Arkansas,Home,L3 - 10,Kentucky,Arkansas,3,10,1708.74,1625.33
Kentucky,2024-05-04,Arkansas,Home,W11 - 3,Kentucky,Arkansas,11,3,1708.74,1625.33
Kentucky,2024-05-05,Arkansas,Home,W7 - 4,Kentucky,Arkansas,7,4,1708.74,1625.33
Kentucky,2024-05-10,Florida,Away,W12 - 11(10 Innings),Florida,Kentucky,11,12,1686.87,1708.74
Kentucky,2024-05-11,Florida,Away,L1 - 10,Florida,Kentucky,10,1,1686.87,1708.74
Kentucky,2024-05-12,Florida,Away,W7 - 5(10 Innings),Florida,Kentucky,5,7,1686.87,1708.74
Kentucky,2024-05-16,Vanderbilt,Home,W10 - 5,Kentucky,Vanderbilt,10,5,1708.74,1598.07
Kentucky,2024-05-17,Vanderbilt,Home,W17 - 7(7 Innings),Kentucky,Vanderbilt,17,7,1708.74,1598.07
Kentucky,2024-05-18,Vanderbilt,Home,L4 - 12,Kentucky,Vanderbilt,4,12,1708.74,1598.07
Kentucky,2024-05-22,LSU,Neutral,L0 - 11(8 Innings),Kentucky,LSU,0,11,1708.74,1690.94
Kentucky,2024-05-23,Arkansas,Neutral,W9 - 6,Kentucky,Arkansas,9,6,1708.74,1625.33
Kentucky,2024-05-24,South Carolina,Neutral,L5 - 6,South Carolina,Kentucky,6,5,1586.57,1708.74
Kentucky,2024-05-31,Western Mich.,Home,W10 - 8,Kentucky,Western Mich.,10,8,1708.74,1412.08
Kentucky,2024-06-01,Illinois,Home,W6 - 1,Illinois,Kentucky,1,6,1541.47,1708.74
Kentucky,2024-06-02,Indiana St.,Home,W5 - 0,Indiana St.,Kentucky,0,5,1582.68,1708.74
Kentucky,2024-06-08,Oregon St.,Home,W10 - 0,Kentucky,Oregon St.,10,0,1708.74,1624.23
Kentucky,2024-06-09,Oregon St.,Home,W3 - 2,Oregon St.,Kentucky,2,3,1624.23,1708.74
Kentucky,2024-06-15,NC State,Neutral,W5 - 4(10 Innings),Kentucky,NC State,5,4,1708.74,1661.88
Kentucky,2024-06-17,Texas A&M,Neutral,L1 - 5,Kentucky,Texas A&M,1,5,1708.74,1758.75
Kentucky,2024-06-19,Florida,Neutral,L4 - 15,Florida,Kentucky,15,4,1686.87,1708.74
Florida,2024-02-16,St. John's (NY),Home,L5 - 9,Florida,St. John's (NY),5,9,1686.87,1499.1
Florida,2024-02-20,North Florida,Away,W10 - 0(7 Innings),North Florida,Florida,0,10,1244.6,1686.87
Florida,2024-02-21,North Florida,Home,W13 - 4,Florida,North Florida,13,4,1686.87,1244.6
Florida,2024-02-23,Columbia,Home,W15 - 6,Florida,Columbia,15,6,1686.87,1405.81
Florida,2024-02-24,Columbia,Home,W7 - 3,Florida,Columbia,7,3,1686.87,1405.81
Florida,2024-02-25,Columbia,Home,W12 - 5,Florida,Columbia,12,5,1686.87,1405.81
Florida,2024-02-27,Stetson,Away,L4 - 7,Stetson,Florida,7,4,1509.11,1686.87
Florida,2024-02-28,Bethune-Cookman,Home,W9 - 2,Florida,Bethune-Cookman,9,2,1686.87,1344.82
Florida,2024-03-01,Miami (FL),Away,W7 - 3,Miami (FL),Florida,3,7,1502.34,1686.87
Florida,2024-03-02,Miami (FL),Away,L6 - 10,Miami (FL),Florida,10,6,1502.34,1686.87
Florida,2024-03-03,Miami (FL),Away,W8 - 4,Miami (FL),Florida,4,8,1502.34,1686.87
Florida,2024-03-06,UCF,Home,L6 - 9,Florida,UCF,6,9,1686.87,1565.29
Florida,2024-03-08,Saint Mary's (CA),Home,W12 - 11(10 Innings),Florida,Saint Mary's (CA),12,11,1686.87,1421.37
Florida,2024-03-09,Saint Mary's (CA),Home,L7 - 9,Florida,Saint Mary's (CA),7,9,1686.87,1421.37
Florida,2024-03-10,Saint Mary's (CA),Home,W10 - 0(8 Innings),Florida,Saint Mary's (CA),10,0,1686.87,1421.37
Florida,2024-03-12,Florida St.,Home,L8 - 12,Florida,Florida St.,8,12,1686.87,1703.04
Florida,2024-03-15,Texas A&M,Home,W8 - 6,Florida,Texas A&M,8,6,1686.87,1758.75
Florida,2024-03-16,Texas A&M,Home,L6 - 10,Florida,Texas A&M,6,10,1686.87,1758.75
Florida,2024-03-17,Texas A&M,Home,W4 - 2,Florida,Texas A&M,4,2,1686.87,1758.75
Florida,2024-03-19,Jacksonville,Home,L6 - 7,Florida,Jacksonville,6,7,1686.87,1335.77
Florida,2024-03-22,LSU,Away,L1 - 6,LSU,Florida,6,1,1690.94,1686.87
Florida,2024-03-23,LSU,Away,W6 - 4(11 Innings),LSU,Florida,4,6,1690.94,1686.87
Florida,2024-03-24,LSU,Away,W12 - 2(8 Innings),LSU,Florida,2,12,1690.94,1686.87
Florida,2024-03-26,Florida St.,Neutral,L3 - 14,Florida,Florida St.,3,14,1686.87,1703.04
Florida,2024-03-29,Mississippi St.,Home,W7 - 6,Florida,Mississippi St.,7,6,1686.87,1616.78
Florida,2024-03-30,Mississippi St.,Home,L2 - 12,Florida,Mississippi St.,2,12,1686.87,1616.78
Florida,2024-03-31,Mississippi St.,Home,W4 - 3,Florida,Mississippi St.,4,3,1686.87,1616.78
Florida,2024-04-02,Florida A&M,Home,W10 - 7,Florida,Florida A&M,10,7,1686.87,1326.1
Florida,2024-04-05,Missouri,Away,L1 - 2(11 Innings),Missouri,Florida,2,1,1456.95,1686.87
Florida,2024-04-06,Missouri,Away,L3 - 4,Missouri,Florida,4,3,1456.95,1686.87
Florida,2024-04-07,Missouri,Away,L10 - 11,Missouri,Florida,11,10,1456.95,1686.87
Florida,2024-04-09,Florida St.,Away,L4 - 19(7 Innings),Florida St.,Florida,19,4,1703.04,1686.87
Florida,2024-04-12,South Carolina,Home,L3 - 10,Florida,South Carolina,3,10,1686.87,1586.57
Florida,2024-04-13,South Carolina,Home,L8 - 9,Florida,South Carolina,8,9,1686.87,1586.57
Florida,2024-04-14,South Carolina,Home,W11 - 9,Florida,South Carolina,11,9,1686.87,1586.57
Florida,2024-04-16,Jacksonville,Home,W12 - 1(7 Innings),Florida,Jacksonville,12,1,1686.87,1335.77
Florida,2024-04-18,Vanderbilt,Away,L5 - 10,Vanderbilt,Florida,10,5,1598.07,1686.87
Florida,2024-04-19,Vanderbilt,Away,L2 - 5,Vanderbilt,Florida,5,2,1598.07,1686.87
Florida,2024-04-20,Vanderbilt,Away,W6 - 2,Vanderbilt,Florida,2,6,1598.07,1686.87
Florida,2024-04-23,Stetson,Home,W13 - 3(7 Innings),Florida,Stetson,13,3,1686.87,1509.11
Florida,2024-04-26,Arkansas,Away,L1 - 2,Arkansas,Florida,2,1,1625.33,1686.87
Florida,2024-04-27,Arkansas,Away,L5 - 6,Arkansas,Florida,6,5,1625.33,1686.87
Florida,2024-04-27,Arkansas,Away,W9 - 5,Arkansas,Florida,5,9,1625.33,1686.87
Florida,2024-04-30,Fla. Atlantic,Home,W10 - 8,Florida,Fla. Atlantic,10,8,1686.87,1391.01
Florida,2024-05-03,Tennessee,Home,L2 - 6,Florida,Tennessee,2,6,1686.87,1835.47
Florida,2024-05-03,Tennessee,Home,W4 - 3,Florida,Tennessee,4,3,1686.87,1835.47
Florida,2024-05-04,Tennessee,Home,L3 - 16(7 Innings),Florida,Tennessee,3,16,1686.87,1835.47
Florida,2024-05-07,South Fla.,Home,W4 - 1,Florida,South Fla.,4,1,1686.87,1362.47
Florida,2024-05-10,Kentucky,Home,L11 - 12(10 Innings),Florida,Kentucky,11,12,1686.87,1708.74
Florida,2024-05-11,Kentucky,Home,W10 - 1,Florida,Kentucky,10,1,1686.87,1708.74
Florida,2024-05-12,Kentucky,Home,L5 - 7(10 Innings),Florida,Kentucky,5,7,1686.87,1708.74
Florida,2024-05-16,Georgia,Away,L4 - 9,Georgia,Florida,9,4,1675.78,1686.87
Florida,2024-05-17,Georgia,Away,W7 - 4(10 Innings),Georgia,Florida,4,7,1675.78,1686.87
Florida,2024-05-18,Georgia,Away,W19 - 11,Georgia,Florida,11,19,1675.78,1686.87
Florida,2024-05-21,Vanderbilt,Neutral,L3 - 6,Vanderbilt,Florida,6,3,1598.07,1686.87
Florida,2024-05-31,Nebraska,Neutral,W5 - 2,Nebraska,Florida,2,5,1547.32,1686.87
Florida,2024-06-01,Oklahoma St.,Away,L1 - 7,Florida,Oklahoma St.,1,7,1686.87,1651.46
Florida,2024-06-02,Nebraska,Neutral,W17 - 11,Florida,Nebraska,17,11,1686.87,1547.32
Florida,2024-06-02,Oklahoma St.,Away,W5 - 2,Oklahoma St.,Florida,2,5,1651.46,1686.87
Florida,2024-06-03,Oklahoma St.,Away,W4 - 2,Florida,Oklahoma St.,4,2,1686.87,1651.46
Florida,2024-06-08,Clemson,Away,W10 - 7,Clemson,Florida,7,10,1634.04,1686.87
Florida,2024-06-09,Clemson,Away,W11 - 10(13 Innings),Florida,Clemson,11,10,1686.87,1634.04
Florida,2024-06-15,Texas A&M,Neutral,L2 - 3,Texas A&M,Florida,3,2,1758.75,1686.87
Florida,2024-06-17,NC State,Neutral,W5 - 4,NC State,Florida,4,5,1661.88,1686.87
Florida,2024-06-19,Kentucky,Neutral,W15 - 4,Florida,Kentucky,15,4,1686.87,1708.74
Florida,2024-06-19,Texas A&M,Neutral,L0 - 6,Florida,Texas A&M,0,6,1686.87,1758.75
North Carolina,2024-02-16,Wagner,Home,W10 - 3,North Carolina,Wagner,10,3,1720.63,1255.76
North Carolina,2024-02-17,Wagner,Home,W16 - 5,North Carolina,Wagner,16,5,1720.63,1255.76
North Carolina,2024-02-18,Wagner,Home,W20 - 6,North Carolina,Wagner,20,6,1720.63,1255.76
North Carolina,2024-02-20,Elon,Home,W8 - 7,North Carolina,Elon,8,7,1720.63,1350.3
North Carolina,2024-02-23,East Carolina,Home,W2 - 1,North Carolina,East Carolina,2,1,1720.63,1594.77
North Carolina,2024-02-24,East Carolina,Neutral,L4 - 7,North Carolina,East Carolina,4,7,1720.63,1594.77
North Carolina,2024-02-25,East Carolina,Away,L9 - 10,East Carolina,North Carolina,10,9,1594.77,1720.63
North Carolina,2024-02-27,VCU,Home,W8 - 2,North Carolina,VCU,8,2,1720.63,1467.56
North Carolina,2024-02-28,Longwood,Home,W12 - 3,North Carolina,Longwood,12,3,1720.63,1298.62
North Carolina,2024-03-01,Princeton,Home,W12 - 2,North Carolina,Princeton,12,2,1720.63,1296.63
North Carolina,2024-03-02,Princeton,Home,W11 - 2,North Carolina,Princeton,11,2,1720.63,1296.63
North Carolina,2024-03-03,Princeton,Home,W13 - 6,North Carolina,Princeton,13,6,1720.63,1296.63
North Carolina,2024-03-05,Campbell,Away,W7 - 3,Campbell,North Carolina,3,7,1445.02,1720.63
North Carolina,2024-03-08,Pittsburgh,Home,W2 - 1,North Carolina,Pittsburgh,2,1,1720.63,1499.57
North Carolina,2024-03-09,Pittsburgh,Home,W7 - 4,North Carolina,Pittsburgh,7,4,1720.63,1499.57
North Carolina,2024-03-10,Pittsburgh,Home,W6 - 5(10 Innings),North Carolina,Pittsburgh,6,5,1720.63,1499.57
North Carolina,2024-03-12,Rutgers,Home,W13 - 7,North Carolina,Rutgers,13,7,1720.63,1385.21
North Carolina,2024-03-13,Rutgers,Home,W9 - 8,North Carolina,Rutgers,9,8,1720.63,1385.21
North Carolina,2024-03-15,Miami (FL),Away,L1 - 14(7 Innings),Miami (FL),North Carolina,14,1,1502.34,1720.63
North Carolina,2024-03-16,Miami (FL),Away,L1 - 2,Miami (FL),North Carolina,2,1,1502.34,1720.63
North Carolina,2024-03-17,Miami (FL),Away,W18 - 6(7 Innings),Miami (FL),North Carolina,6,18,1502.34,1720.63
North Carolina,2024-03-19,UNCW,Home,W11 - 0(7 Innings),North Carolina,UNCW,11,0,1720.63,1593.04
North Carolina,2024-03-22,Georgia Tech,Home,W5 - 4,North Carolina,Georgia Tech,5,4,1720.63,1541.42
North Carolina,2024-03-23,Georgia Tech,Home,W11 - 5,North Carolina,Georgia Tech,11,5,1720.63,1541.42
North Carolina,2024-03-24,Georgia Tech,Home,W9 - 2,North Carolina,Georgia Tech,9,2,1720.63,1541.42
North Carolina,2024-03-26,N.C. A&T,Home,W10 - 5,North Carolina,N.C. A&T,10,5,1720.63,1317.73
North Carolina,2024-03-29,Wake Forest,Away,W6 - 5(10 Innings),Wake Forest,North Carolina,5,6,1602.48,1720.63
North Carolina,2024-03-30,Wake Forest,Away,W10 - 6,Wake Forest,North Carolina,6,10,1602.48,1720.63
North Carolina,2024-03-31,Wake Forest,Away,W14 - 10,Wake Forest,North Carolina,10,14,1602.48,1720.63
North Carolina,2024-04-04,Virginia,Away,L11 - 14,Virginia,North Carolina,14,11,1672.85,1720.63
North Carolina,2024-04-05,Virginia,Away,L2 - 7,Virginia,North Carolina,7,2,1672.85,1720.63
North Carolina,2024-04-06,Virginia,Away,W12 - 7,Virginia,North Carolina,7,12,1672.85,1720.63
North Carolina,2024-04-09,South Carolina,Neutral,L1 - 2,North Carolina,South Carolina,1,2,1720.63,1586.57
North Carolina,2024-04-12,Notre Dame,Home,W13 - 0(7 Innings),North Carolina,Notre Dame,13,0,1720.63,1476.76
North Carolina,2024-04-13,Notre Dame,Home,W7 - 2,North Carolina,Notre Dame,7,2,1720.63,1476.76
North Carolina,2024-04-14,Notre Dame,Home,W10 - 3,North Carolina,Notre Dame,10,3,1720.63,1476.76
North Carolina,2024-04-16,Coastal Carolina,Home,L4 - 5(10 Innings),North Carolina,Coastal Carolina,4,5,1720.63,1517.05
North Carolina,2024-04-18,NC State,Away,L8 - 9,NC State,North Carolina,9,8,1661.88,1720.63
North Carolina,2024-04-19,NC State,Away,L4 - 5,NC State,North Carolina,5,4,1661.88,1720.63
North Carolina,2024-04-20,NC State,Away,W14 - 3,NC State,North Carolina,3,14,1661.88,1720.63
North Carolina,2024-04-23,Gardner-Webb,Home,W5 - 2,North Carolina,Gardner-Webb,5,2,1720.63,1349.1
North Carolina,2024-04-26,Virginia Tech,Home,W8 - 1,North Carolina,Virginia Tech,8,1,1720.63,1472.36
North Carolina,2024-04-27,Virginia Tech,Home,W6 - 3,North Carolina,Virginia Tech,6,3,1720.63,1472.36
North Carolina,2024-04-28,Virginia Tech,Home,L3 - 4,North Carolina,Virginia Tech,3,4,1720.63,1472.36
North Carolina,2024-04-30,Charlotte,Home,W13 - 1(7 Innings),North Carolina,Charlotte,13,1,1720.63,1365.66
North Carolina,2024-05-01,William & Mary,Home,W19 - 2(7 Innings),North Carolina,William & Mary,19,2,1720.63,1397.42
North Carolina,2024-05-07,Campbell,Home,W16 - 10,North Carolina,Campbell,16,10,1720.63,1445.02
North Carolina,2024-05-10,Louisville,Home,W14 - 4(8 Innings),North Carolina,Louisville,14,4,1720.63,1547.39
North Carolina,2024-05-11,Louisville,Home,W6 - 4,North Carolina,Louisville,6,4,1720.63,1547.39
North Carolina,2024-05-12,Louisville,Home,W16 - 7,North Carolina,Louisville,16,7,1720.63,1547.39
North Carolina,2024-05-16,Duke,Away,L3 - 5,Duke,North Carolina,5,3,1626.35,1720.63
North Carolina,2024-05-17,Duke,Away,W6 - 4,Duke,North Carolina,4,6,1626.35,1720.63
North Carolina,2024-05-18,Duke,Away,W14 - 6,Duke,North Carolina,6,14,1626.35,1720.63
North Carolina,2024-05-23,Pittsburgh,Neutral,W12 - 2,Pittsburgh,North Carolina,2,12,1499.57,1720.63
North Carolina,2024-05-24,Wake Forest,Neutral,L5 - 9(12 Innings),North Carolina,Wake Forest,5,9,1720.63,1602.48
North Carolina,2024-05-31,LIU,Home,W11 - 8,North Carolina,LIU,11,8,1720.63,1383.89
North Carolina,2024-06-01,LSU,Home,W6 - 2,North Carolina,LSU,6,2,1720.63,1690.94
North Carolina,2024-06-02,LSU,Home,L4 - 8,LSU,North Carolina,8,4,1690.94,1720.63
North Carolina,2024-06-03,LSU,Home,W4 - 3(10 Innings),LSU,North Carolina,3,4,1690.94,1720.63
North Carolina,2024-06-07,West Virginia,Home,W8 - 6,North Carolina,West Virginia,8,6,1720.63,1576.15
North Carolina,2024-06-08,West Virginia,Home,W2 - 1,West Virginia,North Carolina,1,2,1576.15,1720.63
North Carolina,2024-06-14,Virginia,Neutral,W3 - 2,North Carolina,Virginia,3,2,1720.63,1672.85
North Carolina,2024-06-16,Tennessee,Neutral,L1 - 6,Tennessee,North Carolina,6,1,1835.47,1720.63
North Carolina,2024-06-18,Florida St.,Neutral,L5 - 9,North Carolina,Florida St.,5,9,1720.63,1703.04
Texas A&M,2024-02-16,McNeese,Home,W15 - 0,Texas A&M,McNeese,15,0,1758.75,1439.07
