"Year","Team","ERA","W","L","APP","GS","CG","SHO","CBO","SV","IP","H","R","ER","BB","SO","2B","3B","HR","AB","BAA","WP","HBP","BK","SFA","SHA"
2009,"Georgia Southern",5.11,42,17,59,59,2,0,0,13,523.1,606,353,297,213,469,112,13,63,2057,.295,46,63,8,20,24
2009,"Georgia State",5.44,39,22,61,61,3,2,2,19,536.0,602,375,324,261,474,124,6,56,2127,.283,48,69,3,25,25
2009,"Georgia Tech",4.65,38,19,58,58,0,3,3,12,515.0,533,319,266,234,523,82,7,53,2000,.267,57,38,10,16,26
2009,"Gonzaga",4.44,36,18,54,54,5,1,0,11,480.0,535,286,237,180,422,82,7,47,1882,.284,30,41,10,11,30
2009,"Grambling State",8.90,17,37,"","",10,0/0,"",3,429.0,558,510,424,377,206,113,20,55,1717,.325,67,74,10,49,32
2009,"Hartford",8.14,15,32,"","",4,0/0,"",3,384.2,530,393,348,227,204,132,12,53,1590,.333,45,54,2,26,22
2009,"Harvard",8.00,13,28,41,41,4,0,0,5,332.0,480,355,295,135,211,88,16,47,1417,.339,45,53,8,20,20
2009,"Hawaii",5.74,32,26,58,58,3,1,1,10,510.0,632,376,325,177,351,125,21,54,2038,.310,38,38,8,20,39
2009,"High Point",7.39,21,32,53,53,0,0,0,8,468.2,679,456,385,226,308,140,12,69,1970,.345,41,58,6,31,38
2009,"Hofstra",9.78,11,32,43,43,1,1,1,3,356.0,591,433,387,181,218,130,10,68,1577,.375,48,66,6,28,16
2009,"Holy Cross",7.07,22,27,49,49,5,0,0,6,406.0,502,368,319,214,279,107,17,47,1638,.306,47,75,11,22,25
2009,"Houston",5.48,27,31,"","",1,2/1,"",17,512.0,600,370,312,237,453,99,15,47,2042,.294,56,66,11,11,26
2009,"Houston Baptist",8.58,11,39,51,51,3,0,0,3,410.1,610,496,391,272,279,115,21,65,1770,.345,55,58,5,34,28
2009,"Illinois-Chicago",4.62,29,23,52,52,5,2,1,7,454.0,516,281,233,136,292,84,4,37,1780,.290,26,46,9,19,47
2009,"Illinois",5.32,34,20,"","",2,4/3,"",11,473.1,559,330,280,201,297,97,15,57,1878,.298,45,49,1,29,28
2009,"Illinois State",5.47,25,23,48,48,8,1,1,7,409.2,434,293,249,175,313,101,21,34,1581,.275,50,73,5,21,42
2009,"Indiana",5.15,32,27,"","",7,0/0,"",10,517.1,585,354,296,216,439,92,16,30,2060,.284,43,76,4,20,24
2009,"Indiana State",5.94,33,21,54,54,2,3,2,5,476.0,568,346,314,222,365,107,10,41,1889,.301,41,44,9,27,27
2009,"Iona",9.66,6,40,47,47,4,1,0,2,377.1,593,496,405,242,179,127,15,48,1671,.355,50,69,12,30,23
2009,"Iowa",6.25,16,35,"","",0,0/0,"",7,439.0,571,400,305,230,330,111,12,39,1831,.312,77,54,8,22,28
2009,"IPFW",8.10,13,38,51,51,6,2,1,7,419.0,559,445,377,268,264,135,8,55,1705,.328,49,107,6,28,33
2009,"Jackson State",4.00,32,19,54,54,15,6,2,7,407.0,376,241,181,197,321,52,9,25,1472,.255,24,48,9,35,20
2009,"Jacksonville",5.18,37,22,59,59,2,0,0,13,517.2,612,390,298,184,451,143,16,57,2124,.288,59,67,6,14,27
2009,"Jacksonville State",5.01,31,26,"","",4,4/2,"",14,488.1,526,337,272,198,360,"","","","","","","","","",""
2009,"James Madison",6.84,30,24,"","",2,2/1,"",14,474.0,570,408,360,233,438,131,5,65,1901,.300,52,81,10,16,25
2009,"Kansas",4.46,39,24,"","",4,4/1,"",10,553.1,571,332,274,179,466,94,6,56,2137,.267,40,65,5,22,40
2009,"Kansas State",4.52,43,18,"","",6,0/0,"",11,547.1,600,308,275,169,453,98,6,58,2129,.282,37,40,5,26,37
2009,"Kennesaw State",5.08,30,22,52,52,7,5,2,8,475.0,533,322,268,199,475,85,8,62,1897,.281,50,31,3,11,32
2009,"Kent State",5.69,43,17,"","",1,4/3,"",20,521.2,589,383,330,239,489,113,7,68,2049,.287,49,75,6,19,31
2009,"Kentucky",5.55,28,26,"","",4,2/2,"",9,475.0,540,349,293,202,523,87,4,52,1899,.284,65,60,10,18,27
2009,"Lafayette",6.21,24,29,53,53,5,3,2,5,430.1,555,339,297,151,277,121,16,49,1765,.314,54,66,16,17,28
2009,"Lamar",4.44,38,22,60,60,2,6,4,9,524.2,570,316,259,209,466,96,14,29,2059,.277,45,52,9,12,30
2009,"LaSalle",5.78,19,30,49,49,2,3,3,8,423.2,508,311,272,210,284,105,15,42,1669,.304,49,38,10,18,26
2009,"Lehigh",7.13,11,36,48,48,5,1,0,4,387.2,544,388,307,216,260,106,16,41,1675,.325,51,45,7,19,19
2009,"LeMoyne",5.10,24,23,"","",4,2/1,"",8,393.1,422,286,223,216,308,80,8,38,1529,.276,43,41,7,14,23
2009,"Liberty",5.27,33,21,54,54,2,1,1,11,473.1,554,311,277,171,390,105,10,44,1877,.295,42,54,11,20,46
2009,"Lipscomb",6.21,24,32,56,56,6,2,1,10,479.2,544,403,331,258,442,68,6,60,1945,.280,66,91,6,20,25
2009,"Long Beach State",5.18,25,29,54,54,1,2,2,13,471.0,566,322,271,162,331,100,11,40,1870,.303,34,51,6,23,52
2009,"Long Island",8.76,10,39,50,50,6,0,0,5,381.0,596,476,371,208,274,133,18,53,1670,.357,62,51,9,29,25
2009,"Longwood",6.25,26,22,"","",9,2/0,"",6,386.0,499,329,268,156,281,"","","","","","","","","",""
2009,"Louisiana-Lafayette",5.01,27,30,"","",2,2/1,"",12,514.0,586,341,286,202,374,118,12,35,2036,.288,44,85,5,21,32
2009,"Louisiana-Monroe",6.27,32,27,"","",6,0/0,"",10,514.0,679,418,358,235,338,137,16,65,2087,.325,34,66,12,25,30
2009,"Louisiana State",4.02,56,17,"","",3,4/2,"",22,644.1,631,319,288,186,679,106,9,81,2458,.257,31,45,3,17,55
2009,"Louisiana Tech",7.24,29,22,51,51,3,1,0,8,437.2,568,405,352,259,353,106,14,64,1802,.315,50,67,9,25,31
2009,"Louisville",4.32,47,18,"","",2,1/0,"",13,593.2,590,343,285,182,536,112,19,46,2258,.261,31,77,12,23,33
2009,"Loyola Marymount",5.65,30,29,"","",3,1/0,"",9,517.2,621,375,325,198,404,142,25,55,2046,.304,29,61,8,26,42
2009,"Maine",4.60,32,23,55,55,8,3,1,10,446.1,478,272,228,179,297,94,12,29,1713,.279,33,49,6,14,29
2009,"Manhattan",5.82,35,18,53,53,7,0,0,8,444.0,523,336,287,225,319,78,9,49,1790,.292,45,49,5,23,13
2009,"Marist",4.93,31,28,"","",3,0/0,"",9,492.2,567,338,270,214,353,87,15,46,1952,.290,46,45,9,20,35
2009,"Marshall",5.45,22,32,"","",1,1/1,"",8,474.0,511,363,287,290,414,92,17,37,1853,.276,69,47,23,21,34
2009,"Maryland-Baltimore County",6.62,9,36,"","",7,1/1,"",4,359.0,526,358,264,139,204,114,9,38,1555,.338,37,49,0,29,24
2009,"Maryland-Eastern Shore",8.56,14,42,56,56,9,1,0,3,434.1,669,478,413,248,236,131,30,39,1880,.356,35,48,12,39,29
2009,"Maryland",5.93,27,27,54,54,1,0,0,11,469.0,553,349,309,215,384,129,14,54,1885,.293,41,45,6,21,23
2009,"Massachusetts",5.10,27,26,53,53,3,2,1,12,476.2,529,327,270,198,387,104,18,49,1882,.281,42,63,10,24,33
2009,"McNeese State",7.60,21,30,51,51,1,0,0,8,443.0,579,440,374,212,319,114,20,62,1820,.318,74,67,4,30,32
2009,"Memphis",6.30,21,32,53,53,0,1,1,11,470.1,568,388,329,216,377,115,20,59,1895,.300,56,62,5,31,25
2009,"Mercer",6.39,23,23,46,46,2,0,0,7,402.2,493,328,286,183,346,88,4,52,1631,.302,44,50,9,13,37
2009,"Miami, Florida",4.71,38,22,60,60,1,3,2,19,531.0,522,320,278,206,479,94,14,56,2017,.259,44,52,6,20,39
2009,"Miami, Ohio",5.91,30,24,55,55,1,1,1,10,481.1,589,368,316,205,348,121,6,72,1944,.303,45,68,9,18,24
2009,"Michigan",4.84,30,25,"","",3,1/1,"",12,476.0,549,315,256,205,421,94,4,34,1871,.293,40,59,5,27,32
2009,"Michigan State",5.19,23,31,54,54,2,2,1,7,468.0,536,326,270,244,302,95,10,42,1825,.294,40,58,5,16,31
2009,"Middle Tennessee State",5.15,44,18,62,62,5,1,0,16,548.1,603,355,314,233,392,100,10,69,2147,.281,37,65,5,20,26
2009,"Minnesota",4.89,40,19,"","",1,0/0,"",18,523.0,576,333,284,192,392,111,7,39,2023,.285,47,66,11,21,25
2009,"Mississippi",4.04,44,20,64,64,4,3,2,17,567.2,602,312,255,189,623,109,9,46,2223,.271,39,32,2,19,27
2009,"Mississippi State",6.57,25,29,54,54,5,1,1,12,465.2,566,387,340,246,365,85,7,66,1859,.304,52,63,7,20,22
2009,"Mississippi Valley State",5.44,20,29,"","",6,3/1,"",2,388.2,486,286,235,143,304,71,22,31,1605,.303,12,47,8,20,23
2009,"Missouri",5.08,35,27,"","",6,4/3,"",12,538.2,594,347,304,177,492,"","","","","","","","","",""
2009,"Missouri State",4.51,34,20,"","",5,2/2,"",11,480.2,496,304,241,199,431,89,13,47,1881,.264,35,47,2,15,40
2009,"Monmouth",5.43,32,25,57,57,5,4,4,9,475.1,563,344,287,164,377,94,12,36,1924,.293,38,42,2,23,36
2009,"Morehead State",7.91,20,32,"","",6,0/0,"",6,436.2,619,476,384,211,308,104,13,95,1861,.333,48,80,8,29,17
2009,"Mount St. Mary's",7.32,23,25,48,48,4,1,1,7,388.2,547,392,316,188,307,108,10,69,1643,.333,43,62,2,23,20
2009,"Murray State",4.53,34,21,56,56,15,3,1,9,457.0,521,299,230,124,317,99,8,45,1811,.288,27,40,7,18,27
2009,"Navy",5.84,20,26,47,47,1,0,0,6,391.1,498,293,254,151,321,83,19,30,1606,.310,47,25,5,14,34
2009,"Nebraska",6.22,25,28,"","",4,1/0,"",6,483.2,547,379,334,256,361,99,18,50,1882,.291,44,74,10,21,54
2009,"Nevada-Las Vegas",6.89,26,32,58,58,1,1,0,3,504.0,656,460,386,242,342,111,18,60,2063,.318,82,62,8,27,37
2009,"Nevada",6.14,25,31,"","",0,0/0,"",8,487.0,585,377,332,242,342,103,12,75,1908,.307,48,62,6,24,29
2009,"New Jersey Tech",10.78,4,33,"","",5,0/0,"",1,286.1,486,384,343,162,166,124,28,37,1266,.384,43,60,7,24,22
2009,"New Mexico",5.26,37,20,57,57,1,0,0,12,506.2,587,341,296,217,394,94,22,48,2012,.292,41,61,8,23,23
2009,"New Mexico State",6.26,44,17,"","",2,4/2,"",15,523.0,665,432,364,247,446,111,11,66,2113,.315,46,96,10,15,42
2009,"New Orleans",7.76,22,33,55,55,0,0,0,10,481.1,628,488,415,220,337,113,15,75,2013,.312,66,78,7,30,30
2009,"Niagara",6.79,20,35,55,55,6,2,0,9,436.0,566,416,329,254,298,101,23,36,1810,.313,38,46,10,24,30
2009,"Nicholls State",4.97,19,32,"","",1,3/2,"",8,443.2,520,337,245,171,288,108,16,34,1782,.292,43,52,11,20,39
2009,"Norfolk State",5.77,22,23,45,45,6,2,2,8,350.2,463,312,225,191,273,77,12,24,1460,.317,35,33,7,6,29
2009,"North Carolina-Asheville",8.27,9,42,51,51,3,0,0,3,433.0,661,491,398,223,281,135,21,63,1882,.351,49,50,3,32,29
2009,"North Carolina-Charlotte",4.61,33,22,55,55,2,1,1,10,485.2,527,328,249,169,348,102,4,42,1905,.277,44,71,5,19,42
2009,"North Carolina-Greensboro",6.48,20,29,"","",0,0/0,"",9,436.0,513,376,314,202,359,114,18,65,1792,.286,57,46,4,16,15
2009,"North Carolina-Wilmington",5.36,31,23,"","",0,3/3,"",15,468.1,497,324,279,230,379,96,10,52,1801,.276,41,46,8,24,32
2009,"North Carolina",3.73,48,18,66,66,1,3,2,17,595.2,547,287,247,264,661,89,7,50,2243,.244,58,39,10,21,18
2009,"North Carolina A&T",7.26,21,34,55,55,8,0,0,6,446.1,567,480,360,302,322,129,17,35,1847,.307,82,67,13,27,35
2009,"North Carolina Central",10.88,6,35,"","",3,0/0,"",3,304.1,488,460,368,218,172,95,19,42,1351,.361,52,65,5,31,24
2009,"North Carolina State",5.12,25,31,56,56,2,3,3,9,504.1,540,358,287,230,469,91,14,34,1984,.272,47,61,7,26,20
2009,"North Dakota",7.17,14,29,"","",8,0/0,"",4,339.0,449,330,270,168,188,92,10,46,1398,.321,41,61,6,28,31
2009,"North Dakota State",6.71,16,28,44,44,6,3,0,3,374.1,485,338,279,184,285,92,10,37,1541,.315,39,43,6,12,34
2009,"North Florida",5.78,23,31,54,54,6,4,1,9,468.2,565,373,301,183,381,91,13,50,1910,.296,32,63,6,22,36
2009,"Northeastern",4.60,28,25,53,53,3,1,1,14,475.1,527,307,243,200,422,76,13,32,1843,.286,49,48,2,24,40
2009,"Northern Colorado",10.23,18,35,53,53,0,0,0,8,438.1,730,577,498,286,252,130,31,69,1955,.373,57,69,19,43,23
2009,"Northern Illinois",7.29,19,34,53,53,1,1,1,7,443.1,589,424,359,262,314,110,24,51,1820,.324,53,58,8,24,25
2009,"Northern Iowa",5.40,23,26,"","",3,2/1,"",13,420.1,462,309,252,200,366,96,17,31,1638,.282,46,74,5,16,33
2009,"Northwestern",6.39,14,35,"","",6,2/2,"",4,421.1,539,343,299,182,274,91,11,55,1694,.318,25,48,5,22,38
2009,"Northwestern State",6.98,26,26,52,52,2,3,3,14,447.2,578,392,347,220,342,105,10,56,1832,.316,65,53,11,31,24
2009,"Notre Dame",5.36,36,23,59,59,7,2,0,12,519.0,581,360,309,220,328,116,14,42,2030,.286,38,56,9,24,42
2009,"Oakland",8.00,22,34,56,56,5,2,0,8,462.1,635,456,411,273,274,"","","","","","","","","",""
2009,"Ohio",6.70,29,24,"","",0,1/1,"",10,460.2,633,407,343,191,332,99,10,75,1929,.328,44,53,11,23,36
2009,"Ohio State",6.39,42,19,"","",5,5/3,"",21,535.1,648,443,380,265,462,128,13,63,2163,.300,48,39,12,25,31
2009,"Oklahoma",4.80,"","",56,56,2,5,4,14,491.2,511,290,262,176,431,99,6,61,1880,.272,39,77,3,12,33
2009,"Oklahoma State",4.69,34,24,58,58,3,2,2,15,507.0,517,303,264,199,516,87,12,39,1958,.264,40,54,15,14,36
2009,"Old Dominion",5.51,22,27,49,49,7,0,0,5,425.0,510,306,260,186,275,109,13,51,1701,.300,28,45,11,21,29
2009,"Oral Roberts",3.76,33,15,48,48,9,4,2,4,423.2,392,233,177,173,498,73,8,26,1620,.242,54,43,9,5,23
2009,"Oregon",5.07,14,42,56,56,4,2,2,8,483.0,498,330,272,239,357,100,7,46,1837,.271,49,47,9,23,50
2009,"Oregon State",3.93,37,19,56,56,3,3,2,13,499.1,455,248,218,199,431,81,10,34,1856,.245,31,48,8,10,38
2009,"Pacific",6.36,21,32,53,53,4,1,0,8,462.2,612,379,327,170,282,120,17,34,1881,.325,35,79,8,32,40
2009,"Penn State",5.78,25,26,"","",1,0/0,"",10,451.2,532,342,290,219,339,88,18,37,1775,.300,32,61,10,22,41
2009,"Pennsylvania",6.74,17,24,41,41,5,1,0,4,335.0,454,318,251,171,241,97,11,50,1394,.326,36,42,6,16,11
2009,"Pepperdine",4.52,31,23,54,54,2,2,1,12,472.0,410,269,237,223,477,68,4,30,1709,.240,63,62,6,19,46
2009,"Pittsburgh",6.35,28,21,49,49,4,3,1,8,428.1,545,347,302,189,304,93,16,55,1735,.314,32,60,8,22,29
2009,"Portland",5.32,25,26,51,51,2,3,2,12,455.0,542,316,269,171,295,124,16,37,1818,.298,27,55,7,20,31
2009,"Prairie View A&M",8.17,21,25,"","",14,0/0,"",4,351.1,470,380,319,213,217,72,18,43,1467,.320,41,59,5,22,29
2009,"Presbyterian",8.54,13,38,51,51,2,0,0,5,432.1,607,454,410,211,263,107,8,64,1796,.338,91,89,12,34,30
2009,"Princeton",5.08,18,19,37,37,6,3,2,6,310.1,359,222,175,132,266,83,10,35,1251,.287,24,28,5,14,14
2009,"Purdue",5.96,25,26,"","",4,1/1,"",10,447.1,572,360,296,199,341,105,14,43,1846,.310,45,28,3,22,27
2009,"Quinnipiac",7.60,18,34,"","",12,3/1,"",5,417.0,560,407,352,171,300,"","","","","","","","","",""
2009,"Radford",6.24,26,24,50,50,0,1,1,10,433.0,535,351,300,180,279,91,6,64,1753,.305,52,60,5,22,26
2009,"Rhode Island",4.76,37,20,58,58,3,5,3,15,505.0,523,315,267,188,397,102,14,44,1942,.269,28,74,9,26,36
2009,"Rice",4.21,43,18,61,61,7,4,0,16,542.2,513,301,254,249,426,112,8,39,1994,.257,69,46,10,23,45
2009,"Richmond",6.33,22,24,47,47,1,0,0,11,421.0,520,361,296,193,361,106,7,49,1733,.300,50,55,5,21,24
2009,"Rider",6.26,26,23,49,49,6,2,1,7,405.1,500,337,282,186,315,94,15,49,1653,.302,57,53,8,24,24
2009,"Rutgers",6.24,22,31,53,53,1,1,1,10,461.2,579,393,320,236,311,107,9,43,1869,.310,50,57,9,21,41
2009,"Sacred Heart",6.12,29,27,57,57,9,1,0,9,469.0,617,396,319,169,291,97,16,45,1931,.320,46,56,9,28,34
2009,"Sam Houston State",5.10,36,24,60,60,6,2,0,12,535.0,636,373,303,213,470,98,9,56,2119,.300,47,61,8,26,34
2009,"Samford",7.40,17,35,52,52,2,0,0,5,457.0,639,467,376,234,357,111,20,83,1929,.331,49,46,5,29,24
2009,"San Diego",5.07,29,25,54,54,6,2,1,12,475.1,511,323,268,190,425,102,13,30,1863,.274,28,83,7,17,29
2009,"San Diego State",4.04,41,23,64,64,4,6,3,24,572.1,577,311,257,165,571,103,17,31,2185,.264,42,68,7,18,48
2009,"San Francisco",5.09,28,28,56,56,3,4,4,9,498.1,550,340,282,194,371,138,16,42,1977,.278,37,70,4,19,28
2009,"San Jose State",4.66,41,20,61,61,6,4,2,17,531.0,546,302,275,210,453,99,14,48,2012,.271,30,45,4,19,39
2009,"Santa Clara",6.31,19,34,"","",5,3/3,"",7,467.2,595,376,328,170,399,106,12,54,1908,.312,36,48,10,21,43
2009,"Savannah State",6.65,25,25,"","",14,4/0,"",5,388.1,491,348,287,184,215,92,15,38,1594,.308,40,47,13,26,24
2009,"Seton Hall",4.33,25,24,49,49,9,6,2,5,444.2,476,270,214,199,307,80,16,24,1685,.282,35,44,13,17,38
2009,"Siena",7.91,15,35,50,50,4,0,0,5,413.0,587,441,363,184,275,90,13,49,1774,.331,49,78,5,23,32
2009,"South Alabama",6.70,25,30,"","",1,0/0,"",10,482.1,623,434,359,226,387,152,14,64,1986,.314,37,79,7,16,36
2009,"South Carolina-Upstate",7.80,17,37,"","",1,1/1,"",7,460.2,617,450,399,296,345,135,13,63,1914,.322,52,34,7,21,15
2009,"South Carolina",5.07,40,23,"","",6,6/6,"",8,557.0,553,349,314,268,500,72,6,69,2126,.260,29,74,9,21,34
2009,"South Dakota State",6.80,26,30,"","",4,3/3,"",6,463.1,610,408,350,222,322,132,14,54,1922,.317,51,57,9,27,43
2009,"South Florida",4.79,34,25,59,59,8,1,0,11,514.1,550,333,274,204,402,"","","","","","","","","",""
2009,"Southeast Missouri State",6.76,26,25,51,51,1,0,0,9,427.1,572,393,321,205,332,121,11,58,1781,.321,43,55,10,25,22
2009,"Southeastern Louisiana",5.66,37,22,"","",2,1/1,"",18,518.2,578,384,326,244,401,105,13,74,2047,.282,76,53,6,22,26
2009,"Southern",4.70,30,16,"","",8,2/1,"",6,367.1,430,249,192,124,229,81,12,33,1485,.290,30,35,2,15,20
2009,"Southern California",4.06,28,28,56,56,5,2,1,10,499.1,492,292,225,231,438,86,14,28,1896,.259,29,65,9,16,36
2009,"Southern Illinois-Edwardsville",7.01,15,39,"","",1,1/1,"",8,444.1,601,422,346,234,383,119,21,46,1862,.323,65,63,12,25,36
2009,"Southern Illinois",4.77,24,28,52,52,1,2,2,8,454.1,514,290,241,183,288,94,13,37,1767,.291,47,49,10,28,35
2009,"Southern Mississippi",5.14,40,26,66,66,2,3,1,17,571.0,638,387,326,250,438,104,10,68,2235,.285,53,50,5,26,33
2009,"Southern Utah",5.85,27,24,51,51,6,3,0,11,431.0,535,346,280,237,258,112,14,38,1710,.313,42,48,10,25,47
2009,"St. Bonaventure",5.31,24,25,49,49,7,0,0,7,415.0,477,323,245,216,296,95,25,31,1655,.288,48,59,1,21,27
2009,"St. John's",6.20,30,22,52,52,1,1,1,10,461.2,575,372,318,235,328,102,8,58,1828,.315,47,64,11,32,46
2009,"St. Joseph's",6.25,16,30,"","",1,0/0,"",7,410.1,506,374,285,253,265,86,9,53,1661,.305,54,48,7,21,26
2009,"St. Louis",5.45,30,25,"","",5,2/0,"",8,484.0,609,369,293,182,342,112,22,56,1950,.312,46,43,4,32,49
2009,"St. Mary's",5.35,28,27,55,55,0,1,1,9,484.1,573,357,288,180,364,105,14,35,1941,.295,38,65,7,24,41
2009,"St. Peter's",7.60,17,37,"","",6,2/0,"",5,435.2,638,438,368,235,247,144,19,61,1806,.353,57,85,7,29,28
2009,"Stanford",5.12,30,25,"","",2,1/1,"",8,492.0,491,305,280,222,381,82,7,47,1830,.268,63,56,5,17,56
2009,"Stephen F. Austin State",5.56,23,32,55,55,1,2,1,13,474.2,529,368,293,246,346,100,12,38,1847,.286,63,81,12,35,36
2009,"Stetson",5.85,27,30,57,57,1,1,1,9,508.0,634,411,330,223,383,102,12,56,2081,.305,38,50,10,26,40
2009,"Stony Brook",5.98,29,23,52,52,8,5,1,6,422.2,492,316,281,168,340,95,22,44,1686,.292,48,47,6,18,28
2009,"Temple",7.03,17,33,50,50,0,0,0,12,436.2,595,429,341,238,261,125,14,41,1816,.328,69,72,4,39,33
2009,"Tennessee-Martin",7.50,20,31,"","",5,0/0,"",6,423.1,616,425,353,183,240,114,20,83,1796,.343,31,67,9,29,19
2009,"Tennessee",6.16,26,29,55,55,1,0,0,8,485.0,557,374,332,215,493,126,11,77,1919,.290,45,52,5,19,32
2009,"Tennessee Tech",5.48,31,24,56,56,10,3,1,6,461.1,493,347,281,263,382,89,13,61,1769,.279,41,42,8,24,32
2009,"Texas-Arlington",4.38,30,26,"","",4,5/2,"",12,493.2,558,271,240,183,410,100,9,28,1913,.292,35,32,7,19,42
2009,"Texas-Pan American",9.43,14,41,"","",6,0/0,"",2,464.0,653,547,486,308,308,160,29,59,1939,.337,47,76,17,26,24
2009,"Texas-San Antonio",5.97,32,24,"","",2,2/0,"",7,502.1,629,409,333,241,393,103,14,65,2052,.307,66,40,11,26,39
2009,"Texas",2.89,50,15,66,66,6,6,5,18,604.0,500,238,194,187,552,63,16,44,2222,.225,28,50,7,14,28
2009,"Texas A&M-Corpus Christi",7.73,18,38,56,56,0,0,0,7,471.1,682,485,405,210,282,152,31,55,1972,.346,74,64,9,30,43
2009,"Texas A&M",4.49,37,24,61,61,2,3,2,13,539.2,546,315,269,172,568,130,17,42,2091,.261,45,45,8,11,43
2009,"Texas Christian",4.24,40,18,"","",1,3/3,"",15,517.2,513,280,244,186,404,93,19,34,1939,.265,24,56,8,15,49
2009,"Texas Southern",7.48,23,29,"","",14,2/0,"",2,403.0,543,404,335,223,292,98,23,51,1675,.324,52,94,16,34,27
2009,"Texas State",4.89,41,16,"","",3,2/1,"",10,504.2,621,324,274,175,352,93,19,52,2039,.305,34,46,8,27,21
2009,"Texas Tech",6.31,25,32,"","",2,1/1,"",12,487.2,596,402,342,266,409,114,10,56,1962,.304,54,48,10,20,35
2009,"Toledo",7.02,24,30,54,54,1,1,0,11,460.0,568,417,359,201,339,117,16,67,1887,.301,39,67,12,21,23
2009,"Towson",7.67,28,25,53,53,1,0,0,7,456.1,635,446,389,250,384,"","","","","","","","","",""
2009,"Troy",6.32,33,23,"","",0,0/0,"",13,497.1,594,387,349,234,382,107,7,62,1989,.299,59,52,10,35,23
2009,"Tulane",4.63,34,25,"","",6,4/3,"",13,511.2,533,309,263,149,391,81,13,73,1980,.269,39,52,5,15,31
2009,"UC Davis",6.72,13,42,55,55,0,0,0,3,475.1,576,425,355,287,300,127,16,45,1892,.304,73,76,14,26,47
2009,"UC Irvine",4.43,45,15,60,60,2,1,1,20,538.0,575,291,265,160,424,116,18,40,2058,.279,45,30,8,26,41
2009,"UC Riverside",4.22,33,20,53,53,4,4,1,13,479.2,515,272,225,127,342,104,12,29,1870,.275,49,43,7,25,33
2009,"UC Santa Barbara",5.56,29,23,"","",3,4/2,"",7,459.1,506,334,284,199,305,94,9,43,1765,.287,32,97,8,24,45
2009,"UCLA",4.28,27,29,56,56,5,1,0,12,493.2,482,295,235,197,509,109,11,47,1859,.259,65,59,7,24,48
2009,"Utah",6.13,28,31,59,59,0,1,1,11,527.0,683,413,359,206,421,123,22,49,2154,.317,42,66,7,19,41
2009,"Utah Valley",8.25,18,35,"","",1,0/0,"",6,448.1,610,479,411,251,295,119,25,103,1866,.327,44,68,10,28,20
2009,"Valparaiso",4.47,28,24,52,52,4,3,2,20,445.1,470,275,221,135,316,88,15,24,1733,.271,30,62,7,20,36
2009,"Vanderbilt",4.66,37,27,"","",6,6/4,"",17,556.0,586,326,288,207,604,115,10,68,2160,.271,44,48,8,18,33
2009,"Vermont",6.56,23,33,56,56,12,3,1,4,451.2,599,397,329,215,285,133,17,46,1859,.322,39,67,6,27,34
2009,"Villanova",6.15,22,28,50,50,4,0,0,8,434.2,541,346,297,206,283,115,24,40,1759,.308,43,40,5,21,28
2009,"Virginia",3.23,49,15,65,65,0,5,5,18,583.0,516,239,209,190,593,91,9,41,2155,.239,43,30,3,14,41
2009,"Virginia Commonwealth",6.40,20,25,46,46,4,0,0,7,395.0,486,351,281,164,268,86,13,52,1607,.302,37,48,6,23,27
2009,"Virginia Military",6.48,18,35,"","",2,0/0,"",6,462.2,587,413,333,189,371,134,17,44,1858,.316,49,78,8,30,46
2009,"Virginia Tech",5.18,32,21,53,53,2,2,2,10,468.2,547,333,270,191,428,90,11,55,1905,.287,41,56,4,16,24
2009,"Wagner",4.74,31,21,"","",1,4/3,"",16,423.1,482,273,223,164,269,92,6,44,1634,.295,48,48,6,18,23
2009,"Wake Forest",7.30,22,30,52,52,0,0,0,10,457.1,631,454,371,242,350,138,6,67,1920,.329,50,43,8,30,26
2009,"Washington",4.88,25,30,55,55,1,2,1,14,487.1,524,313,264,194,387,93,14,48,1902,.276,37,68,7,13,38
2009,"Washington State",4.34,32,25,57,57,1,3,3,15,502.1,545,308,242,184,453,96,16,44,1956,.279,46,45,4,16,44
2009,"West Virginia",5.39,37,18,55,55,7,1,0,10,462.1,558,333,277,200,375,"","","","","","","","","",""
2009,"Western Carolina",5.65,35,22,57,57,2,3,3,12,518.0,581,414,325,241,487,88,13,68,2065,.281,68,92,7,22,29
2009,"Western Illinois",10.27,13,33,"","",2,1/1,"",5,380.1,617,496,434,218,235,"","","","","","","","","",""
2009,"Western Kentucky",5.47,42,20,"","",1,3/3,"",19,536.2,591,350,326,216,450,112,13,53,2096,.282,50,69,9,22,24
2009,"Western Michigan",7.30,14,35,49,49,1,0,0,8,430.1,578,431,349,193,340,109,18,59,1783,.324,48,68,15,29,40
2009,"Wichita State",4.26,30,27,57,57,6,5,4,11,505.0,511,286,239,186,508,85,8,38,1925,.265,45,66,8,18,47
2009,"William and Mary",5.79,24,25,"","",1,1/1,"",6,438.1,499,346,282,251,347,102,10,45,1710,.292,49,56,11,24,33
2009,"Winthrop",5.18,35,25,60,60,1,1,1,14,524.2,603,347,302,197,378,123,18,54,2073,.291,37,60,5,17,36
2009,"Wisconsin-Milwaukee",6.33,28,27,55,55,3,2,2,10,463.2,557,377,326,201,346,105,23,52,1849,.301,46,89,6,22,39
2009,"Wofford",8.49,17,32,"","",0,0/0,"",8,434.2,586,480,410,312,313,132,10,67,1804,.325,51,46,7,33,29
