"Year","Team","ERA","W","L","APP","GS","CG","SHO","CBO","SV","IP","H","R","ER","BB","SO","2B","3B","HR","AB","BAA","WP","HBP","BK","SFA","SHA"
2005,"Virginia",2.74,41,20,61,61,4,11,10,17,538.2,449,199,164,164,412,56,6,26,1937,.232,19,33,4,9,43
2005,"Virginia Military",4.98,27,28,55,55,4,3,3,8,477.1,560,326,264,199,323,114,12,39,1873,.299,42,44,7,20,42
2005,"Virginia Tech",5.94,23,28,51,51,3,3,1,4,453.0,567,351,299,215,335,111,15,50,1815,.312,57,32,10,23,34
2005,"Wagner",5.66,22,27,49,49,13,3,1,6,386.1,459,313,243,193,316,"","","","","","","","","",""
2005,"Wake Forest",6.21,28,30,58,58,3,0,0,8,512.0,655,449,353,226,338,130,15,53,2111,.310,41,51,8,20,37
2005,"Washington",4.13,33,22,55,55,5,3,2,13,479.0,415,250,220,263,383,66,6,31,1711,.243,37,46,15,22,42
2005,"Washington State",6.17,21,37,58,58,0,3,3,7,508.2,653,430,349,256,329,112,13,46,2070,.315,41,51,16,30,50
2005,"Western Carolina",5.93,33,23,56,56,3,0,0,17,491.1,627,380,324,170,359,130,22,54,2003,.313,50,63,5,22,32
2005,"Western Illinois",5.68,24,34,58,58,5,2,1,9,464.2,562,355,293,217,325,95,21,35,1872,.300,50,50,5,19,28
2005,"Western Kentucky",6.88,21,37,58,58,4,0,0,7,505.0,654,441,386,242,354,112,5,63,2067,.316,56,58,8,29,36
2005,"Western Michigan",4.44,26,24,50,50,4,0,0,11,433.2,490,271,214,130,331,80,11,34,1711,.286,23,34,5,18,41
2005,"West Virginia",5.87,25,30,55,55,5,1,1,10,451.0,520,347,294,251,280,103,15,30,1761,.295,47,54,9,28,33
2005,"Wichita State",3.16,51,24,75,75,8,13,10,25,663.1,627,279,233,237,607,96,5,29,2472,.254,49,69,8,19,51
2005,"William and Mary",6.32,27,27,54,54,2,1,1,9,474.1,610,405,333,195,312,116,9,57,1930,.316,43,41,11,22,38
2005,"Winthrop",3.80,35,15,50,50,6,5,3,4,447.1,426,224,189,145,419,79,13,31,1722,.247,39,35,2,12,14
2005,"Wisconsin-Milwaukee",6.30,24,30,54,54,7,1,0,9,427.1,546,378,299,189,283,100,22,41,1741,.314,42,70,9,31,39
2005,"Wofford",7.18,17,37,54,54,3,1,1,8,444.0,605,434,354,218,303,117,9,61,1868,.324,66,47,7,30,24
2005,"Wright State",5.49,26,33,59,59,7,3,2,8,480.1,554,363,293,199,346,107,14,34,1894,.293,50,76,7,30,38
2005,"Xavier",4.86,19,35,54,54,6,3,1,7,430.0,501,315,232,193,243,98,7,43,1688,.297,35,42,8,26,25
2005,"Yale",4.20,23,17,40,40,12,5,2,5,325.1,355,198,152,108,302,61,10,15,1272,.279,16,42,10,10,24
2005,"Youngstown State",5.33,29,27,56,56,7,6,5,10,445.2,494,325,264,198,333,93,17,27,1751,.282,41,54,9,21,36
2006,"Air Force",10.69,10,38,48,48,2,2,1,6,390.2,615,555,464,252,253,147,18,76,1716,.358,57,83,13,33,20
2006,"Akron",6.43,15,36,51,51,9,0,0,1,434.0,530,369,310,209,314,110,19,34,1755,.302,43,45,7,22,49
2006,"Alabama-Birmingham",6.23,19,38,57,57,4,1,1,6,501.2,581,415,347,320,321,97,9,49,1972,.295,56,60,14,17,34
2006,"Alabama",3.51,44,21,65,65,7,4,3,14,581.2,532,271,227,217,493,96,14,54,2187,.243,49,37,7,15,39
2006,"Alabama A&M",10.23,8,27,36,36,1,0,0,1,263.0,416,408,299,223,143,84,19,26,1169,.356,48,60,8,29,18
2006,"Albany",5.81,20,32,52,52,4,2,0,7,413.1,505,330,267,212,293,98,12,32,1670,.302,38,58,8,28,31
2006,"Arizona",5.41,27,28,55,55,1,4,3,13,490.1,591,353,295,238,484,93,26,30,1976,.299,62,40,8,18,37
2006,"Arizona State",4.88,37,21,58,58,0,0,0,13,518.1,547,357,281,242,488,111,16,31,2024,.270,47,58,16,23,39
2006,"Arkansas-Little Rock",6.43,24,30,54,54,6,1,0,6,470.0,588,424,336,240,341,140,13,60,1925,.305,48,62,8,16,38
2006,"Arkansas",3.66,38,19,57,57,1,1,1,19,507.0,488,261,206,161,426,79,4,45,1953,.250,23,44,2,18,29
2006,"Arkansas State",6.46,22,30,52,52,1,2,2,6,446.0,541,384,320,214,352,104,9,56,1805,.300,52,52,7,25,27
2006,"Army",3.28,30,20,51,51,5,5,2,11,420.1,410,206,153,128,342,67,4,11,1615,.254,20,58,8,14,17
2006,"Auburn",5.15,22,34,56,56,0,1,1,9,494.2,562,354,283,214,375,122,14,40,1952,.288,54,51,12,23,33
2006,"Austin Peay State",4.17,32,27,59,59,11,1,0,9,503.1,552,325,233,189,391,89,6,34,2008,.275,43,65,12,22,37
2006,"Ball State",4.73,38,22,60,60,1,4,4,19,530.1,568,324,279,206,401,104,8,32,2024,.281,31,45,14,27,46
2006,"Baylor",4.13,37,26,63,63,2,3,2,18,545.0,572,306,250,217,348,89,12,39,2088,.274,32,54,12,24,40
2006,"Belmont",5.49,24,31,55,55,4,4,3,11,482.1,572,381,294,175,316,119,14,40,1955,.293,50,57,13,25,36
2006,"Binghamton",4.78,27,23,51,51,11,9,4,7,392.0,402,254,208,136,293,83,10,27,1514,.266,32,35,3,18,36
2006,"Birmingham-Southern",4.48,33,22,55,55,7,1,1,9,482.2,477,276,240,215,365,101,5,31,1814,.263,31,49,7,16,45
2006,"Boston College",4.56,28,25,54,54,2,1,1,9,490.0,511,305,248,205,415,90,7,37,1912,.267,35,54,13,18,30
2006,"Bowling Green State",4.79,26,27,53,53,0,2,2,9,462.1,526,322,246,220,261,97,12,35,1800,.292,42,58,4,22,52
2006,"Bradley",4.26,26,31,57,57,8,8,4,11,479.2,519,305,227,198,347,88,16,26,1861,.279,38,59,3,22,37
2006,"Brigham Young",5.53,33,28,61,61,3,0,0,10,534.0,627,390,328,222,413,125,16,56,2130,.294,27,75,9,16,36
2006,"Brown",6.07,16,24,40,40,7,0,0,4,308.1,385,258,208,156,229,76,11,23,1259,.306,25,30,12,24,22
2006,"Bucknell",4.30,24,24,48,48,9,4,1,10,387.1,440,275,185,143,215,75,7,13,1546,.285,39,43,7,20,34
2006,"Buffalo",6.67,15,37,52,52,1,0,0,8,430.2,589,421,319,205,335,108,15,49,1816,.324,35,52,9,19,36
2006,"Butler",6.05,21,36,57,57,4,1,0,8,498.2,661,408,335,230,287,130,8,49,2002,.330,46,48,8,24,61
2006,"Cal Poly",4.43,29,27,56,56,3,1,1,13,497.1,516,287,245,240,360,93,14,26,1886,.274,58,65,12,28,41
2006,"Cal State Fullerton",2.73,50,15,65,65,4,6,3,18,590.0,495,212,179,129,481,100,11,37,2186,.226,28,67,13,19,28
2006,"Cal State Northridge",4.84,26,30,56,56,3,4,2,11,489.0,517,326,263,212,367,97,10,40,1886,.274,47,52,13,19,38
2006,"Cal State Sacramento",5.57,20,37,57,57,4,1,0,5,498.0,572,370,308,234,319,102,7,50,1968,.291,78,90,9,27,33
2006,"California",3.92,26,28,54,54,3,4,3,11,479.1,479,251,209,207,376,62,5,20,1786,.268,42,52,5,17,49
2006,"Campbell",6.00,19,38,57,57,5,0,0,8,487.1,610,409,325,236,303,93,17,55,1964,.311,32,75,14,23,38
2006,"Canisius",7.30,18,36,54,54,3,2,2,7,426.2,549,418,346,310,291,116,24,33,1734,.317,67,70,10,20,34
2006,"Centenary",5.47,23,30,53,53,2,2,2,6,434.0,555,321,264,184,251,71,11,27,1735,.320,35,59,6,26,47
2006,"Central Connecticut State",4.80,32,18,50,50,16,4,0,8,393.2,439,266,210,168,271,76,12,10,1539,.285,50,39,9,21,31
2006,"Central Florida",4.54,23,33,56,56,2,7,5,10,495.2,484,301,250,218,439,69,16,32,1882,.257,53,65,13,15,49
2006,"Central Michigan",4.75,35,23,58,58,4,3,2,13,503.2,557,366,266,213,415,103,10,36,2004,.278,48,51,12,20,35
2006,"Charleston Southern",6.48,18,38,56,56,2,1,1,11,487.2,661,444,351,249,253,111,15,47,2027,.326,56,79,8,25,53
2006,"Chicago State",8.15,7,44,51,51,9,0,0,2,400.0,616,494,362,256,216,145,19,35,1707,.361,59,74,14,44,36
2006,"Cincinnati",5.72,32,26,58,58,7,3,0,12,500.0,564,383,318,288,330,107,6,50,1960,.288,48,61,6,23,34
2006,"The Citadel",4.32,34,27,61,61,3,1,1,19,543.2,624,339,261,201,458,104,12,46,2143,.291,32,50,10,20,58
2006,"Clemson",3.26,53,16,69,69,2,6,6,17,615.0,558,277,223,211,550,85,9,39,2281,.245,53,59,5,24,38
2006,"Cleveland State",8.02,10,42,52,52,1,0,0,7,444.1,660,469,396,224,300,154,19,65,1870,.353,49,58,10,26,45
2006,"Coastal Carolina",4.26,30,27,57,57,5,4,3,9,515.2,563,315,244,240,370,92,5,25,2000,.282,38,52,9,18,46
2006,"College of Charleston",3.02,46,17,63,63,3,5,2,20,575.1,513,238,193,258,522,66,3,38,2153,.238,40,46,5,13,34
2006,"Connecticut",3.47,39,18,58,58,7,4,3,12,510.1,503,235,197,170,381,82,6,22,1940,.259,28,61,9,19,41
2006,"Coppin State",7.15,13,41,55,55,8,0,0,7,438.1,647,455,348,166,250,117,28,35,1901,.340,36,42,16,36,36
2006,"Cornell",7.50,10,29,39,39,5,0,0,2,312.0,432,328,260,169,225,85,19,23,1330,.325,40,40,6,19,17
2006,"Creighton",3.52,31,21,52,52,2,6,5,10,452.0,472,222,177,151,261,85,11,28,1718,.275,26,41,5,15,58
2006,"Dallas Baptist",5.54,33,23,56,56,2,2,1,7,502.1,551,391,309,223,397,98,16,50,1968,.280,47,62,9,17,33
2006,"Dartmouth",5.19,20,19,39,39,10,2,0,8,324.1,450,254,187,81,171,89,8,33,1398,.322,20,37,1,18,19
2006,"Davidson",7.27,18,33,51,51,2,1,1,9,442.0,630,434,357,208,354,142,14,52,1858,.339,50,59,3,29,28
2006,"Dayton",4.76,33,24,57,57,9,5,2,13,488.0,517,321,258,188,343,85,9,48,1897,.273,43,42,5,21,37
2006,"Delaware",5.95,30,24,54,54,6,0,0,9,470.2,538,364,311,220,371,119,8,67,1857,.290,35,71,11,18,25
2006,"Delaware State",6.90,18,37,57,57,11,0,0,3,460.1,636,454,353,225,332,144,9,60,1930,.330,44,71,5,31,28
2006,"Duke",7.04,15,40,55,55,3,1,1,3,487.0,659,458,381,180,290,"","","","","","","","","",""
2006,"Duquesne",6.80,19,34,53,53,5,1,1,7,451.1,593,425,341,183,300,120,12,38,1880,.315,60,70,9,29,39
2006,"East Carolina",4.34,33,26,59,59,4,6,5,4,526.2,576,296,254,165,386,86,10,53,2045,.282,44,60,8,11,50
2006,"East Tennessee State",6.33,31,27,58,58,3,0,0,11,516.1,687,430,363,219,341,143,17,68,2115,.325,19,61,18,36,34
2006,"Eastern Illinois",4.73,31,24,55,55,3,3,2,15,464.0,488,298,244,253,306,71,5,23,1772,.275,34,39,8,18,39
2006,"Eastern Michigan",4.61,27,27,54,54,7,2,0,8,470.0,481,293,241,226,316,72,7,26,1793,.268,34,57,17,18,37
2006,"Elon",4.80,45,18,63,63,3,3,1,15,557.1,629,341,297,203,383,113,15,56,2192,.287,24,43,4,27,46
2006,"Evansville",3.39,43,22,65,65,6,5,4,10,576.1,554,255,217,160,423,109,13,21,2167,.256,27,49,6,15,49
2006,"Fairfield",6.21,18,29,47,47,3,2,2,10,388.1,517,337,268,178,198,94,12,35,1596,.324,43,60,9,16,25
2006,"Fairleigh Dickinson",6.91,10,43,53,53,6,1,0,6,398.1,528,423,306,202,307,118,13,26,1708,.309,48,68,14,24,29
2006,"Florida",4.21,28,28,56,56,3,1,1,10,493.2,561,300,231,157,346,102,9,32,1967,.285,19,22,5,16,35
2006,"Florida A&M",6.54,13,34,47,47,2,0,0,4,386.2,552,397,281,186,237,118,15,32,1649,.335,55,54,12,30,33
2006,"Florida Atlantic",4.73,30,28,58,58,7,5,3,13,508.0,591,330,267,206,477,84,10,31,2044,.289,33,48,11,24,34
2006,"Florida International",5.43,36,24,60,60,4,2,1,10,522.0,636,404,315,227,389,63,7,64,2122,.300,35,79,8,20,33
2006,"Florida State",3.54,44,21,65,65,2,7,6,13,587.0,572,296,231,228,519,95,7,32,2226,.257,27,59,5,18,37
2006,"Fordham",4.98,24,32,56,56,2,5,4,10,489.2,541,355,271,234,344,72,20,22,1922,.281,55,62,9,27,39
2006,"Fresno State",3.95,45,18,63,63,4,4,3,12,568.0,590,303,249,203,485,112,5,36,2207,.267,41,58,15,15,28
2006,"Furman",4.45,32,23,55,55,0,2,2,14,489.0,562,322,242,172,326,99,13,49,1954,.288,33,45,8,16,35
2006,"Gardner-Webb",6.00,24,31,55,55,3,2,2,9,478.2,605,386,319,194,264,"","","","","","","","","",""
2006,"George Mason",6.63,20,31,51,51,3,0,0,7,442.2,569,376,326,170,328,107,11,62,1793,.317,37,54,5,19,36
2006,"George Washington",4.19,25,34,59,59,9,2,1,8,518.0,515,334,241,255,454,92,14,32,1988,.259,62,52,11,24,37
2006,"Georgetown",6.18,24,32,56,56,3,1,0,12,475.0,582,430,326,263,316,114,11,45,1908,.305,70,65,11,32,47
2006,"Georgia",4.79,47,23,70,70,4,8,5,17,627.1,686,390,334,209,478,125,9,61,2463,.279,50,62,4,23,45
2006,"Georgia Southern",5.81,31,27,58,58,5,3,3,12,509.1,626,387,329,205,412,133,14,52,2036,.307,45,50,17,24,41
2006,"Georgia State",5.85,26,31,57,57,11,1,1,5,495.2,623,418,322,243,350,111,6,65,1998,.312,52,76,10,34,32
2006,"Georgia Tech",4.42,50,18,68,68,0,2,2,18,604.2,660,356,297,232,502,103,11,47,2385,.277,37,61,8,20,36
2006,"Gonzaga",5.23,29,24,53,53,2,2,1,8,458.0,545,305,266,200,268,92,6,34,1833,.297,40,34,11,21,31
2006,"Hartford",6.72,11,38,49,49,5,3,0,4,389.2,513,376,291,190,175,95,16,39,1596,.321,50,54,6,32,37
2006,"Harvard",5.61,21,20,42,42,6,2,1,9,348.1,415,282,217,178,241,81,12,21,1409,.295,35,43,7,16,21
2006,"Hawaii-Hilo",7.41,15,34,49,49,3,0,0,6,395.0,569,381,325,190,224,88,18,47,1652,.344,58,63,2,20,35
2006,"Hawaii",3.79,45,17,62,62,7,5,3,15,551.0,530,270,232,155,461,101,13,24,2107,.252,40,36,5,19,37
2006,"High Point",5.58,27,32,59,59,1,4,4,13,517.1,592,387,321,248,382,124,10,47,2055,.288,41,71,9,20,38
2006,"Holy Cross",5.32,16,26,43,43,7,1,1,4,357.0,403,258,211,150,225,78,9,19,1415,.285,28,54,8,13,28
2006,"Houston",3.58,39,22,61,61,4,4,1,10,541.0,508,251,215,198,502,80,6,40,2038,.249,42,42,6,17,32
2006,"Illinois-Chicago",3.68,35,20,55,55,4,4,4,9,484.2,507,241,198,116,263,84,8,26,1840,.276,23,28,6,24,54
2006,"Illinois",5.88,29,29,58,58,3,0,0,14,481.0,597,371,314,174,239,114,16,35,1931,.309,53,72,10,31,61
2006,"Illinois State",5.98,20,33,53,53,3,0,0,10,454.2,525,356,302,215,318,98,20,38,1797,.292,45,71,4,25,35
2006,"Indiana",5.11,22,34,56,56,12,3,0,7,463.1,542,335,263,174,251,102,24,30,1858,.292,53,51,14,28,44
2006,"Iona",7.73,12,42,54,54,0,0,0,5,441.0,617,478,379,247,297,123,16,32,1862,.331,58,47,11,36,27
2006,"Iowa",4.82,23,33,56,56,7,4,3,10,461.0,495,311,247,217,285,84,15,26,1759,.281,56,87,4,23,52
2006,"IPFW",6.08,21,28,49,49,7,4,2,9,394.0,521,328,266,150,173,84,9,53,1621,.321,31,56,9,20,36
2006,"Jacksonville",4.19,43,19,62,62,2,2,2,18,555.2,579,328,259,217,349,119,7,41,2126,.272,48,86,8,24,35
2006,"James Madison",4.56,38,21,59,59,4,5,3,12,513.1,511,307,260,224,487,"","","","","","","","","",""
2006,"Kansas",4.82,43,25,68,68,0,2,2,20,592.1,646,379,317,233,407,112,6,55,2309,.280,54,51,8,17,52
2006,"Kansas State",3.94,31,20,53,53,2,4,3,12,461.1,507,251,202,120,344,114,19,29,1805,.281,14,26,10,16,33
2006,"Kennesaw State",5.21,24,32,56,56,3,3,2,13,482.1,575,349,279,188,314,107,6,35,1953,.294,48,59,8,20,33
2006,"Kent State",4.10,38,19,57,57,2,3,3,16,504.1,518,273,230,155,326,102,12,41,1941,.267,42,40,7,20,25
2006,"Kentucky",3.95,44,17,61,61,8,2,2,13,541.2,641,310,238,140,363,73,7,31,2164,.296,37,63,8,22,44
2006,"Lafayette",4.46,27,24,51,51,10,5,0,10,417.2,448,251,207,136,258,93,9,18,1638,.274,32,42,8,21,24
2006,"Lamar",4.48,35,23,58,58,3,6,4,11,504.1,502,299,251,231,490,84,13,33,1937,.259,47,43,10,17,43
2006,"LaSalle",5.93,20,31,51,51,1,3,3,5,427.2,522,386,282,201,333,100,20,35,1745,.299,59,51,7,23,27
2006,"Lehigh",5.29,28,28,56,56,9,2,0,7,456.0,554,323,268,180,318,111,8,19,1823,.304,47,53,6,29,27
2006,"LeMoyne",3.36,38,14,52,52,7,6,2,21,431.2,376,210,161,174,354,71,13,31,1610,.234,32,36,4,14,22
2006,"Liberty",4.83,39,21,60,60,2,3,2,13,536.2,630,347,288,179,369,97,5,49,2127,.296,67,68,18,17,38
2006,"Lipscomb",5.97,22,32,54,54,6,3,1,13,469.0,592,384,311,238,354,"","","","","","","","","",""
2006,"Long Beach State",3.64,29,27,56,56,6,3,1,13,497.0,505,247,201,149,334,74,13,21,1906,.265,18,52,7,20,34
2006,"Long Island",6.15,13,33,47,47,5,2,1,8,365.2,492,306,250,163,260,110,19,27,1543,.319,33,37,8,19,22
2006,"Longwood",4.30,23,27,50,50,5,4,2,7,416.2,484,296,199,127,304,84,12,22,1696,.285,28,37,3,25,19
2006,"Louisiana-Lafayette",3.54,39,20,59,59,13,6,4,10,526.0,487,254,207,184,463,80,8,35,1960,.248,30,58,11,13,45
2006,"Louisiana-Monroe",6.34,18,37,55,55,3,0,0,10,471.1,612,413,332,237,316,105,25,47,1922,.318,59,56,12,26,46
2006,"Louisiana State",5.04,35,24,59,59,2,4,4,13,521.2,581,334,292,208,426,107,7,54,2058,.282,44,40,10,18,38
2006,"Louisiana Tech",4.77,33,24,57,57,2,2,1,8,503.2,550,327,267,228,405,103,6,44,1958,.281,61,52,10,27,26
2006,"Louisville",4.87,31,29,60,60,3,5,5,7,534.0,542,323,289,218,358,90,17,34,1987,.273,49,81,10,22,42
2006,"Loyola Marymount",5.28,24,32,56,56,2,3,2,7,494.2,606,336,290,210,278,99,15,33,1959,.309,43,57,7,35,47
2006,"Maine",5.54,35,22,58,58,6,1,0,11,475.2,583,358,293,205,309,86,7,26,1922,.303,38,57,8,21,29
2006,"Manhattan",4.03,34,23,57,57,12,5,2,5,482.1,470,266,216,194,406,90,4,30,1843,.255,28,50,10,18,32
2006,"Marist",4.97,24,28,52,52,3,1,0,10,423.1,486,289,234,121,265,98,7,36,1680,.289,31,51,3,20,31
2006,"Marshall",6.95,22,32,54,54,6,0,0,9,461.1,611,419,356,232,327,117,18,63,1913,.319,38,54,8,25,24
2006,"Maryland-Baltimore County",5.53,18,34,52,52,11,3,2,5,426.2,504,337,262,152,306,93,13,44,1719,.293,49,48,13,19,31
2006,"Maryland-Eastern Shore",7.74,17,34,52,52,9,1,1,9,407.0,554,442,350,275,226,90,16,31,1716,.323,69,42,10,26,28
2006,"Maryland",5.15,26,30,56,56,2,2,2,16,493.0,578,354,282,154,333,110,6,50,1966,.294,38,44,13,29,36
2006,"Massachusetts",6.07,14,30,44,44,5,0,0,7,379.2,485,335,256,211,180,102,13,21,1543,.314,44,44,6,30,22
2006,"McNeese State",4.55,35,20,55,55,9,5,2,12,476.2,517,287,241,144,319,102,11,34,1854,.279,34,48,9,15,40
2006,"Memphis",5.73,32,28,60,60,3,1,1,8,538.1,699,413,343,178,385,122,13,63,2217,.315,41,71,15,26,40
2006,"Mercer",4.84,34,26,60,60,2,2,2,17,530.1,627,356,285,224,409,98,10,42,2115,.296,54,54,8,20,46
2006,"Miami, Florida",4.33,42,24,66,66,2,5,5,14,588.0,528,327,283,258,467,106,14,57,2200,.240,45,86,4,31,38
2006,"Miami, Ohio",3.82,33,24,57,57,4,3,3,13,501.1,521,264,213,154,401,70,11,31,1948,.267,33,47,8,18,51
2006,"Michigan",4.03,39,19,58,58,10,8,5,13,480.1,518,257,215,181,323,63,8,29,1850,.280,18,42,15,12,44
2006,"Michigan State",6.16,26,30,56,56,8,2,1,2,457.0,649,369,313,170,273,113,20,32,1917,.339,31,52,8,16,59
2006,"Middle Tennessee State",5.57,30,25,55,55,0,1,1,12,481.2,600,352,298,182,344,100,9,48,1948,.308,31,75,5,19,37
2006,"Mississippi",4.73,44,22,66,66,4,3,3,20,580.1,631,359,305,230,495,89,9,62,2271,.278,51,58,6,19,36
2006,"Mississippi State",4.22,37,23,60,60,5,1,1,10,533.1,572,302,250,162,409,94,5,49,2083,.275,32,48,8,22,32
2006,"Missouri",3.36,35,28,63,63,5,7,4,9,565.1,530,256,211,160,476,102,8,33,2121,.250,26,41,3,17,55
2006,"Missouri State",3.94,33,22,55,55,6,5,3,13,495.2,448,278,217,204,463,63,9,33,1870,.240,51,50,6,10,38
2006,"Monmouth",3.34,27,22,49,49,13,6,0,3,409.0,408,186,152,99,308,63,5,15,1584,.258,37,42,10,15,30
2006,"Mount St. Mary's",5.03,23,24,47,47,7,5,2,10,361.1,442,244,202,111,266,82,7,11,1475,.300,25,42,7,18,20
2006,"Murray State",6.30,15,40,55,55,8,1,0,5,457.0,599,398,320,193,289,95,27,36,1856,.323,54,54,3,38,42
2006,"Navy",4.20,32,21,54,54,7,4,2,14,446.0,485,266,208,165,364,70,11,15,1763,.275,39,23,5,15,26
2006,"Nebraska",3.40,42,17,59,59,4,5,3,17,526.0,480,230,199,187,388,68,12,33,1947,.247,23,52,12,12,46
2006,"Nevada-Las Vegas",6.11,29,30,59,59,0,0,0,10,527.0,671,432,358,235,346,122,25,47,2108,.318,44,57,16,24,62
2006,"Nevada",5.53,26,28,54,54,2,1,1,8,470.1,564,360,289,172,341,107,15,39,1901,.297,29,63,9,22,37
2006,"New Mexico",6.93,30,29,59,59,4,1,0,6,524.2,706,463,404,249,323,117,22,55,2128,.332,31,59,4,28,41
2006,"New Mexico State",7.64,19,36,55,55,2,0,0,7,486.1,658,480,413,253,329,126,8,83,2030,.324,67,89,14,25,21
2006,"New Orleans",5.01,30,28,58,58,1,4,3,9,516.0,607,390,287,198,411,129,7,47,2094,.290,61,73,11,30,30
2006,"New York Tech",4.77,31,22,53,53,8,5,2,8,449.0,431,278,238,215,322,79,16,34,1672,.258,36,81,5,22,26
2006,"Niagara",5.82,28,26,54,54,3,3,1,11,439.1,531,353,284,216,293,108,9,32,1766,.301,43,50,7,25,35
2006,"Nicholls State",6.05,13,40,53,53,3,0,0,7,455.1,577,391,306,197,280,102,25,26,1859,.310,41,68,8,28,32
2006,"Norfolk State",4.60,23,28,51,51,14,2,1,2,406.2,424,286,208,237,294,77,17,15,1555,.273,48,51,5,18,29
2006,"North Carolina-Asheville",5.84,28,35,63,63,6,2,1,7,544.0,690,424,353,244,345,135,15,58,2198,.314,59,61,8,29,51
2006,"North Carolina-Charlotte",3.50,35,20,56,56,10,3,2,13,496.0,487,258,193,143,408,88,11,24,1863,.261,49,75,3,14,49
2006,"North Carolina-Greensboro",5.49,26,33,59,59,0,1,1,11,521.0,601,379,318,210,359,89,23,35,2056,.292,35,63,8,33,49
2006,"North Carolina-Wilmington",4.72,42,22,64,64,4,5,3,11,568.2,603,364,298,245,461,97,16,41,2220,.272,59,83,8,15,35
2006,"North Carolina",3.35,54,15,69,69,5,9,6,18,624.0,551,286,232,232,543,72,12,30,2312,.238,38,73,5,21,45
2006,"North Carolina A&T",6.45,22,36,58,58,11,1,1,8,489.2,626,448,351,251,383,"","","","","","","","","",""
2006,"North Carolina State",4.50,40,23,63,63,2,1,1,8,570.1,616,342,285,245,424,114,23,46,2207,.279,48,44,6,22,44
2006,"North Dakota State",7.35,12,41,53,53,7,0,0,2,422.1,513,419,345,260,269,99,16,40,1694,.303,72,76,16,24,38
2006,"North Florida",4.15,34,21,55,55,2,6,6,12,487.2,538,274,225,142,431,76,6,34,1916,.281,34,45,10,18,40
2006,"Northeastern",3.96,27,23,50,50,7,5,3,11,431.1,415,236,190,203,384,70,5,16,1622,.256,38,51,7,11,29
2006,"Northern Colorado",6.33,21,30,51,51,2,0,0,12,442.1,605,369,311,202,353,99,16,38,1819,.333,30,44,13,24,46
2006,"Northern Illinois",5.47,24,31,55,55,1,2,1,13,470.2,523,372,286,217,365,95,15,36,1872,.279,54,76,7,34,28
2006,"Northern Iowa",4.63,28,27,55,55,3,4,2,11,483.2,479,327,249,271,404,80,9,21,1839,.260,46,54,15,28,38
2006,"Northwestern",6.07,26,33,59,59,15,4,1,11,493.1,626,401,333,233,359,106,16,42,2000,.313,81,56,13,32,38
2006,"Northwestern State",4.82,33,28,61,61,4,1,1,10,533.2,534,344,286,250,386,109,11,35,2022,.264,68,70,8,28,49
2006,"Notre Dame",3.52,45,17,63,63,3,5,3,18,572.0,531,261,224,171,504,88,10,18,2136,.249,24,51,7,15,51
2006,"Oakland",7.60,20,38,58,58,2,2,2,7,451.0,606,451,381,280,271,124,18,42,1851,.327,63,83,20,36,39
2006,"Ohio",5.47,22,25,47,47,3,1,0,10,413.0,508,324,251,165,303,87,5,31,1703,.298,44,35,5,15,26
2006,"Ohio State",3.46,37,21,58,58,13,5,2,7,479.0,493,242,184,186,354,70,6,20,1824,.270,27,47,5,10,41
2006,"Oklahoma",5.05,45,22,67,67,5,5,4,13,589.2,655,363,331,198,480,103,16,63,2285,.287,50,61,5,30,29
2006,"Oklahoma State",4.64,41,20,61,61,8,5,2,8,537.0,584,334,277,162,363,84,21,55,2075,.281,28,75,8,24,49
2006,"Old Dominion",3.79,39,17,56,56,10,6,1,13,512.2,520,256,216,156,511,99,13,31,1986,.262,31,52,2,10,28
2006,"Oral Roberts",3.63,41,16,57,57,8,6,4,9,494.0,459,237,199,194,424,47,3,37,1841,.249,33,43,11,11,25
2006,"Oregon State",3.41,50,16,66,66,4,8,7,21,585.1,509,261,222,237,461,99,12,35,2158,.236,33,75,8,15,31
2006,"Pacific",4.17,30,25,55,55,5,1,1,12,487.2,518,289,226,215,344,101,11,29,1882,.275,49,40,14,24,52
2006,"Penn State",4.93,20,36,56,56,9,3,0,4,464.0,539,302,254,157,349,99,19,24,1824,.296,37,67,9,22,43
2006,"Pennsylvania",8.26,12,27,39,39,3,1,1,5,315.0,469,372,289,158,200,95,19,31,1377,.341,38,60,3,22,16
2006,"Pepperdine",3.48,42,21,63,63,2,5,5,15,561.0,578,245,217,157,376,91,9,28,2116,.273,21,45,12,17,37
2006,"Pittsburgh",4.87,23,29,52,52,3,3,3,4,458.1,488,325,248,204,407,66,6,42,1778,.274,30,54,11,18,52
2006,"Portland",6.47,15,37,52,52,2,1,1,8,462.0,569,387,332,205,291,87,9,48,1853,.307,42,66,13,29,30
2006,"Prairie View A&M",5.58,33,22,55,55,12,2,1,5,431.0,466,333,267,188,325,81,19,28,1700,.274,75,67,14,21,28
2006,"Purdue",4.23,31,27,58,58,7,5,4,6,478.1,545,280,225,183,372,81,16,24,1885,.289,39,27,8,22,43
2006,"Quinnipiac",5.53,22,23,47,46,8,1,0,5,369.1,415,273,227,162,218,65,10,30,1450,.286,44,43,10,21,35
2006,"Radford",8.25,7,41,48,48,3,1,0,3,405.2,608,444,372,204,241,108,33,44,1753,.347,57,56,12,19,39
