,team,conference,avg_talent,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,ranking,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
10,Tennessee,SEC,76.78294605468429,2015,100.0,293.0,13.0,17.0,7.0,7.0,13.0,1.0,208.0,5.0,75.25,902.0,27.0,2582.0,371.0,220.0,13.0,17.0,66.0,530.0,23820.0,60.400000000000006,567.0,35.0,617.0,32.0,2908.0,97.0,211.0,5490.0,12.0,31.800000000000004,78.47826086956523,80.68768472906405,397.0,#ff8200,#58595b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2633.png']",0.2345,46.7325,20.53,9.0,26.0,32.0,68.706,71.494,70.908,13.0,9.0,4.0,8.0,5.0,3.0,66.33960532354288,69.30321223197447,33.424674240798225,60.757199110311745,57.314272011314884,60.40886699507389,36.067210963697335,64.6661184210526,64.07236426054749,56.0578871724808,66.77467873831776,68.1525128698937,45.09106825465856,64.34005037783373,1.0,67.3,75.3,10.0,69.2,53.14753075414512,78.47826086956523,60.230769230769255,10.0,66.77467873831776,66.33960532354288,33.424674240798225,788.9358732244026,68.1525128698937,74.9382871536524,57.314272011314884,56.0578871724808,69.30321223197448,60.75719911031174,203.01874086643613,57.1994750150705,14.6,12.0,95.26065719500465,4.0,6.280930325362657,0.67179097565164,2.0,57.60740740740741,1.0,2429.0747648153947,4.0,383.0,62.0,124.0,384.66935865057866,48,384.0092940662608,46,12.0,46.0,16.0,81.0,73.0,23.0,19.0,17.9,0.8165833333333333,12,3.48,0.62,-1.81,24,-0.653,25
11,Notre Dame,FBS Independents,83.12336809261845,2015,54.11191490374319,292.0,5.0,8.0,10.0,5.0,13.0,1.0,65.0,10.0,25.75,825.0,38.0,3364.0,385.0,241.0,9.0,25.0,67.0,586.0,23106.0,40.6,215.0,29.0,479.0,29.0,2699.0,68.0,160.0,6063.0,20.0,62.60000000000001,65.49035916824197,63.65529556650246,385.1,#0c2340,#c99700,"['http://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png']",0.44799999999999995,52.65133333333333,19.138,50.0,10.0,16.0,54.057,85.127,68.547,13.0,10.0,3.0,0.0,0.0,0.0,82.22411761024657,52.35297462604771,54.76507148791208,53.447874534719205,80.18418862643799,42.272577996715924,45.523213321699345,36.39527610008625,57.541541745541195,46.84085845434973,77.64383049350354,46.28688369834934,29.494475918856303,28.55541561712846,25.17441860465115,71.5,72.6,5.82835590034029,38.4,47.89659475842399,65.49035916824197,24.69230769230768,4.9532710280373635,77.64383049350354,82.22411761024657,54.76507148791208,846.5760735692586,46.28688369834934,67.955919395466,80.18418862643799,46.840858454349735,52.352974626047725,53.4478745347192,194.97781096721513,61.63584755661888,11.1,8.0,94.56409095212267,12.0,19.686726432958086,0.6922000494643783,5.0,30.224319419237744,58.0,1957.632579935546,29.0,394.9,70.0,114.0,411.16841515364393,25,318.0398277637446,97,8.0,21.0,58.0,25.0,95.0,102.0,29.0,17.6,0.8214615384615385,14,5.14,1.98,-0.65,9,0.518,11
12,LSU,SEC,87.46411856474259,2015,100.0,246.0,5.0,9.0,4.0,7.0,12.0,1.0,77.0,6.0,1.0,714.0,36.0,2165.0,278.0,149.0,10.0,13.0,97.0,784.0,22561.0,20.8,235.0,24.0,505.0,36.0,3082.0,59.0,148.0,5247.0,10.0,34.0,55.60907372400759,55.19396551724138,376.02,#461d7c,#fdd023,"['http://a.espncdn.com/i/teamlogos/ncaa/500/99.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/99.png']",0.333,96.571,20.581,8.0,9.0,3.0,70.441,73.837,43.184,12.0,9.0,3.0,8.0,5.0,3.0,72.88421536928524,53.77586206600313,60.62906007514616,57.42792420753514,82.41724297716627,75.49804654323084,31.705402703434487,20.428872889771583,72.12943011761054,53.63559055593085,71.93342289719627,47.4692171661499,37.5004795656004,26.061712846347604,51.52325581395348,71.6,69.5,10.0,67.0,43.889998217151,55.60907372400759,23.846153846153882,-0.8411214953271156,71.93342289719627,72.88421536928524,60.62906007514616,886.03744149766,47.469217166149896,43.268261964735515,82.41724297716627,53.63559055593084,53.77586206600315,57.42792420753515,191.21508810315333,63.46164920851114,9.5,10.0,92.71612514510777,13.0,5.410238599348233,0.8848384540892683,19.0,27.525000000000006,80.0,1691.3050475849036,54.0,343.98,66.0,120.0,421.1291034118068,19,356.39015281695464,72,5.0,31.0,55.0,15.0,88.0,28.0,95.0,16.6,0.8085,9,5.21,2.22,-0.59,7,0.722,8
13,Arkansas,SEC,61.13646440594464,2015,100.0,304.0,12.0,21.0,3.0,7.0,13.0,0.0,80.0,8.0,1.0,782.0,38.0,3486.0,374.0,246.0,11.0,31.0,55.0,477.0,26824.0,1.0,186.0,14.0,512.0,31.0,2565.0,75.0,161.0,6051.0,11.0,34.0,80.76143667296789,57.120320197044336,447.07,#a41f35,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/8.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/8.png']",0.547,208.557,17.389,14.0,25.0,7.0,44.325,88.416,49.891,13.0,8.0,5.0,8.0,5.0,3.0,94.67316000112811,24.78984817338832,49.10907937544019,72.33873182723497,93.80654656174535,65.61822660098521,28.14228143556406,17.60855263157893,52.36107010925741,25.081977342462757,88.93665475536011,29.97068184270148,39.87241402429306,42.02141057934506,26.197674418604663,68.9,72.4,10.0,67.0,75.24117489748619,80.76143667296789,46.69230769230764,4.579439252336442,88.93665475536011,94.67316000112811,49.10907937544019,646.6951309631332,29.97068184270148,81.54659949622166,93.80654656174535,25.081977342462764,24.78984817338832,72.33873182723497,209.13747410647142,59.966557213566624,17.2,14.0,91.49202958081435,14.0,8.560662010411898,0.737596399233123,8.0,37.36466165413534,20.0,1984.4107706705656,24.0,332.93,74.0,108.0,462.30735930956814,7,248.34853634522852,124,25.0,5.0,120.0,39.0,41.0,28.0,9.0,16.0,0.7930833333333333,5,3.12,0.23,-2.52,27,-1.116,29
14,North Carolina,ACC,59.50936037441496,2015,81.59372248530568,335.0,7.0,12.0,9.0,9.0,14.0,0.0,204.0,10.0,1.0,663.0,33.0,3675.0,409.0,261.0,17.0,31.0,80.0,650.0,21229.0,40.6,303.0,25.0,527.0,40.0,3142.0,80.0,165.0,6817.0,19.0,34.0,87.87296786389415,58.571182266009856,353.82,#7bafd4,#13294b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/153.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/153.png']",0.748,90.055,16.992,16.0,20.0,53.0,57.576,84.058,69.944,14.0,11.0,3.0,9.0,8.0,1.0,92.81399966184395,29.2367599043437,64.91170271018248,85.52788126368648,95.83411991425244,56.935960591133,12.526887749952351,25.287775891341226,100.0,40.838347329552846,87.79520807617706,62.19946893419143,48.62812223234054,52.245591939546586,28.24418604651163,68.4,71.7,8.326702044118697,67.0,34.09413442681404,87.87296786389415,50.92307692307687,3.2710280373831893,87.79520807617706,92.81399966184395,64.91170271018248,631.9032761310452,62.19946893419143,59.976070528967256,95.83411991425244,40.83834732955285,29.236759904343714,85.5278812636865,209.09821925907522,68.19380179731031,17.2,9.0,88.3471302656214,15.0,7.969102649290006,1.0286384396988026,28.0,35.51090909090909,29.0,2075.4261811019956,11.0,486.18,94.0,71.0,463.06347064308784,6,371.3344193696273,56,26.0,7.0,109.0,8.0,13.0,28.0,47.0,14.4,0.8701666666666666,43,5.43,1.97,-0.48,10,0.537,10
15,UCLA,Big Ten,74.43780277526889,2015,72.49777502796088,301.0,8.0,13.0,6.0,7.0,13.0,2.0,156.0,13.0,1.0,1103.0,49.0,3749.0,510.0,300.0,12.0,23.0,108.0,916.0,20223.0,1.0,219.0,20.0,459.0,26.0,2308.0,88.0,195.0,6057.0,19.0,49.400000000000006,75.33421550094518,62.48485221674876,337.05,#2774ae,#f2a900,"['http://a.espncdn.com/i/teamlogos/ncaa/500/26.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/26.png']",-0.012999999999999984,77.81,14.684,20.0,39.0,33.0,64.184,66.695,34.695,13.0,8.0,5.0,9.0,5.0,4.0,75.46631319261152,42.060602305949686,47.53458565303626,100.0,68.22006877792995,51.29248768472904,54.80323727866774,3.555161943319831,96.03397034904638,58.67498723061732,76.53618162078425,61.02090840435862,33.61368902095582,53.7418136020151,38.98837209302326,68.7,70.8,7.499797729814626,51.6,26.69428596897845,75.33421550094518,48.38461538461536,1.5887850467289582,76.53618162078425,75.46631319261152,47.53458565303626,767.6163888660809,61.020908404358615,26.80982367758186,68.22006877792995,58.67498723061731,42.060602305949686,100.0,181.26781817449645,65.32609286002413,5.1,16.0,87.39363106854638,16.0,11.192653685219842,1.1933043813109705,40.0,35.56020408163265,28.0,2028.96612242135,14.0,442.95,94.0,71.0,427.59468780977386,16,400.3340023263151,30,14.0,27.0,79.0,46.0,1.0,66.0,118.0,13.9,0.8764615384615385,48,2.62,-0.86,-3.35,37,-2.137,38
16,Baylor,Big 12,56.43669430987766,2015,72.06288461080837,382.0,28.0,40.0,13.0,12.0,13.0,0.0,137.0,13.0,1.0,675.0,31.0,3764.0,389.0,229.0,14.0,44.0,118.0,1043.0,21733.0,1.0,64.0,15.0,714.0,41.0,4247.0,91.0,195.0,8011.0,26.0,49.400000000000006,81.0982986767486,72.7993842364532,362.22,#154734,#ffb81c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/239.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/239.png']",0.6214999999999999,99.454,21.846,6.0,19.0,60.0,67.287,82.731,35.294,13.0,10.0,3.0,9.0,6.0,3.0,96.11368964191362,56.30022268526062,62.066762691845355,54.314833064037146,100.0,76.09296043222626,4.643211794659692,38.54977116704805,45.54878618535679,53.09523861205645,91.71639323445757,46.27538531790138,44.10300305370936,41.89672544080605,54.209302325581405,69.8,68.8,7.460262237346216,51.6,37.80067748261723,81.0982986767486,39.07692307692309,-2.149532710280397,91.71639323445757,96.11368964191362,62.066762691845355,603.9699482716151,46.275385317901375,10.974811083123427,100.0,53.095238612056455,56.300222685260614,54.31483306403715,197.6381866981392,70.31512444918553,12.3,12.0,86.93074541032621,17.0,5.224150356086545,1.7269071134826497,72.0,25.040860215053762,98.0,2294.8337484196268,8.0,417.78,124.0,15.0,472.5297432359086,3,348.29353935724185,79,31.0,4.0,48.0,11.0,93.0,66.0,125.0,13.6,0.8744999999999999,45,3.55,0.73,-1.48,21,-0.406,22
17,TCU,Big 12,52.37638558173905,2015,72.06288461080837,358.0,7.0,15.0,4.0,12.0,13.0,2.0,133.0,15.0,1.0,857.0,35.0,4517.0,517.0,326.0,7.0,39.0,94.0,922.0,24464.0,20.8,192.0,20.0,561.0,26.0,2800.0,86.0,199.0,7317.0,19.0,49.400000000000006,68.18525519848772,44.3551724137931,407.73,#4d1979,#f1f2f3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2628.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2628.png']",0.20766666666666667,74.24466666666666,20.514,10.0,7.0,42.0,70.098,67.436,53.115,13.0,11.0,2.0,9.0,7.0,2.0,90.19202672304186,69.14307689272923,33.469799870690366,55.05492162293521,79.85710620318103,50.38579534825713,26.533022306458676,32.75164473684208,91.38460592714057,62.25336319859392,72.81466490109793,51.30182019943591,16.51236907143698,43.2682619647355,21.84883720930233,69.7,73.1,7.460262237346216,51.6,57.882198252807996,68.18525519848772,39.92307692307689,5.887850467289695,72.81466490109793,90.19202672304186,33.469799870690366,567.0580507430823,51.30182019943591,26.061712846347604,79.85710620318103,62.25336319859392,69.14307689272924,55.05492162293522,193.9928714065386,64.99504908519528,10.7,15.0,86.16155065304164,18.0,7.4108379195049405,1.6259358257797343,69.0,37.48571428571427,19.0,1600.3198464145853,65.0,372.27,132.0,6.0,396.52067731746257,35,383.73826978697923,47,39.0,8.0,17.0,80.0,92.0,66.0,119.0,13.2,0.8755833333333333,47,4.78,1.78,-0.49,12,0.504,12
18,Texas A&M,SEC,79.46678709253632,2015,100.0,293.0,6.0,20.0,9.0,7.0,13.0,2.0,140.0,15.0,1.0,718.0,38.0,3323.0,482.0,273.0,11.0,25.0,83.0,713.0,22003.0,40.6,374.0,19.0,505.0,13.0,2198.0,88.0,208.0,5521.0,24.0,62.60000000000001,64.77920604914935,24.030911330049257,366.72,#500000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/245.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/245.png']",0.109,29.381,14.64,21.0,32.0,27.0,71.948,49.877,60.966,13.0,8.0,5.0,8.0,4.0,4.0,65.51803688459913,54.56927511176875,29.172806984988,85.12002612566386,46.85332731282723,39.831896551724114,22.064101825135538,60.05263157894737,43.81893392908276,59.79540357397249,47.61015077394861,84.35802136152768,35.46978062450453,45.01385390428209,32.97674418604649,69.3,71.2,10.0,38.4,39.786325548226074,64.77920604914935,43.30769230769232,2.336448598130829,47.61015077394861,65.51803688459913,29.172806984988,813.3344281139666,84.35802136152768,52.12090680100756,46.85332731282723,59.7954035739725,54.569275111768754,85.12002612566386,168.04486358811138,56.838145998969914,-0.6,24.0,85.94993269770022,19.0,13.618640620001425,0.8766381642707156,15.0,40.47894736842106,12.0,1156.6195178617095,102.0,413.28,102.0,52.0,296.0641742375047,101,420.6910358670094,22,10.0,49.0,52.0,86.0,14.0,102.0,76.0,13.1,0.80875,10,3.02,0.03,-2.65,29,-1.38,31
19,Florida,SEC,73.97310945069381,2015,100.0,234.0,14.0,27.0,7.0,11.0,14.0,2.0,247.0,10.0,1.0,693.0,33.0,2899.0,405.0,229.0,14.0,20.0,91.0,737.0,26018.0,40.6,446.0,34.0,510.0,19.0,1777.0,75.0,206.0,4676.0,17.0,31.800000000000004,42.69603024574671,50.6706896551724,433.63,#0021a5,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/57.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/57.png']",0.215,42.263999999999996,13.162,29.0,14.0,18.0,77.421,46.525,50.962,14.0,10.0,4.0,9.0,7.0,2.0,43.20018417297396,72.5172280097639,45.98962163627945,81.94305239923727,45.85573617349331,68.5319362110712,38.156089521176725,42.364697120158894,47.97197594233961,74.68637270799812,49.139300062685216,69.33247537875869,47.328796281355324,63.96599496221663,51.779069767441854,67.1,69.3,10.0,69.2,69.3107060082011,42.69603024574671,61.92307692307697,-1.2149532710280369,49.139300062685216,43.20018417297396,45.98962163627945,763.3919040972164,69.33247537875869,49.12846347607053,45.85573617349331,74.68637270799812,72.51722800976391,81.94305239923729,180.13057633530642,60.69869918329101,4.6,25.0,85.61316632564018,20.0,16.695936406198918,0.965428105858121,24.0,36.31764705882353,26.0,1471.3476669894867,80.0,406.37,106.0,45.0,354.8388627398965,65,440.59487132569836,11,15.0,99.0,14.0,48.0,18.0,23.0,81.0,12.9,0.7845714285714286,4,4.89,1.92,-1.02,11,0.48,13
20,Auburn,SEC,84.21803924788568,2015,100.0,257.0,9.0,15.0,5.0,5.0,13.0,1.0,144.0,12.0,1.0,950.0,34.0,2257.0,306.0,179.0,14.0,11.0,62.0,603.0,22123.0,1.0,179.0,15.0,587.0,28.0,2553.0,74.0,179.0,4810.0,17.0,45.00000000000001,61.14858223062383,60.60726600985221,368.72,#002b5c,#f26522,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2.png']",0.3175,51.7445,12.975,30.0,34.0,5.0,63.705,59.006,56.526,13.0,7.0,6.0,8.0,2.0,6.0,72.2926779173992,31.46803615130611,5.934750152928359,89.00504016528762,57.98479587219197,79.26178747361011,15.272074525375444,35.837451861360705,82.95562346341178,48.04639811101041,69.50655744821927,66.17574363382624,42.984559564398225,31.54785894206549,33.48837209302326,70.7,71.4,10.0,56.0,40.66883579960779,61.14858223062383,31.461538461538424,2.710280373831779,69.50655744821927,72.2926779173992,5.934750152928359,856.5276295262336,66.17574363382624,65.83627204030228,57.98479587219197,48.04639811101041,31.468036151306123,89.00504016528762,173.06269310606478,50.788616395020625,1.6,23.0,85.35064362340343,21.0,16.529764659701904,0.7040053107610015,6.0,40.57450980392157,11.0,1851.9942194263595,40.0,411.28,78.0,101.0,331.80050233178986,87,386.97666547922614,44,7.0,33.0,105.0,126.0,6.0,51.0,36.0,12.8,0.6976666666666667,1,,,,115,,115
21,Wisconsin,Big Ten,53.10661794892848,2015,72.49777502796088,274.0,6.0,8.0,5.0,9.0,13.0,0.0,120.0,13.0,25.75,555.0,28.0,2968.0,419.0,252.0,12.0,14.0,75.0,689.0,26410.0,1.0,211.0,29.0,512.0,27.0,1954.0,75.0,184.0,4922.0,18.0,42.800000000000004,58.97769376181476,78.89544334975369,440.17,#c4012f,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/275.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/275.png']",0.1905,52.757,13.875,26.0,27.0,66.0,74.675,53.439,58.206,13.0,10.0,3.0,8.0,6.0,2.0,62.81287251246715,87.36291993574372,14.40261186791119,69.41019785903566,46.26806401686005,78.55760368663591,31.705402703434487,47.32912049861494,63.14970026723866,75.59889052636224,71.34908002336451,100.0,48.133140917679505,84.9130982367758,62.26744186046511,65.0,68.5,7.499797729814626,58.2,72.1965145302193,58.97769376181476,79.6923076923077,-2.710280373831779,71.34908002336451,62.81287251246715,14.40261186791119,573.6965268084407,100.0,55.113350125944585,46.26806401686005,75.59889052636223,87.36291993574373,69.41019785903568,200.07815799810606,59.30925945306334,13.3,21.0,84.2088026279545,22.0,14.602292964411367,1.2009833907013692,41.0,30.597290640394093,57.0,2201.545035382452,9.0,339.83,106.0,45.0,390.008733047449,43,505.1182709474603,2,37.0,56.0,5.0,118.0,46.0,46.0,63.0,12.2,0.8906153846153846,56,2.87,0.16,-1.57,28,-0.818,27
22,Mississippi State,SEC,59.10698743739221,2015,100.0,301.0,11.0,22.0,13.0,1.0,13.0,1.0,125.0,5.0,25.75,773.0,36.0,4113.0,500.0,331.0,13.0,33.0,53.0,506.0,20500.0,20.8,212.0,21.0,427.0,21.0,1873.0,75.0,176.0,5986.0,18.0,58.2,65.90207939508507,48.41514778325123,341.67,#5d1725,#c1c6c8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/344.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/344.png']",0.7075,93.02199999999999,16.677,17.0,18.0,12.0,65.578,78.007,48.498,13.0,9.0,4.0,8.0,4.0,4.0,84.36123343716127,40.48926380111473,35.61742756273165,83.33792610766972,73.91698759892842,80.1867746514152,40.7992488320008,37.23684210526315,49.457071943383994,54.15806980466188,79.42927910290643,69.56085253734759,41.56676148571315,31.921914357682596,34.25581395348837,70.7,71.4,10.0,42.8,28.732884649670183,65.90207939508507,31.461538461538424,2.710280373831779,79.42927910290643,84.36123343716127,35.61742756273165,628.2453403399293,69.56085253734759,77.93073047858942,73.91698759892842,54.15806980466188,40.48926380111473,83.33792610766972,197.3563042000003,61.980151385377944,12.1,21.0,83.7048222038726,23.0,11.43195305658303,0.8054178320307396,11.0,32.26746031746032,45.0,1653.606057308183,61.0,438.33,26.0,127.0,426.23286554282635,18,368.4958402529294,59,28.0,20.0,83.0,75.0,15.0,92.0,14.0,12.0,0.79575,6,4.24,1.21,-1.57,17,-0.139,18
23,Oklahoma State,Big 12,55.28241234912554,2015,72.06288461080837,305.0,8.0,10.0,5.0,11.0,13.0,2.0,256.0,10.0,1.0,868.0,42.0,4591.0,517.0,325.0,17.0,35.0,75.0,657.0,23004.0,40.6,160.0,24.0,460.0,25.0,1649.0,84.0,194.0,6240.0,15.0,20.800000000000004,68.48468809073727,84.99150246305419,383.4,#FF7300,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/197.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/197.png']",0.546,123.15350000000001,14.197,24.0,12.0,38.0,61.138,70.066,54.204,13.0,10.0,3.0,9.0,7.0,2.0,70.4213856795642,48.89253666144239,72.61647492832762,58.56945903372153,74.21017860082644,48.981884633719986,56.49027588942724,32.88842105263157,70.75168702943479,46.44892690394657,74.39253249123834,47.14089977343835,54.84370120628428,55.86146095717882,26.069767441860478,68.1,72.6,7.460262237346216,80.2,47.146461044749515,68.48468809073727,53.4615384615385,4.9532710280373635,74.39253249123834,70.4213856795642,72.61647492832762,593.4764759011414,47.14089977343834,59.103274559193956,74.21017860082644,46.44892690394657,48.89253666144239,58.56945903372152,201.93111935250406,61.85982696797146,14.1,39.0,83.13335111414987,24.0,18.56365861119544,1.1070362965986205,36.0,31.833333333333336,47.0,2414.169237860764,5.0,396.6,106.0,45.0,452.97419318028255,9,330.7616978964757,88,33.0,40.0,63.0,3.0,84.0,6.0,53.0,11.6,0.8533333333333334,31,3.98,1.1,-1.23,19,-0.052,17
24,Oregon,Big Ten,69.6011987847935,2015,72.49777502796088,334.0,16.0,28.0,7.0,9.0,13.0,1.0,118.0,10.0,25.75,1459.0,62.0,3358.0,375.0,236.0,13.0,33.0,90.0,793.0,21255.0,20.8,151.0,13.0,618.0,34.0,3639.0,70.0,180.0,6997.0,17.0,38.400000000000006,51.978449905482066,57.120320197044336,354.25,#007030,#fee11a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2483.png']",0.124,43.78366666666667,14.415,23.0,21.0,22.0,49.723,83.929,55.63,13.0,9.0,4.0,9.0,7.0,2.0,86.75411394479775,32.706747941694914,50.16278802329319,60.35542725011817,82.35532779217417,46.517241379310335,23.683692343363845,24.251973684210526,72.0835912308964,34.151179712191016,74.8783680228072,32.75747114036034,37.36075983474044,44.14105793450881,33.36046511627907,69.4,71.2,7.499797729814626,62.6,34.28387413086111,51.978449905482066,42.46153846153841,2.336448598130829,74.8783680228072,86.75411394479775,50.16278802329319,723.6472616799408,32.75747114036034,42.14609571788413,82.35532779217417,34.15117971219102,32.70674794169493,60.355427250118154,183.23887142807234,57.74759744404488,6.0,19.0,83.13294030599448,25.0,13.027081258879534,1.0958377679189408,34.0,36.94764267990074,23.0,1689.4409029957073,56.0,425.75,94.0,71.0,408.4925894402553,28,289.66685607575045,108,20.0,14.0,103.0,38.0,77.0,32.0,97.0,11.6,0.8432499999999999,22,3.71,0.51,-2.13,26,-0.834,28
25,Boise State,Mountain West,44.055259052467356,2015,20.239464102991217,344.0,17.0,27.0,10.0,9.0,13.0,2.0,211.0,12.0,1.0,609.0,29.0,4032.0,526.0,334.0,22.0,24.0,82.0,691.0,24864.0,1.0,170.0,32.0,553.0,36.0,2488.0,87.0,211.0,6520.0,22.0,29.600000000000005,60.73686200378073,64.2161330049261,414.4,#0033a0,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/68.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/68.png']",0.06533333333333334,47.667,12.164,32.0,58.0,98.0,66.568,52.798,48.52,13.0,9.0,4.0,8.0,5.0,3.0,74.30148241871953,87.86632642225993,40.23684598771584,32.43441129806095,58.890540414261565,65.61822660098521,44.96455387082665,68.18914473684208,19.811431676418607,73.69017511729413,69.97562455068297,81.02061643650879,88.97111149638019,62.22040302267001,22.360465116279073,67.7,72.4,2.7490421911810197,71.4,60.825369941165974,60.73686200378073,56.84615384615382,4.579439252336442,69.97562455068297,74.30148241871953,40.23684598771584,491.4114459315215,81.02061643650879,54.8639798488665,58.890540414261565,73.69017511729413,87.86632642225995,32.43441129806094,210.26402344893975,61.23663027638532,17.7,30.0,82.29138940241997,26.0,19.04879571611433,1.4061536533609584,57.0,31.012500000000003,53.0,1923.5682032132527,33.0,365.6,102.0,52.0,416.2076768658618,22,385.3725708036635,45,52.0,28.0,4.0,64.0,118.0,16.0,64.0,11.2,0.9484166666666667,105,0.37,-2.2,-3.43,49,-2.82,44
26,California,ACC,51.78298710895803,2015,81.59372248530568,341.0,13.0,26.0,9.0,12.0,13.0,2.0,65.0,14.0,1.0,892.0,43.0,4892.0,550.0,352.0,16.0,44.0,67.0,568.0,22726.0,1.0,82.0,17.0,439.0,16.0,1987.0,84.0,179.0,6879.0,23.0,38.400000000000006,82.07145557655956,48.41514778325123,378.77,#031522,#ffc423,"['http://a.espncdn.com/i/teamlogos/ncaa/500/25.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/25.png']",0.40800000000000003,119.868,13.95,25.0,31.0,11.0,54.999,79.476,34.971,13.0,8.0,5.0,9.0,4.0,5.0,100.0,32.70757735151713,39.16080491795137,72.92665467211313,81.72335068805778,58.87670240509995,36.27117479979695,27.403340080971645,87.03949474082985,37.49472648662731,74.56480338564629,41.639238321286,52.75363586711172,29.552896725440803,45.25581395348837,71.0,70.3,8.326702044118697,62.6,45.10344981280085,82.07145557655956,28.923076923076906,0.6542056074766265,74.56480338564629,100.0,39.16080491795137,561.6635191723458,41.639238321286,70.20025188916877,81.72335068805778,37.49472648662731,32.70757735151713,72.92665467211313,204.00747128072302,60.66885235271112,15.0,28.0,81.87199739946533,27.0,16.064544051547685,1.0112816314596886,27.0,24.867715458276336,100.0,1818.153665276774,43.0,401.23,128.0,13.0,420.1497329219931,20,344.4668456068335,83,40.0,1.0,102.0,71.0,39.0,32.0,27.0,11.0,0.8355833333333332,18,3.1,-0.26,-3.04,32,-1.787,33
