,team,conference,avg_talent,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,ranking,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
78,Kentucky,SEC,52.93726906971015,2015,100.0,222.0,13.0,19.0,6.0,9.0,12.0,2.0,164.0,16.0,1.0,653.0,30.0,2512.0,397.0,218.0,11.0,10.0,69.0,676.0,21081.0,1.0,81.0,12.0,419.0,22.0,1952.0,67.0,179.0,4464.0,22.0,53.800000000000004,46.513799621928186,70.87302955665025,351.35,#0033a0,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/96.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/96.png']",0.0645,20.6935,2.117,69.0,72.0,51.0,42.308,47.665,45.559,12.0,5.0,7.0,8.0,2.0,6.0,43.559089455791906,42.85790978466571,65.44344423525635,82.24713683642989,52.64145434804142,46.517241379310335,63.43363694262629,11.134032114183725,93.52452974993047,53.71236940703015,54.541368329816116,61.081761371652405,38.111871424819576,5.738035264483614,81.06976744186048,73.3,66.1,10.0,47.2,33.004234266357656,46.513799621928186,9.461538461538467,-7.196261682243005,54.541368329816116,43.559089455791906,65.44344423525635,572.1569915428196,61.081761371652405,56.73425692695214,52.64145434804142,53.71236940703015,42.85790978466573,82.2471368364299,160.96290872195766,56.74356734453591,-3.7,77.0,54.319364827326126,79.0,44.2655611391958,1.1814939081268028,39.0,21.316666666666663,113.0,1911.8777540189535,35.0,368.65,118.0,21.0,331.874269955326,86,425.6275067057528,19,38.0,98.0,78.0,7.0,16.0,83.0,56.0,-3.3,0.9396363636363637,90,-0.29,-3.07,-5.35,61,-4.264,63
79,Middle Tennessee,Conference USA,22.49511454142376,2015,1.0,302.0,14.0,24.0,19.0,8.0,13.0,3.0,349.0,10.0,1.0,947.0,44.0,4052.0,501.0,334.0,17.0,31.0,62.0,550.0,23324.0,1.0,98.0,21.0,503.0,23.0,1894.0,83.0,197.0,5946.0,29.0,58.2,64.1054820415879,58.571182266009856,388.73,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']",0.351,103.4855,0.7,78.0,78.0,91.0,39.977,53.889,55.538,13.0,7.0,6.0,8.0,6.0,2.0,74.2985495758108,46.4646280281309,30.91652630073517,78.72291452273993,61.3550818452443,58.74187192118224,28.770228896340583,14.286842105263133,71.99688964030821,68.05914361741898,72.32298481308413,76.94156597259682,57.448435423028556,30.924433249370253,73.52325581395351,70.9,67.8,0.9999999999999996,42.8,49.49835086468178,64.1054820415879,29.769230769230717,-4.01869158878506,72.32298481308413,74.2985495758108,30.91652630073517,295.41013219476145,76.94156597259682,72.44458438287154,61.3550818452443,68.05914361741898,46.46462802813092,78.72291452273994,187.02111220701028,59.96947398168002,7.6,90.0,53.97892592993217,80.0,50.805707332686325,1.8618183334259828,77.0,23.08939393939393,106.0,1842.3807734283837,41.0,391.27,88.0,85.0,357.3296766017675,64,429.9952397004115,15,85.0,29.0,73.0,85.0,27.0,92.0,24.0,-3.4,0.9070833333333334,63,-0.98,-3.5,-4.93,69,-4.436,66
80,Colorado State,Mountain West,19.68798751950078,2015,20.239464102991217,301.0,10.0,17.0,12.0,7.0,13.0,0.0,84.0,15.0,25.75,852.0,35.0,2965.0,392.0,233.0,8.0,24.0,97.0,898.0,23617.0,40.6,314.0,25.0,534.0,20.0,2571.0,86.0,187.0,5536.0,27.0,75.80000000000001,78.5531190926276,59.168596059113284,393.62,#1e4d2b,#c8c372,"['http://a.espncdn.com/i/teamlogos/ncaa/500/36.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/36.png']",0.1425,53.841,-5.913,93.0,91.0,117.0,30.903,47.948,55.592,13.0,7.0,6.0,9.0,5.0,4.0,77.1631801775132,48.576970504829916,15.201592040306906,53.72807990340405,56.23664839604817,64.81114271837923,34.44254701012079,46.42927631578945,45.220661306351104,41.98847472619949,63.51549801909794,54.69219980580429,24.482557207320703,40.525188916876544,11.104651162790702,69.6,74.1,2.7490421911810197,25.2,51.656088429310046,78.5531190926276,40.76923076923081,7.757009345794387,63.51549801909794,77.1631801775132,15.201592040306906,269.8907956318253,54.692199805804286,29.05415617128463,56.23664839604817,41.988474726199485,48.57697050482992,53.72807990340406,152.44128631871106,48.81582429138362,-7.4,72.0,52.33093118241663,81.0,51.4237215527654,3.3272716763005774,108.0,41.402857142857144,9.0,1999.181573647003,21.0,386.38,102.0,52.0,351.8957972783428,68,301.740313725169,104,97.0,25.0,64.0,117.0,94.0,116.0,116.0,-4.3,0.9470833333333334,103,-1.64,-4.12,-5.38,75,-4.713,69
81,Syracuse,ACC,35.90483619344773,2015,81.59372248530568,203.0,11.0,15.0,9.0,12.0,12.0,2.0,134.0,9.0,1.0,822.0,39.0,1881.0,306.0,164.0,11.0,19.0,64.0,577.0,21094.0,40.6,271.0,19.0,445.0,15.0,1958.0,54.0,164.0,3839.0,18.0,38.400000000000006,29.670699432892263,76.85935960591132,351.57,#ff6500,#000e54,"['http://a.espncdn.com/i/teamlogos/ncaa/500/183.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/183.png']",0.1405,25.5955,0.071,80.0,80.0,39.0,42.338,48.729,61.218,12.0,4.0,8.0,8.0,2.0,6.0,42.366604373812464,26.23775539990936,33.40085989030379,78.58818694758588,37.7171723411158,47.986547934823804,62.31913654281527,36.39527610008625,45.56864262708285,38.49169660695585,65.88023005032352,47.181865234735085,39.5217352254356,43.392947103274565,31.697674418604635,69.4,71.9,8.326702044118697,62.6,33.10131039400963,29.670699432892263,42.46153846153841,3.6448598130841106,65.88023005032352,42.366604373812464,33.40085989030379,417.31669266770666,47.18186523473509,69.07808564231738,37.7171723411158,38.49169660695584,26.237755399909375,78.58818694758588,155.18791995535295,42.80037925994719,-6.2,86.0,51.96847489066209,82.0,50.47336383969228,1.3826429906542057,51.0,37.840080971659916,18.0,1863.191686447149,39.0,368.43,108.0,42.0,333.06349823646923,84,304.16109733495995,100,66.0,102.0,117.0,82.0,28.0,32.0,28.0,-4.5,0.9273636363636364,78,-0.95,-3.92,-6.27,71,-5.235,77
82,Colorado,Big 12,40.41087117168896,2015,72.06288461080837,268.0,14.0,25.0,9.0,8.0,13.0,1.0,262.0,12.0,1.0,745.0,34.0,3130.0,465.0,286.0,14.0,13.0,75.0,654.0,22221.0,1.0,99.0,16.0,542.0,23.0,2031.0,69.0,189.0,5161.0,21.0,47.2,43.07032136105862,55.730418719211826,370.35,#CFB87C,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/38.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/38.png']",0.126,34.76266666666667,-0.74,82.0,94.0,55.0,51.832,35.535,46.501,13.0,4.0,9.0,9.0,1.0,8.0,61.51355616195036,38.877196202234444,12.830446619489322,67.9692104427734,49.65525375724039,67.16695513247238,25.486586966030032,25.91282894736841,92.98926216073204,43.12958392402853,51.12182669841841,53.10037523452158,51.169026314267185,21.697732997481097,51.90697674418604,71.4,69.9,7.460262237346216,53.800000000000004,41.38808165448387,43.07032136105862,25.538461538461476,-0.09345794392521611,51.12182669841841,61.51355616195036,12.830446619489322,458.28064701535425,53.10037523452158,59.477329974811084,49.65525375724039,43.12958392402853,38.877196202234444,67.9692104427734,156.36967099290106,45.66254118461941,-5.7,87.0,51.805815682687644,83.0,51.43709968733756,1.427073135772387,59.0,26.599264705882348,88.0,1573.8000495332842,67.0,409.65,96.0,62.0,289.47235833308196,104,373.88543365584445,54,56.0,62.0,88.0,120.0,53.0,57.0,50.0,-4.6,0.8661666666666666,42,-2.22,-5.1,-7.36,89,-6.27,91
83,Iowa State,Big 12,38.65777157402085,2015,72.06288461080837,257.0,13.0,29.0,12.0,8.0,12.0,0.0,23.0,12.0,1.0,690.0,38.0,2716.0,411.0,237.0,5.0,18.0,59.0,489.0,22704.0,20.8,383.0,22.0,498.0,18.0,2184.0,78.0,195.0,4900.0,24.0,73.60000000000001,56.13308128544425,42.11182266009852,378.4,#822433,#fdca2f,"['http://a.espncdn.com/i/teamlogos/ncaa/500/66.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/66.png']",0.136,29.187,0.639,79.0,79.0,4.0,50.07,51.055,53.473,12.0,3.0,9.0,9.0,2.0,7.0,60.076818550780104,26.530220301994717,21.504049883655426,74.72235755321765,45.369568345982294,43.461083743842366,24.658538131429978,53.44806094182826,74.24217183124041,30.456753778772978,56.48754589452606,48.08310538326339,11.47292908076328,29.178841309823667,53.05813953488371,70.9,69.9,7.460262237346216,27.4,44.940185416295236,56.13308128544425,29.769230769230717,-0.09345794392521611,56.48754589452606,60.076818550780104,21.504049883655426,442.3433779456441,48.08310538326338,80.05037783375315,45.369568345982294,30.456753778772978,26.530220301994717,74.72235755321766,150.39326595058657,43.10996140240053,-8.3,77.0,50.5703533109278,84.0,47.78816103678284,1.1054760269522768,35.0,34.566985645933016,34.0,1435.100599389746,84.0,341.6,96.0,62.0,280.73644586003985,108,360.5408093252011,69,62.0,69.0,115.0,107.0,32.0,112.0,10.0,-5.2,0.9347272727272727,86,-1.94,-4.92,-7.35,87,-6.312,92
84,Utah State,Mountain West,11.876262418917804,2015,20.239464102991217,252.0,11.0,22.0,14.0,12.0,13.0,1.0,177.0,10.0,25.75,846.0,33.0,2672.0,403.0,229.0,10.0,21.0,83.0,766.0,22430.0,40.6,429.0,47.0,481.0,22.0,2146.0,66.0,188.0,4818.0,24.0,53.800000000000004,37.83024574669189,48.41514778325123,373.83,#00263a,#949ca1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/328.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/328.png']",0.146,30.5625,1.327,77.0,83.0,76.0,56.55,36.39,43.811,13.0,6.0,7.0,8.0,5.0,3.0,48.70680809153774,64.13757521692742,52.098328975656074,63.912690369684896,46.77687905088698,52.07389162561576,73.40790127079964,46.42927631578945,61.8931197811133,56.6194841881204,58.47962387349801,43.28226843821838,32.78652512409802,54.24055415617127,41.03488372093025,68.3,70.6,2.7490421911810197,47.2,42.92364949188803,37.83024574669189,51.76923076923079,1.2149532710280084,58.47962387349801,48.70680809153774,52.098328975656074,198.87511289925277,43.28226843821838,45.512594458438286,46.77687905088698,56.6194841881204,64.13757521692742,63.91269036968491,168.55361166402548,55.37529431546892,-0.4,76.0,50.56118050585344,85.0,46.82442518913757,3.8516634325585244,116.0,37.06402321083172,22.0,1375.3615669780972,88.0,406.17,112.0,36.0,385.7839870441655,47,377.3092980307841,52,117.0,89.0,28.0,29.0,64.0,83.0,87.0,-5.2,0.9236666666666666,77,-1.32,-4.26,-6.05,80,-5.377,80
85,Rutgers,Big Ten,48.5789063141473,2015,72.49777502796088,236.0,9.0,20.0,6.0,3.0,12.0,1.0,117.0,12.0,75.25,1093.0,54.0,2485.0,337.0,203.0,13.0,19.0,79.0,624.0,22516.0,20.8,167.0,12.0,469.0,17.0,2039.0,57.0,156.0,4524.0,18.0,53.800000000000004,43.18260869565218,42.31908866995074,375.27,#d21034,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/164.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/164.png']",0.35350000000000004,45.8055,-4.898,90.0,90.0,62.0,21.134,51.598,65.105,12.0,4.0,8.0,8.0,1.0,7.0,63.163309249998036,33.66951023456181,22.332205203178972,34.37657676618099,56.144801376240736,64.49463923500433,40.72268552267094,45.28947368421052,40.81605781237997,25.73752721682788,58.29875584112151,38.99802324084095,51.45338844035078,43.89168765743074,82.6046511627907,69.8,66.6,7.499797729814626,47.2,43.55905687288285,43.18260869565218,39.07692307692309,-6.261682242990673,58.29875584112151,63.163309249998036,22.332205203178972,532.5355119467937,38.99802324084094,63.21788413098237,56.144801376240736,25.73752721682787,33.66951023456183,34.37657676618099,149.58375391327155,39.23732167449808,-8.6,101.0,50.41375990066045,86.0,57.884201759197225,1.1717528427706896,37.0,30.957407407407402,54.0,1309.4803603555365,94.0,344.73,66.0,120.0,349.04808408564526,70,301.4918201177928,105,47.0,55.0,100.0,104.0,115.0,83.0,40.0,-5.3,0.9368181818181818,88,-1.58,-4.21,-6.29,79,-5.224,76
86,San José State,Mountain West,18.400936037441497,2015,20.239464102991217,282.0,10.0,23.0,5.0,3.0,13.0,2.0,206.0,12.0,1.0,712.0,31.0,2882.0,391.0,264.0,9.0,21.0,57.0,464.0,25827.0,20.8,112.0,9.0,531.0,24.0,2378.0,88.0,183.0,5260.0,17.0,60.400000000000006,86.4132325141777,40.46588669950739,430.45,#005893,#fdba31,"['http://a.espncdn.com/i/teamlogos/ncaa/500/23.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/23.png']",0.16533333333333333,44.906666666666666,-4.118,87.0,93.0,96.0,37.265,53.455,41.2,13.0,6.0,7.0,8.0,4.0,4.0,70.46995019838326,45.71633419893777,42.81530046013964,69.15978234822623,66.63396643055465,60.40886699507389,37.60621081790349,16.369108405341706,84.09992796238994,46.27289859191572,54.38601308154464,30.022727143676434,31.192801760757185,12.845088161209048,59.58139534883719,72.6,68.9,2.7490421911810197,40.6,67.90751470850418,86.4132325141777,15.384615384615415,-1.9626168224299079,54.38601308154464,70.46995019838326,42.81530046013964,258.19032761310456,30.022727143676434,83.16750629722922,66.63396643055465,46.27289859191571,45.71633419893779,69.15978234822623,180.66847871071587,56.844705371359545,4.9,88.0,50.36418925108905,87.0,53.45761550425894,1.7971238670694862,75.0,31.712186379928326,49.0,1706.5615975934631,51.0,349.55,66.0,120.0,345.16539614480865,75,351.222173999325,75,103.0,39.0,75.0,56.0,50.0,98.0,5.0,-5.3,0.9274166666666667,79,-1.99,-4.57,-6.14,85,-5.428,81
87,UConn,FBS Independents,21.46682814681008,2015,54.11191490374319,215.0,6.0,20.0,6.0,7.0,13.0,1.0,185.0,10.0,1.0,551.0,29.0,2412.0,342.0,201.0,18.0,10.0,74.0,595.0,24044.0,1.0,2.0,6.0,477.0,14.0,1622.0,57.0,181.0,4034.0,16.0,29.600000000000005,24.280907372400776,24.030911330049257,400.73,#0c2340,#f1f2f3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/41.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/41.png']",0.08850000000000001,26.351,-5.834,92.0,82.0,74.0,59.391,26.37,52.249,13.0,6.0,7.0,8.0,4.0,4.0,45.77822973378983,54.72344820534349,20.125947559224272,80.79907287713127,29.871031500785435,40.548183497536925,74.7115667836199,74.19023193577162,61.13876592284761,61.859080382234254,35.99760096795729,81.35291216497389,67.14963235535461,42.76952141057933,53.18604651162792,69.7,69.8,5.82835590034029,71.4,54.79341237297203,24.280907372400776,39.92307692307689,-0.2803738317757052,35.99760096795729,45.77822973378983,20.125947559224272,286.06207406190987,81.35291216497387,66.83375314861462,29.871031500785435,61.85908038223426,54.7234482053435,80.7990728771313,165.39568125367452,48.8594683764181,-1.8,91.0,49.962345415442215,88.0,55.996563057436035,2.0799681396116476,81.0,19.433333333333323,118.0,754.2526849403775,122.0,379.27,82.0,94.0,289.802081453493,103,467.24955799993006,5,92.0,95.0,51.0,109.0,20.0,16.0,34.0,-5.5,0.92875,81,-1.36,-4.44,-6.16,84,-5.477,82
88,Georgia State,Sun Belt,12.449339026192625,2015,10.8586012421769,261.0,1.0,9.0,11.0,7.0,13.0,1.0,133.0,12.0,25.75,877.0,39.0,4367.0,496.0,308.0,15.0,28.0,92.0,852.0,22645.0,1.0,35.0,10.0,407.0,15.0,1260.0,81.0,186.0,5627.0,23.0,51.60000000000001,69.42041587901703,1.0,377.42,#1e539a,#ebebeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2247.png']",0.442,224.427,-10.45,100.0,98.0,123.0,38.967,38.573,31.786,13.0,6.0,7.0,8.0,5.0,3.0,53.4338348046752,39.53681653050501,67.65538879869413,86.80252897149168,56.64748033276177,33.22959948597129,60.727562958260506,33.365384615384585,67.97271659589848,52.94528673958125,69.85076496225739,62.646551959207045,47.29627033528323,1.623425692695207,60.604651162790674,74.2,68.8,1.896236476561536,49.4,44.5077553931182,69.42041587901703,1.846153846153797,-2.149532710280397,69.85076496225739,53.4338348046752,67.65538879869413,204.0849002381148,62.64655195920704,34.7896725440806,56.64748033276177,52.945286739581256,39.53681653050503,86.8025289714917,165.37896233096123,59.50355602961818,-1.8,92.0,49.34752888552257,89.0,59.07385884363353,4.174733157651223,120.0,20.587179487179483,115.0,743.2364664824779,123.0,402.58,90.0,79.0,343.16805703531554,77,403.8739365748587,27,114.0,81.0,86.0,6.0,10.0,75.0,111.0,-5.8,0.8789230769230769,50,,,,120,,120
89,Nevada,Mountain West,18.526931603579925,2015,20.239464102991217,256.0,9.0,20.0,5.0,8.0,13.0,1.0,104.0,7.0,25.75,752.0,31.0,2139.0,331.0,186.0,13.0,15.0,68.0,608.0,23407.0,1.0,152.0,12.0,556.0,24.0,2738.0,69.0,177.0,4877.0,12.0,29.600000000000005,52.315311909262775,42.31908866995074,390.12,#002d62,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2440.png']",0.258,89.169,-8.091,98.0,88.0,119.0,36.954,36.332,51.071,13.0,7.0,6.0,9.0,5.0,4.0,60.763800273731135,35.07871262204776,23.12300810689632,81.47241907589506,56.17785984828163,44.33427163969036,44.95650844872637,31.1973684210526,73.19711491830111,40.51512629705485,52.11446042640187,61.86415666542973,43.78695059483673,3.493702770780857,63.80232558139534,73.7,68.1,2.7490421911810197,71.4,50.11169548939205,52.315311909262775,6.076923076923038,-3.457943925233664,52.11446042640187,60.763800273731135,23.12300810689632,259.3357418507266,61.864156665429725,65.21284634760706,56.17785984828163,40.515126297054856,35.078712622047775,81.47241907589508,168.81243971133676,49.5218210373178,-0.3,94.0,49.063472113706666,90.0,58.887770600371844,2.344451233991357,86.0,31.324731182795688,51.0,1399.5441232608732,86.0,389.88,76.0,106.0,284.96361151450856,105,387.12722358117645,43,102.0,66.0,96.0,102.0,19.0,16.0,38.0,-6.0,0.9470000000000001,102,-1.72,-4.07,-5.34,74,-4.812,72
90,Tulsa,American Athletic,21.710690532884463,2015,33.1381505366109,332.0,14.0,26.0,12.0,14.0,13.0,4.0,325.0,8.0,1.0,687.0,38.0,4332.0,492.0,305.0,10.0,25.0,91.0,730.0,21632.0,1.0,114.0,9.0,591.0,33.0,2264.0,100.0,227.0,6596.0,20.0,40.60000000000001,71.29187145557658,53.10911330049261,360.53,#003595,#d0b787,"['http://a.espncdn.com/i/teamlogos/ncaa/500/202.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/202.png']",-0.1215,92.22900000000001,-5.262,91.0,87.0,80.0,26.724,54.059,40.492,13.0,6.0,7.0,8.0,3.0,5.0,62.26583912150582,25.40552271574282,51.969097909516364,55.275020186471465,72.3058376828875,57.08374384236451,21.346342793029777,47.60310290652001,67.66640620306985,26.738681702498198,78.73190665511004,37.613558611107464,25.85667951926009,21.07430730478589,55.48837209302326,71.6,69.1,3.9216500487828094,60.400000000000006,37.054956320199665,71.29187145557658,23.846153846153882,-1.5887850467289866,78.73190665511004,62.26583912150582,51.969097909516364,288.27900484440426,37.613558611107464,50.00125944584383,72.3058376828875,26.738681702498212,25.40552271574282,55.27502018647147,163.93326503263881,48.99333321977036,-2.4,97.0,47.446960041460386,91.0,57.1995982764445,2.532269043990943,91.0,28.24561403508772,77.0,1802.834057488695,44.0,419.47,116.0,26.0,364.7770753092,62,315.7906644184331,98,89.0,60.0,119.0,30.0,91.0,38.0,80.0,-6.8,0.9148461538461539,69,-1.55,-4.2,-5.91,78,-5.088,74
91,Northern Illinois,Mid-American,18.548608260119877,2015,19.041120338862047,283.0,17.0,33.0,17.0,7.0,14.0,2.0,389.0,10.0,50.5,1340.0,55.0,2918.0,404.0,240.0,22.0,22.0,80.0,695.0,22184.0,1.0,148.0,21.0,643.0,31.0,2661.0,84.0,224.0,5579.0,27.0,45.00000000000001,46.7758034026465,50.26834975369458,369.73,#F1122C,#cc0000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2459.png']",0.149,31.913,-1.05,83.0,73.0,88.0,59.287,36.918,47.272,14.0,8.0,6.0,9.0,6.0,3.0,52.27928150493031,46.564823775933405,40.06070976343884,94.19615393762066,51.574580127903474,57.43209007741028,45.27372794868057,1.0,98.00763316699104,63.672812623397725,62.88034272145472,69.2201348480464,63.516886612541896,49.25314861460956,75.44186046511626,68.8,66.9,2.6401018489874586,56.0,41.11450347655554,46.7758034026465,47.538461538461554,-5.700934579439249,62.88034272145472,52.27928150493031,40.06070976343884,259.53280236472614,69.2201348480464,54.36523929471033,51.574580127903474,63.672812623397725,46.56482377593341,94.19615393762068,172.13456437945973,58.058060288870735,1.2,82.0,46.26796419325871,92.0,50.49328033645696,2.677888859009444,99.0,29.51125541125542,66.0,1499.5343148146421,74.0,470.27,82.0,94.0,358.7538807584278,63,448.10341881710553,9,100.0,84.0,72.0,65.0,2.0,51.0,69.0,-7.4,0.9088461538461539,64,-0.51,-3.22,-4.81,63,-4.059,60
92,Louisiana,Sun Belt,25.252114295098117,2015,10.8586012421769,246.0,13.0,24.0,8.0,6.0,12.0,1.0,114.0,12.0,25.75,684.0,36.0,2491.0,386.0,225.0,5.0,13.0,85.0,853.0,21722.0,20.8,242.0,27.0,451.0,25.0,2074.0,66.0,176.0,4565.0,20.0,69.2,46.7758034026465,53.49926108374383,362.03,#ce181e,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/309.png']",0.158,19.368333333333336,-12.271,105.0,112.0,125.0,19.727,32.131,51.252,12.0,4.0,8.0,8.0,3.0,5.0,58.19688918361655,58.36564277757901,32.67761293706374,26.883150281088604,50.92389015891977,71.26781377922707,15.557849754948862,63.28207236842104,45.99454073796832,34.99402148313884,56.22792670929662,40.32769673671717,12.519467713411778,49.50251889168766,48.453488372093005,68.6,69.8,1.896236476561536,31.8,37.716839008735946,46.7758034026465,49.23076923076927,-0.2803738317757052,56.22792670929662,58.19688918361655,32.67761293706374,320.4737663190738,40.32769673671718,34.66498740554157,50.92389015891977,34.99402148313884,58.365642777579026,26.883150281088604,145.62998077456368,43.67353447023442,-10.4,94.0,45.31419220042015,93.0,61.35359052868277,2.6616843237980556,98.0,29.162962962962965,71.0,1567.9124223680083,68.0,357.97,84.0,90.0,334.35450141476025,82,318.300612757006,96,81.0,74.0,42.0,83.0,121.0,109.0,112.0,-7.9,1.0503636363636364,126,-4.5,-6.66,-7.6,98,-7.295,97
93,Purdue,Big Ten,39.35413416536661,2015,72.49777502796088,237.0,24.0,44.0,10.0,9.0,12.0,0.0,137.0,16.0,1.0,849.0,43.0,2847.0,504.0,290.0,12.0,18.0,65.0,647.0,19936.0,1.0,73.0,10.0,417.0,22.0,1576.0,70.0,200.0,4423.0,26.0,60.400000000000006,37.418525519848785,53.96256157635467,332.27,#000000,#ceb888,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2509.png']",0.0945,22.893,-4.329,89.0,102.0,40.0,37.918,45.27,29.711,12.0,2.0,10.0,8.0,1.0,7.0,44.341799842795496,36.296172356260115,23.941580881364217,59.86208162472687,35.173744110979065,62.434729064039416,20.628137171182814,30.06496710526315,51.62113681901636,36.53921425578131,68.45780017888436,37.432085446110676,40.88826621988561,24.440806045340025,78.25581395348837,71.2,67.4,7.499797729814626,40.6,24.585086468176144,37.418525519848785,27.230769230769198,-4.766355140186903,68.45780017888436,44.341799842795496,23.941580881364217,448.67394695787823,37.432085446110676,60.350125944584384,35.173744110979065,36.5392142557813,36.296172356260115,59.86208162472687,145.29759540814732,39.359098845317845,-10.5,96.0,45.014616878968724,94.0,56.23586242879922,1.442027121001391,60.0,23.24418604651163,105.0,1481.125653392248,77.0,387.73,118.0,21.0,279.41859729458537,109,330.07147156064684,90,59.0,97.0,95.0,99.0,78.0,98.0,44.0,-8.1,0.9803636363636364,108,-3.27,-6.64,-8.83,97,-7.813,103
94,Ohio,Mid-American,11.76381476311684,2015,19.041120338862047,285.0,11.0,20.0,4.0,10.0,13.0,3.0,226.0,13.0,1.0,730.0,38.0,3024.0,403.0,240.0,12.0,18.0,90.0,868.0,25174.0,1.0,119.0,20.0,547.0,22.0,2352.0,80.0,196.0,5376.0,17.0,38.400000000000006,59.20226843100191,54.51120689655173,419.57,#295A29,#e4bb85,"['http://a.espncdn.com/i/teamlogos/ncaa/500/195.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png']",0.11033333333333332,24.18733333333333,-4.216,88.0,76.0,112.0,54.352,40.979,55.728,13.0,8.0,5.0,8.0,5.0,3.0,52.62234656617798,59.66169204569124,34.9316057028914,50.63562859323261,48.313078310802624,60.40886699507389,24.197265279660527,43.19470128022758,50.146523941490045,53.9495046653948,52.84488901869161,41.688004055350206,43.237883690939945,42.52015113350123,34.127906976744185,69.4,71.7,2.6401018489874586,62.6,63.1066589409877,59.20226843100191,42.46153846153841,3.2710280373831893,52.84488901869161,52.62234656617798,34.9316057028914,197.85286148288037,41.6880040553502,32.79471032745592,48.313078310802624,53.9495046653948,59.66169204569125,50.635628593232624,159.3677172919227,50.018975980698436,-4.4,79.0,44.9199658772049,95.0,51.4769326808669,4.3870985412819286,124.0,27.460526315789465,81.0,1714.521437625669,50.0,360.43,112.0,36.0,315.8382030067993,93,333.4039615581306,87,118.0,83.0,39.0,76.0,104.0,32.0,114.0,-8.1,0.8769166666666667,49,,,,121,,121
