,team,conference,avg_talent,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,sacks,tacklesForLoss,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,sagarin_rank,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
82,Wake Forest,ACC,45.6322148068498,2024,64.54802503312257,261,16,25,8,6,12,0,70,13,34.0,377,18,2881,403,248,11,17,61,551,20774,50.5,247,15,437,18,1577,20,59,67,171,4458,21,63.78048780487804,56.13686773059237,57.124276099546094,346.23,#9E7E38,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/154.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/154.png']",0.157,43.714,-5.059,88,94,43,42.723,45.681,46.202,12,4,8,8,2,6,55.74443092990094,1.0,27.3884547925814,87.88699091933017,36.3778708499977,69.22210154765136,39.32952168724034,20.97217391304349,78.84431237967692,26.78523153040986,26.31234064252932,28.40027965693497,7.889990493635381,26.713035019455262,37.340080971659916,71.0,71.8,6.777093184829324,37.21951219512195,20.70035646886143,56.13686773059237,28.993103448275832,2.47524752475249,26.31234064252932,55.74443092990094,27.3884547925814,505.74740733499806,28.400279656935,71.69547872340425,36.3778708499977,26.78523153040986,1.0000000000000142,87.8869909193302,122.76105995711066,39.197163170370025,-16.5,90,16.725226809669227,83.0,79.43061833758577,1.089476667618441,46.0,38.21111111111111,15.0,1732.7066992968455,30.0,373.77,155.4,89.0,281.0877554693563,111,281.22906937105535,121,69.0,72.0,134.0,121.0,14.0,92.0,23.0,-4.1,0.8960909090909092,75,-1.56,-3.97,-5.91,94,-4.94,93
83,Jacksonville State,Conference USA,5.394467204009636,2024,1.0,318,13,24,8,11,14,1,89,7,1.0,146,7,2666,314,189,12,14,83,808,22648,1.0,82,18,645,51,3545,24,82,72,176,6211,15,34.80487804878048,60.7695428725994,41.89231491626232,377.47,#b50500,#b5b7ba,"['http://a.espncdn.com/i/teamlogos/ncaa/500/55.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/55.png']",0.2625,58.651500000000006,-0.913,72,72,113,42.655,57.904,37.194,14,9,5,9,8,1,70.50732531715084,48.36860460995001,66.1614472378983,74.8450628960288,73.35301708687905,38.476527459384016,39.20236729673183,59.48922495274101,60.34775000553121,60.741165158745204,92.63711200564704,40.36804518829797,46.4438775979753,21.70525291828794,37.07287449392712,71.5,71.8,1.0,66.1951219512195,36.91318934787171,60.7695428725994,25.57931034482756,2.47524752475249,92.63711200564704,70.50732531715084,66.1614472378983,139.94970185463302,40.36804518829796,37.861702127659576,73.35301708687905,60.74116515874519,48.36860460995001,74.8450628960288,197.1923529162628,65.66277038444203,9.1,74,16.344732077800376,84.0,65.01200531702436,5.7735028320337305,134.0,25.71269841269841,92.0,1472.5038699083834,67.0,462.53,181.6,45.0,402.0430493219791,26,381.23272730522126,55,133.0,34.0,88.0,22.0,30.0,27.0,110.0,-4.3,0.9431428571428572,105,-0.79,-3.04,-4.21,77,-3.874,75
84,Florida State,ACC,72.51016626825087,2024,64.54802503312257,182,20,32,9,2,12,0,69,13,34.0,541,25,2164,355,179,4,11,67,575,19572,1.0,33,14,377,8,1089,24,69,46,160,3253,22,92.7560975609756,28.206924533405456,54.799968696196586,326.2,#782f40,#ceb888,"['http://a.espncdn.com/i/teamlogos/ncaa/500/52.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/52.png']",-0.0023333333333333353,2.1026666666666665,-3.911,85,106,11,45.332,23.689,73.417,12,2,10,8,1,7,21.718356844833096,60.8005725139289,54.175014211458404,42.512678689634726,18.98369313111311,40.93579648697758,52.01877808071887,25.742028985507233,63.31172617122019,35.827015823045336,13.310254306808858,47.91359750968735,26.553891090547467,4.466926070038909,59.5182186234818,73.7,69.5,6.777093184829324,8.243902439024389,10.305252673516463,28.206924533405456,10.558620689655129,-2.079207920792072,13.310254306808858,21.718356844833096,54.175014211458404,750.0924206204622,47.91359750968735,68.53590425531915,18.98369313111311,35.82701582304533,60.80057251392888,42.51267868963474,118.1013624306475,39.00288853566892,-18.1,79,16.32099857921312,85.0,76.21414149823843,0.7665722038950492,11.0,19.79714285714286,122.0,1405.2519525913197,75.0,393.8,143.8,107.0,205.60881913194882,132,335.6258383165055,89,17.0,130.0,59.0,55.0,116.0,132.0,34.0,-4.3,0.8273636363636364,36,-2.15,-4.69,-7.13,104,-6.055,110
85,Old Dominion,Sun Belt,19.04502839268101,2024,26.618227954063883,236,7,11,11,5,12,0,143,9,1.0,334,22,2311,333,195,12,17,74,650,20157,1.0,120,20,474,27,2535,23,74,75,174,4846,20,61.36585365853658,66.63402758993779,56.566442322742205,335.95,#00507d,#a1d2f1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/295.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/295.png']",0.19833333333333333,31.133666666666667,-2.342,75,102,96,49.644,49.828,44.282,12,5,7,8,4,4,57.20147158060806,71.21822327825308,67.77066276010993,44.543425667490624,60.608628782692186,37.720723739319794,35.40249882531824,30.60922803904171,63.12049049970703,53.25139140096732,88.6548400328138,47.07144379183171,39.91302093718845,16.023346303501953,49.89878542510124,72.7,70.7,3.3289298140058072,39.63414634146341,15.365275739148672,66.63402758993779,17.386206896551684,0.2970297029703204,88.6548400328138,57.20147158060806,67.77066276010993,264.0457126607364,47.071443791831705,58.662234042553195,60.608628782692186,53.25139140096731,71.21822327825308,44.54342566749064,192.8440234501536,59.09896724502019,7.6,86,16.162076640421027,86.0,68.2926055186207,2.461694959747987,117.0,19.18181818181818,123.0,1825.6649556875552,23.0,384.05,147.20000000000002,103.0,363.38217202436397,62,359.71298810239267,74,120.0,68.0,41.0,18.0,113.0,83.0,64.0,-4.4,0.9015,79,-1.74,-4.25,-5.81,99,-5.163,97
86,Northwestern,Big Ten,53.224217757200364,2024,75.25453213697125,192,9,18,7,6,12,2,168,11,1.0,583,27,2233,392,211,10,7,57,465,21478,50.5,258,17,352,12,1183,23,57,55,167,3416,18,58.95121951219512,39.40032458750338,35.4307403349507,357.97,#582c83,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/77.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/77.png']",0.020000000000000004,2.425,-5.033,87,85,36,49.933,26.972,53.074,12,4,8,9,2,7,28.32831728026366,41.69602914427196,38.05261484687327,83.00587275933427,11.653019083989092,33.740157480314934,89.76845743251027,48.66211180124225,53.583650707290545,60.09311003799982,18.891334730957382,43.05727554783692,35.32966909041514,23.63132295719845,91.7165991902834,72.0,66.4,7.750412012451932,42.048780487804876,26.79314321660729,39.40032458750338,22.165517241379277,-8.217821782178191,18.891334730957382,28.32831728026366,38.05261484687327,574.7656159745486,43.05727554783694,83.01728723404256,11.653019083989092,60.093110037999814,41.696029144271975,83.00587275933427,137.00382318885136,43.80482719212201,-11.6,82,15.874453282338601,87.0,78.08059148805762,0.809025430673276,16.0,31.16906318082789,52.0,1132.448885907381,104.0,362.03,151.0,96.0,244.06522381210706,124,421.8146491882591,18,54.0,124.0,100.0,101.0,17.0,71.0,10.0,-4.5,0.8670909090909091,60,-1.36,-3.7,-5.63,91,-4.727,91
87,Northern Illinois,Mid-American,18.573469949968455,2024,10.535616187511451,279,15,33,8,5,13,0,150,8,34.0,523,21,2328,370,215,9,16,55,556,26012,1.0,95,13,557,22,2654,34,71,81,193,4982,16,58.95121951219512,63.6080605896673,28.380341211457193,433.53,#F1122C,#cc0000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2459.png']",0.262,28.24966666666667,-4.256,86,83,83,64.438,34.378,43.51,13,8,5,8,4,4,58.752579921562955,79.8014026078504,39.716446540043705,71.29558638963454,49.37422314340207,52.18531662415435,29.171087842535336,37.94398382204247,76.23212906735934,81.35289013207183,33.955680626369414,68.90118131226563,52.2921365941188,37.01750972762645,59.251012145749,69.6,69.6,1.8668741988646769,42.048780487804876,66.00702453344516,63.6080605896673,38.55172413793105,-1.8811881188118775,33.955680626369414,58.752579921562955,39.716446540043705,259.7588177269859,68.90118131226563,71.0372340425532,49.37422314340207,81.35289013207182,79.80140260785039,71.29558638963455,183.62579086815114,63.38218812242758,4.5,89,15.793891953828602,88.0,77.69241507226461,2.14044706880508,109.0,32.21245421245421,39.0,1237.0358916642783,95.0,346.47,159.0,81.0,300.1728444256943,100,474.77818547697325,3,121.0,65.0,20.0,96.0,44.0,71.0,26.0,-4.6,0.8996666666666666,78,-0.42,-2.56,-3.83,67,-3.329,59
88,Liberty,Conference USA,12.520630237538768,2024,1.0,276,12,21,11,8,13,0,85,7,1.0,669,35,2014,289,157,8,16,82,793,22051,1.0,148,14,537,28,3022,20,65,68,158,5036,18,58.95121951219512,66.47335677576413,46.49444357489435,367.52,#071740,#a61f21,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2335.png']",-0.06166666666666665,23.520666666666667,-6.943,97,77,134,33.328,45.362,44.461,12,8,4,8,5,3,83.37665592717349,76.79834541960176,14.108284839638486,54.34454571688198,60.10654234726127,59.13048368953878,35.17087356271271,42.63838080959519,45.64560663764962,71.82980444440976,61.27383331985352,53.408903440725595,32.41451321710545,21.89785992217898,46.82591093117412,71.9,71.1,1.0,42.048780487804876,31.74937093730341,66.47335677576413,22.84827586206889,1.089108910891099,61.27383331985352,83.37665592717349,14.108284839638486,204.73300215944334,53.40890344072561,39.836436170212764,60.10654234726127,71.82980444440975,76.79834541960173,54.344545716882,186.54932857302123,60.09402978249445,5.5,102,15.526366672166812,89.0,87.73345824839859,3.8733374279463852,131.0,28.885714285714272,70.0,1625.249105922195,41.0,352.48,147.0,104.0,335.06453360835724,76,391.49149740003804,39,129.0,11.0,29.0,130.0,95.0,71.0,107.0,-4.7,0.95575,110,-1.06,-2.72,-3.51,72,-3.236,56
89,Toledo,Mid-American,34.810564387846696,2024,10.535616187511451,257,18,34,11,7,13,3,230,8,34.0,674,28,3290,453,276,13,28,82,724,21006,1.0,294,28,435,13,1527,32,89,65,186,4817,19,51.70731707317073,44.809575331349734,39.986382845515735,350.1,#0a2240,#ffcd00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2649.png']",0.28,68.993,-5.318,91,92,131,52.717,33.851,56.909,13,8,5,8,4,4,47.18671779797782,68.27346120140578,43.110042608617334,75.80915679882023,32.585760082162956,4.82677165354329,70.86381053335163,33.13913043478263,64.69287268770404,73.69901811766194,40.17106918238996,38.18714495769623,61.535569761304316,45.68482490272373,40.01214574898785,68.6,71.8,1.8668741988646769,49.292682926829265,22.708796393373888,44.809575331349734,45.37931034482761,2.47524752475249,40.17106918238996,47.18671779797782,43.110042608617334,407.3687671622426,38.187144957696226,48.920212765957444,32.585760082162956,73.69901811766192,68.27346120140575,75.80915679882024,165.9738279039498,56.777359434441,-1.6,91,15.320570237298787,90.0,82.00586155444302,1.7772594719114851,92.0,37.77142857142857,17.0,1274.7541794545812,90.0,429.9,178.60000000000002,49.0,284.4289967607667,108,393.8129299470587,36,81.0,96.0,45.0,90.0,27.0,53.0,90.0,-4.8,0.9306666666666666,100,-0.69,-2.97,-4.19,76,-3.77,72
90,Stanford,ACC,62.0386655884261,2024,64.54802503312257,222,23,41,5,7,12,1,168,17,1.0,245,15,2295,370,224,9,18,65,588,22812,50.5,166,15,435,11,1606,25,63,56,162,3901,22,68.60975609756098,43.79199350824993,44.88292377523871,380.2,#8c1515,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/24.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/24.png']",0.009,4.541666666666667,-5.299,90,95,17,39.874,36.975,65.408,12,3,9,8,2,6,45.06515417183425,33.26576036841573,40.30485022988432,51.28666583002149,31.813183867690313,24.831271091113592,83.62300845175952,49.30850661625709,42.52449845974651,32.2475855360736,45.226186473728816,12.207649228247504,27.15307385237284,21.416342412451357,85.97165991902835,71.5,67.5,6.777093184829324,32.390243902439025,38.32999580624869,43.79199350824993,25.57931034482756,-6.039603960396022,45.226186473728816,45.06515417183425,40.30485022988432,654.8969598947826,12.207649228247504,66.82446808510639,31.813183867690313,32.247585536073586,33.265760368415755,51.28666583002149,135.63604283144105,38.99720000065329,-12.0,97,15.293021784439757,91.0,81.553561776401,0.8978511674484938,24.0,23.4,105.0,1367.261743920607,80.0,339.8,187.8,37.0,292.2799966984622,103,306.8123259577903,115,31.0,101.0,111.0,95.0,101.0,101.0,43.0,-4.8,0.8843636363636364,68,-2.01,-4.56,-6.71,103,-5.81,106
91,Florida International,Conference USA,29.66653040549547,2024,1.0,215,14,26,8,5,12,2,286,11,1.0,689,27,2753,334,206,11,24,66,569,20648,1.0,78,17,395,16,1460,18,47,45,145,4213,19,61.36585365853658,34.31241547200433,41.39646267021443,344.13,#001538,#c5960c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2229.png']",0.163,34.80733333333333,-11.982,116,125,104,42.649,26.115,52.169,12,4,8,8,3,5,40.903362581988716,57.3275687298418,53.16599343659436,82.72836879821807,40.503744931633115,15.03149606299209,86.76131863962661,43.086956521739125,74.848533542526,66.00343849529222,76.1918771985929,53.07720939762325,8.264606181455648,31.431906614785987,75.68421052631581,70.5,68.1,1.0,39.63414634146341,19.610505347032927,34.31241547200433,32.40689655172412,-4.851485148514854,76.1918771985929,40.903362581988716,53.16599343659436,360.6048218681405,53.077209397623264,69.32579787234043,40.503744931633115,66.00343849529222,57.32756872984179,82.72836879821807,176.8459710419432,56.77207949559471,2.1,121,15.28514560014254,92.0,104.85556121031526,1.5779045800115832,85.0,27.70675381263616,76.0,1199.730908124332,98.0,375.87,131.0,121.0,343.98969946621384,69,452.75628601155626,7,96.0,110.0,72.0,57.0,18.0,83.0,32.0,-4.8,1.0103636363636364,126,-4.62,-6.24,-7.18,120,-7.023,118
92,Florida Atlantic,American Athletic,41.70446729287562,2024,28.32749104036414,234,16,34,7,8,12,1,256,11,1.0,391,21,2503,350,205,11,14,79,619,21871,1.0,71,15,456,24,2270,17,68,55,159,4773,18,51.70731707317073,43.84555044630781,30.875097824385662,364.52,#00447c,#d31245,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2226.png']",0.20966666666666667,22.32766666666667,-12.288,117,130,130,35.512,26.337,31.548,12,3,9,8,1,7,43.910888759155654,59.628831872880426,85.6371624654854,46.16903550504409,48.40361167892495,26.25669291338582,53.46515274582497,21.607482305358957,57.08693094111396,44.48363473714985,25.87228471574501,43.86258707826798,43.58963649591766,20.068093385214013,47.09311740890692,71.5,70.7,3.484317367305831,49.292682926829265,30.192440763262738,43.84555044630781,25.57931034482756,0.2970297029703204,25.87228471574501,43.910888759155654,85.6371624654854,470.0406117534147,43.862587078267985,62.743351063829785,48.40361167892495,44.48363473714984,59.62883187288041,46.1690355050441,160.68601304901108,54.70552750310673,-3.4,120,15.229396562547524,93.0,105.62847779960234,1.316907485272209,69.0,22.552380952380958,111.0,1086.3341276174579,107.0,355.48,160.0,78.0,303.6138866637358,96,319.93161984872216,103,73.0,103.0,62.0,3.0,112.0,53.0,51.0,-4.8,1.0079090909090909,125,-4.69,-6.89,-8.14,126,-7.677,126
93,Georgia Southern,Sun Belt,25.58526246567552,2024,26.618227954063883,283,12,16,11,6,13,1,136,11,1.0,723,34,3091,445,289,13,21,73,628,23520,1.0,95,14,439,24,1667,21,64,81,180,4758,22,61.36585365853658,71.72193670543685,74.16919705744249,392.0,#003775,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/290.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/290.png']",0.381,55.1695,-2.353,76,50,80,44.55,52.067,60.616,13,8,5,8,6,2,56.52280912926227,31.633848823640278,48.33391089642447,62.93644587792929,50.12254157492669,64.92125984251967,68.13439342308033,40.95120051914341,60.56583630353141,36.390906094975186,81.38003600401059,40.33934913263215,26.528692273694375,21.512645914396884,82.23076923076925,72.3,66.9,3.3289298140058072,39.63414634146341,44.45392115747538,71.72193670543685,20.117241379310343,-7.227722772277218,81.38003600401059,56.52280912926227,48.33391089642447,323.5023860515956,40.339349132632144,61.558510638297875,50.12254157492669,36.390906094975186,31.633848823640264,62.9364458779293,162.6475537294475,47.6567437328597,-2.7,83,13.307492740521157,94.0,68.93727538340976,1.9412530697682084,101.0,22.650420168067235,110.0,2230.7571543570643,5.0,388.0,152.0,93.0,390.9275967846209,35,355.048355982621,81,109.0,71.0,113.0,72.0,66.0,83.0,58.0,-5.7,0.8823333333333333,67,0.46,-1.97,-3.57,54,-2.92,53
94,Arizona,Big 12,54.307658470261,2024,65.397134224501,222,8,19,7,8,12,0,17,13,1.0,712,32,2975,437,262,6,18,78,691,21421,1.0,95,17,329,11,1280,20,57,73,170,4255,20,68.60975609756098,66.20557208547471,23.20488339333228,357.02,#0c234b,#ab0520,"['http://a.espncdn.com/i/teamlogos/ncaa/500/12.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/12.png']",0.197,89.655,-3.385,81,88,50,38.791,43.057,48.852,12,4,8,9,2,7,37.59304649040726,43.99707826646875,80.02504800184437,52.458193202752824,35.16022532920173,10.924716727482206,98.8397219768826,27.94568781183179,63.424822536093544,38.77337347435885,39.5905289899177,11.398989209124409,26.416058715919874,20.260700389105068,50.03238866396765,72.4,70.3,6.854284929500091,32.390243902439025,26.30011532816104,66.20557208547471,19.434482758620618,-0.4950495049504866,39.5905289899177,37.59304649040726,80.02504800184437,584.6150770023728,11.398989209124409,53.264627659574465,35.16022532920173,38.773373474358834,43.99707826646873,52.45819320275283,140.46296129830438,48.0011607941723,-10.4,77,13.033244231311858,95.0,72.73773496759611,1.181974306141946,56.0,25.738235294117636,91.0,1155.9050553880595,102.0,362.98,166.2,64.0,322.3939879048409,83,288.03053316459784,120,51.0,116.0,96.0,6.0,97.0,101.0,79.0,-5.8,0.93,98,-1.78,-4.35,-6.31,101,-5.55,101
95,Sam Houston,Conference USA,33.6193514560691,2024,1.0,245,14,21,6,11,13,2,182,9,1.0,439,22,2186,349,217,16,15,60,493,25110,1.0,93,17,553,21,2344,28,73,76,195,4530,15,25.14634146341463,55.57451988098458,61.26154327750821,418.5,#fe5000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2534.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2534.png']",0.08,22.8245,-6.961,98,55,123,63.554,29.883,40.218,13,10,3,8,6,2,38.74243833910032,53.07974197511902,24.81937359707399,99.94893793828689,30.54683899541704,36.61841308298,41.17483805331896,40.95120051914341,90.24408324265507,68.50300899459646,17.125170039771135,39.334987184328696,48.234297108673985,40.38813229571983,45.35627530364374,69.4,71.5,1.0,75.85365853658536,58.20680436150138,55.57451988098458,39.91724137931029,1.881188118811906,17.125170039771135,38.74243833910032,24.81937359707399,396.53955869153714,39.33498718432871,79.3311170212766,30.54683899541704,68.50300899459644,53.07974197511903,99.9489379382869,164.441582342847,52.60672330659895,-2.1,101,12.63079025230862,96.0,88.50637483768566,1.2432555319997673,61.0,27.525133689839564,79.0,1813.1683720523179,26.0,361.5,190.60000000000002,32.0,229.41520440338124,128,437.4182351577733,10,85.0,115.0,81.0,126.0,2.0,7.0,12.0,-6.0,0.9417692307692308,104,1.1,-1.13,-2.27,46,-1.891,40
96,Western Kentucky,Conference USA,32.04983604226466,2024,1.0,270,19,32,12,11,14,0,109,12,1.0,502,26,3705,469,309,10,28,58,578,23412,1.0,57,16,436,14,1536,22,68,78,188,5241,24,61.36585365853658,62.322694076278054,49.96540929722961,390.2,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']",0.2615,82.9645,-7.663,102,78,78,42.926,43.864,60.821,14,8,6,9,6,3,52.91398037237795,36.036574244146834,58.66149817092287,75.83793930884167,53.59933235897697,33.740157480314934,66.06812831674677,30.078260869565213,91.78744495402795,39.66242784814807,51.72121957888983,46.36007220428834,11.415690829011893,32.20233463035018,46.15789473684211,70.3,71.4,1.0,39.63414634146341,43.51976305305095,62.322694076278054,33.77241379310344,1.6831683168317113,51.72121957888983,52.91398037237795,58.66149817092287,382.27123674786054,46.360072204288336,68.14095744680851,53.59933235897697,39.662427848148056,36.03657424414686,75.83793930884167,159.73877694837321,52.78529205056906,-3.7,107,12.579236135279364,97.0,92.23927481732403,1.5120154080052817,81.0,23.970192307692315,100.0,1650.4065552788013,37.0,449.8,190.0,34.0,348.9066509085795,65,365.9206141658602,69,90.0,82.0,110.0,37.0,26.0,83.0,36.0,-6.0,0.902,80,-1.29,-3.43,-4.72,84,-4.32,80
97,Western Michigan,Mid-American,27.34832798656347,2024,10.535616187511451,252,19,32,4,15,13,1,139,9,1.0,863,41,2431,323,212,8,18,53,509,23382,1.0,90,19,479,28,2387,19,53,56,160,4818,13,29.97560975609756,44.94346767649445,49.96540929722961,389.7,#532e1f,#8b7f79,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2711.png']",-0.007500000000000007,51.193999999999996,-10.952,111,103,77,24.968,53.267,62.263,13,6,7,8,5,3,64.64995262957825,17.212044433938104,57.54777560035433,66.17315414581225,63.01582480562279,47.77165354330708,56.745517814667814,33.389565217391294,69.05667493978555,21.652617364468668,62.67760459392947,18.386866548285752,50.498416176374604,40.77334630350194,39.74493927125508,68.7,71.9,1.8668741988646769,71.02439024390243,43.260274690710844,44.94346767649445,44.6965517241379,2.673267326732713,62.67760459392947,64.64995262957825,57.54777560035433,339.53025442330414,18.386866548285738,77.2247340425532,63.01582480562279,21.652617364468668,17.212044433938118,66.17315414581226,172.6726387356084,48.37522816329573,0.7,112,12.539171159927307,98.0,100.09325119239378,1.4991300285288038,78.0,28.985622593068037,69.0,1478.7197857864599,65.0,390.3,188.20000000000002,36.0,393.1816752909617,31,265.6158619209367,125,106.0,46.0,128.0,41.0,54.0,14.0,13.0,-6.1,0.88625,70,-2.32,-4.34,-5.57,100,-5.191,98
98,Houston,Big 12,51.417603462218636,2024,65.397134224501,181,11,29,10,7,12,1,137,17,1.0,463,22,1832,280,182,12,9,66,623,21723,50.5,132,19,426,9,1639,21,67,43,155,3471,27,73.4390243902439,25.50229916148227,16.72781342933167,362.05,#c92a39,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/248.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/248.png']",0.09533333333333334,4.026,-3.444,82,79,41,65.249,25.038,48.814,12,4,8,9,3,6,25.55982707964239,67.8149517652275,27.698771048909123,61.4368565436707,9.858191858088079,35.91558322651528,70.38542252716582,50.091638795986626,47.35686147573725,67.37717658871722,1.0,51.925381607703855,52.01314923155064,19.297665369649806,69.13765182186239,72.3,69.0,6.854284929500091,27.560975609756095,28.910568253302586,25.50229916148227,20.117241379310343,-3.0693069306930454,1.0,25.55982707964239,27.698771048909123,558.341849656533,51.92538160770386,62.21675531914894,9.858191858088079,67.37717658871722,67.8149517652275,61.43685654367071,124.08824790768529,43.29096248070917,-16.0,67,11.623149035940871,99.0,72.93354129664209,1.1158038760362345,49.0,24.69282296650718,97.0,619.7500935347894,131.0,357.95,183.79999999999998,39.0,189.71546110997048,134,415.1405185989056,23,59.0,127.0,46.0,118.0,73.0,113.0,54.0,-6.5,0.8463333333333334,45,-1.06,-3.96,-6.15,93,-5.34,100
99,North Texas,American Athletic,35.08461374401266,2024,28.32749104036414,309,20,44,8,5,13,0,146,14,1.0,601,28,4267,559,353,11,33,91,773,20902,50.5,206,18,384,24,2090,24,64,66,178,6357,22,68.60975609756098,50.51338923451448,28.380341211457193,348.37,#00853E,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/249.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/249.png']",0.2975,85.424,-7.287,100,91,109,32.261,51.932,46.927,13,6,7,8,3,5,52.980269976640784,43.20512978037169,100.0,57.4948865697944,60.39956715353739,13.695163104611908,69.1684186599048,35.00047003525262,75.2110409161499,40.45663693818459,52.27423635574003,35.512916791392854,3.763708873379869,21.512645914396884,69.80566801619435,71.9,68.2,3.484317367305831,32.390243902439025,21.810966659677092,50.51338923451448,22.84827586206889,-4.653465346534631,52.27423635574003,52.980269976640784,100.0,409.86012494556945,35.51291679139287,42.46941489361702,60.39956715353739,40.45663693818457,43.20512978037168,57.4948865697944,157.65039116446758,59.08941506975481,-4.5,99,11.515607907105975,100.0,90.0522080162598,1.8860092820755776,98.0,29.208730158730155,66.0,1099.538408881981,106.0,431.63,162.8,72.0,370.0303011648318,52,356.6867490473404,78,80.0,81.0,98.0,1.0,86.0,101.0,101.0,-6.5,0.8939166666666667,72,-1.48,-4.0,-5.69,95,-5.04,94
