,Unnamed: 0,Team,G,AB,H,BA,HPG,ABPG,HPAB,BB,BBPG,IP,ER,ERA,RA,PO,A,E,PCT,APG,EPG,HBP,OBP,HBPPG,RPG,RS,TB,SLG,KP9,WP9,WHIP,OPS,PYTHAG,wOBA,wRAA,oWAR_z,pWAR_z,fWAR,ISO,wRC+,BB%,BABIP,RA9,FIP,LOB%,K/BB,Rating,Conference_x,expected_wins,Wins,Losses,avg_expected_wins,total_expected_wins,rem_avg_expected_wins,rem_total_expected_wins,RPI,Conference_y,KPI_Score,Norm_RPI,wins_above_expected,SOR,RemSOS,SOS,bubble_expected_wins,bubble_total_expected_wins,wins_above_bubble,Prelim_WAB,KPI,Prelim_AVG,final_bubble_expected_wins,final_bubble_total_expected_wins,WAB,AVG,Resume,resume_quality,RQI,Norm_Rating,Norm_RQI,Norm_SOS,NET_Score,NET,Norm_Resume,aRQI,Q1,Q2,Q3,Q4,Rating Rank,PRR,win_percentage,completed_games,wpoe_pct,WPOE,Remaining_Wins,Games_Remaining,Remaining_Losses,Remaining_RQ,Projected_Wins,Projected_Losses,Projected_Record,Projected_RQ,Projected_Norm_RQI,Projected_NET_Score,Projected_NET,pNET_Score,pRating,pResume_Quality,pPYTHAG,poWAR_z,pOPS,pBA,pRPG,ppWAR_z,pKP9,pWHIP,pERA,pwOBA,pwRAA,pfWAR,pISO,pwRC+,pBB%,pBABIP,pRA9,pFIP,pLOB%,pK/BB
10,26,Texas Tech,56,1858,504,0.271,9.0,33.17857142857143,0.271259418729817,322,5.75,491.1,235,4.3,276,1474,499,60,0.97,8.910714285714286,1.0714285714285714,68,0.394,1.2142857142857142,7.517857142857143,421,913,0.491,9.9,4.12,1.35,0.885,0.684,0.3708448275862069,206.17269703472525,1.900170432086568,1.0246882131903106,2.9248586452768786,0.2201291711517761,159.92986864270898,0.1387931034482758,0.2200956937799043,5.058032987171655,0.7967222414394567,0.6809975937683398,2.41,3.26,Big 12,33.94150000000001,39,17,0.4183125,23.4255,10.0,0,44,Big 12,0.782962058368006,85.71476510067114,15.57,14,1,40,0.5490964285714286,30.7494,6.74,13,10,12.3,0.5760821428571429,32.260600000000004,13,12.3,13,0.003381428571428549,15,0.8526666666666666,0.8657903676497405,0.8291582732254643,0.859847062286108,11,0.8605572113034152,11,11-11,11-4,6-2,11-0,26,26,0.6964285714285714,56.0,0.09033035714285687,28.0,0.0,,0.0,,39.0,17.0,39-17,,,0.3750044564022533,11,96,90,95,89,96,95,56,94,85,88,81,80,94,96,94,98,94,98,18,80,79,76,74
11,18,Arizona,63,2268,737,0.325,11.698412698412698,36.0,0.3249559082892416,319,5.063492063492063,567.1,290,4.6,344,1702,604,78,0.967,9.587301587301589,1.238095238095238,90,0.422,1.4285714285714286,8.523809523809524,537,1152,0.508,9.4,3.9,1.45,0.93,0.693,0.3936525855790239,383.847308486182,3.5376910546919182,1.8248702103434895,5.362561265035408,0.1829805996472663,194.26666122344847,0.1161689730517115,0.2892454466608846,5.459354611179686,0.7711233986374214,0.6654706681726494,2.4,3.63,Pac-12,40.36889999999999,45,18,0.43370476190476176,27.323399999999992,10.0,0,42,Pac-12,0.823202383698444,86.37919463087249,17.68,7,1,56,0.5641920634920639,35.54410000000002,7.77,8,7,7.3,0.5909174603174605,37.22780000000001,8,7.3,8,0.006677063492063456,14,0.8773333333333333,0.86919358335051,0.7873950368589402,0.8592923498050601,12,0.8575080767088572,12,11-10,8-4,10-1,16-3,18,18,0.7142857142857143,63.0,0.07350952380952402,41.0,0.0,,0.0,,45.0,18.0,45-18,,,0.37254394312877437,12,95,93,96,91,99,98,98,97,97,80,63,72,98,99,99,89,98,85,98,68,81,66,74
12,21,Oklahoma St.,56,1903,531,0.279,9.482142857142858,33.982142857142854,0.279033105622701,294,5.25,492.0,248,4.54,289,1476,427,52,0.973,7.625,0.9285714285714286,88,0.395,1.5714285714285714,7.357142857142857,412,887,0.466,10.8,4.99,1.47,0.861,0.657,0.3678366823428816,192.15371919522167,1.770965898402776,1.005982733809002,2.776948632211778,0.187073042564372,155.40114384190517,0.125694741342454,0.237428719543805,5.286585365853659,0.8379477495343846,0.6852177919434346,2.15,3.44,Big 12,32.58030000000001,36,19,0.394349090909091,21.689200000000003,10.0,0,20,Big 12,0.7721752225848427,93.68791946308724,14.31,18,1,14,0.5242327272727274,28.832800000000006,5.67,16,11,15.0,0.5515363636363637,30.334500000000006,15,14.7,14,-0.014335000000000014,19,0.8646666666666666,0.8474956143388277,0.8941772759037996,0.8551096250517796,13,0.8541644231338236,13,4-11,10-4,14-3,8-1,22,22,0.6545454545454545,55.0,0.062176363636363474,53.0,0.0,,0.0,,36.0,19.0,36-19,,,0.38051208102203604,9,95,92,94,85,94,91,71,92,84,95,60,73,94,94,92,90,94,95,47,75,77,79,61
13,19,NC State,56,1959,560,0.286,10.0,34.982142857142854,0.2858601327207759,235,4.196428571428571,500.0,273,4.91,299,1500,473,36,0.982,8.446428571428571,0.6428571428571429,27,0.367,0.4821428571428571,6.875,385,966,0.493,8.9,3.51,1.29,0.86,0.614,0.3541158668396022,119.16896034193276,1.0983090298619833,1.1327094721207218,2.231018501982705,0.2072485962225625,134.74462880333476,0.101599654128837,0.2368421052631578,5.382,0.7725405855418344,0.6313618776743394,2.53,3.53,ACC,34.0257,37,19,0.39594285714285704,22.172799999999995,10.0,0,36,ACC,0.7584171641376871,88.37248322147651,14.83,16,1,17,0.5318964285714289,29.78620000000002,5.63,15,12,14.3,0.5602339285714286,31.3731,16,14.7,14,-0.01761142857142864,20,0.8706666666666666,0.8441122319481024,0.8898529708506764,0.8524484271301078,14,0.8506466232198986,14,15-4,10-9,8-5,4-1,19,19,0.6607142857142857,56.0,0.05311250000000001,63.0,0.0,,0.0,,37.0,19.0,37-19,,,0.37974557723917046,10,95,93,94,78,86,91,81,85,88,66,90,59,83,86,90,96,83,48,45,72,80,40,79
14,4,East Carolina,61,2022,595,0.294,9.754098360655735,33.14754098360656,0.2942631058358061,272,4.459016393442623,536.0,239,4.01,264,1608,522,47,0.978,8.557377049180328,0.7704918032786885,45,0.387,0.7377049180327869,6.704918032786885,409,936,0.463,10.5,3.53,1.29,0.8500000000000001,0.69,0.3577346010748242,144.17225035499877,1.3287493988877197,1.6848392108323698,3.013588609720089,0.16864490603363,140.19258764605715,0.1124431583298883,0.2541625857002938,4.432835820895522,0.5269352298449477,0.7237991617887264,2.98,4.53,American Athletic,43.14190000000001,44,17,0.448722950819672,27.372099999999993,10.0,0,18,The American,0.7159236852794969,94.35234899328859,16.63,8,1,75,0.5830098360655734,35.56359999999998,6.78,12,14,11.3,0.6101196721311475,37.217299999999994,12,11.3,10,-0.0056969672131147175,17,0.9373333333333332,0.8564156220192978,0.7466467584492236,0.8494282637734514,15,0.8407343557950014,15,7-6,11-6,11-4,15-1,4,4,0.7213114754098361,61.0,0.014067213114754007,106.0,0.0,,0.0,,44.0,17.0,44-17,,,0.3698355154426446,14,94,98,95,89,90,87,88,79,96,93,90,86,87,90,95,81,87,79,80,91,94,93,92
15,11,Southern Miss.,61,1977,543,0.275,8.901639344262295,32.40983606557377,0.2746585735963581,256,4.19672131147541,510.0,212,3.74,248,1530,441,50,0.975,7.229508196721311,0.819672131147541,70,0.374,1.147540983606557,6.311475409836065,385,930,0.47,9.9,2.44,1.17,0.844,0.691,0.3579150743099788,141.30666744287367,1.3023390351556317,1.6415206139553646,2.9438596491109963,0.1957511380880121,140.46428782999584,0.1087048832271762,0.2304609218436873,4.376470588235294,0.1949750650919449,0.6895420202749404,4.06,4.04,Conference USA,39.934100000000015,40,21,0.41774590163934444,25.482500000000012,10.0,0,22,CUSA,0.6624009878378165,93.02348993288591,14.52,17,1,39,0.5523639344262298,33.694200000000016,4.61,20,18,18.3,0.5800885245901639,35.3854,20,18.3,17,-0.04187729508196728,24,0.9046666666666667,0.8190542446739747,0.8306956029179653,0.8282727392250359,16,0.8207172958516876,20,7-11,8-5,8-3,17-2,12,12,0.6557377049180327,61.0,0.001080327868852149,128.0,0.0,,0.0,,40.0,21.0,40-21,,,0.36960236220760995,15,94,95,92,90,89,85,63,69,95,88,97,92,88,89,94,94,88,67,34,92,98,81,99
16,45,Old Dominion,60,2007,605,0.301,10.083333333333334,33.45,0.301444942700548,249,4.15,506.1,238,4.23,284,1519,500,60,0.971,8.333333333333334,1.0,85,0.396,1.4166666666666667,7.85,471,1079,0.538,9.9,3.98,1.38,0.934,0.716,0.3879568106312293,305.9815951639896,2.8200493482188307,1.0549747910245488,3.8750241392433793,0.2361733931240657,185.69174373131307,0.1034053156146179,0.2457002457002457,5.050385299347955,0.9741234639630448,0.7041037122200048,2.49,2.51,Conference USA,37.01349999999999,44,16,0.4726183333333332,28.357099999999992,10.0,0,46,CUSA,0.5993877500435034,85.0503355704698,15.64,13,1,116,0.6030099999999999,36.1806,6.26,14,27,18.0,0.6290416666666665,37.74249999999999,14,18.0,16,-0.011666666666666686,18,0.8026666666666666,0.8502510511859214,0.6818123296848707,0.8240714227840518,17,0.8261883766857712,16,7-4,13-7,4-0,20-5,45,45,0.7333333333333333,60.0,0.11644166666666678,16.0,0.0,,0.0,,44.0,16.0,44-16,,,0.3479308341199359,32,94,84,94,95,98,98,92,96,86,88,77,82,98,98,97,99,98,53,65,80,70,87,77
17,40,Louisiana Tech,62,2098,643,0.306,10.370967741935484,33.83870967741935,0.3064823641563394,271,4.370967741935484,522.2,291,5.01,330,1568,589,67,0.97,9.5,1.0806451612903225,66,0.397,1.064516129032258,7.467741935483871,463,1027,0.49,7.8,3.44,1.47,0.887,0.65,0.376429718875502,252.32513462554323,2.325529844560191,1.1333984156844088,3.4589282602446,0.1830314585319351,168.3378521826473,0.1088353413654618,0.2661971830985915,5.687476062811182,1.0893731928036898,0.6602736812778879,2.27,2.71,Conference USA,36.5484,42,20,0.43619354838709673,27.043999999999997,10.0,0,35,CUSA,0.6066036529558764,88.70469798657717,14.96,15,1,58,0.5643209677419355,34.9879,5.38,17,25,19.0,0.5906032258064513,36.61739999999998,18,19.3,18,-0.029540806451613,22,0.816,0.8317934384288149,0.7806423075478952,0.823722381955702,18,0.8244861340172549,18,10-13,5-2,10-1,17-4,40,40,0.6774193548387096,62.0,0.08792903225806448,32.0,0.0,,0.0,,42.0,20.0,42-20,,,0.3579180564355656,27,93,86,93,84,98,96,95,93,89,26,60,55,97,98,96,89,97,69,91,62,64,61,67
18,48,Gonzaga,53,1809,499,0.276,9.41509433962264,34.13207547169812,0.2758430071862908,207,3.9056603773584895,469.1,230,4.41,250,1407,448,36,0.981,8.452830188679245,0.6792452830188679,100,0.376,1.8867924528301887,6.226415094339623,330,724,0.4,9.4,4.37,1.4,0.776,0.624,0.3368165137614679,28.12607020439084,0.2592211662447879,0.7365346108594573,0.9957557771042452,0.1243781094527363,108.70067048827585,0.0949541284403669,0.2539509536784741,4.796418674056705,0.8931360019512518,0.7042910900451976,2.14,2.32,West Coast,28.757600000000004,34,19,0.4068471698113208,21.562900000000003,10.0,0,31,West Coast,0.6525526525023039,90.03355704697987,12.44,26,1,29,0.5391415094339622,28.574499999999997,3.97,23,20,23.0,0.566567924528302,30.028100000000002,22,22.7,21,-0.042381037735849086,25,0.7899999999999999,0.8185340581393243,0.8602667157437092,0.8213912383953552,19,0.8244958663685221,17,6-10,3-2,11-4,14-3,48,48,0.6415094339622641,53.0,0.0989132075471697,23.0,0.0,,0.0,,34.0,19.0,34-19,,,0.3630121658373336,23,93,83,92,81,62,55,65,65,78,80,73,76,61,62,72,36,61,30,79,85,73,87,61
19,6,UCLA,57,1989,573,0.288,10.052631578947368,34.89473684210526,0.2880844645550527,283,4.964912280701754,508.0,223,3.95,264,1524,512,43,0.979,8.982456140350877,0.7543859649122807,74,0.392,1.2982456140350878,7.298245614035087,416,885,0.445,9.4,3.37,1.28,0.837,0.697,0.357903893951947,144.78658269371917,1.3344113326078495,1.371813125776309,2.706224458384159,0.1568627450980392,140.44745594170422,0.1172328086164043,0.255825483391175,4.677165354330708,0.5486293127088823,0.686794845350723,2.79,4.25,Pac-12,38.1988,37,20,0.4205210526315787,23.969699999999985,10.0,0,50,Pac-12,0.6861990533399872,83.7214765100671,13.03,21,1,47,0.5562210526315788,31.704599999999996,3.71,24,16,20.3,0.5840701754385966,33.29200000000001,25,20.7,19,-0.052565877192982474,28,0.9186666666666666,0.8080167507357316,0.8231658917190142,0.8199446314973425,20,0.8101809137333434,22,13-8,6-6,5-0,13-6,6,6,0.6491228070175439,57.0,-0.0210315789473684,158.0,0.0,,0.0,,37.0,20.0,37-20,,,0.36745525108533283,18,92,97,91,92,91,81,84,91,91,80,91,87,88,91,92,68,88,88,82,87,92,80,87
20,23,Florida,60,2049,569,0.278,9.483333333333333,34.15,0.2776964372864812,262,4.366666666666666,531.0,258,4.37,300,1593,535,70,0.968,8.916666666666666,1.1666666666666667,47,0.368,0.7833333333333333,6.283333333333333,377,913,0.446,9.2,2.97,1.29,0.8140000000000001,0.603,0.346117306897976,81.50343620092141,0.7511684224432522,1.5831550952474305,2.3343235176906827,0.1678867740361151,122.70289748775669,0.1082197439074762,0.2394230769230769,5.084745762711864,0.5932276555775837,0.6640691623404131,3.09,3.34,SEC,36.138,38,22,0.41131166666666663,24.6787,10.0,0,14,SEC,0.6131512310456604,95.68120805369128,13.32,20,1,34,0.5408933333333336,32.453600000000016,3.93,22,23,21.7,0.5678049999999999,34.068299999999994,23,22.0,20,-0.05142500000000001,26,0.858,0.8091948700569881,0.8481533669336989,0.8186519363458316,21,0.8147603696108039,21,7-13,9-5,8-3,14-1,23,23,0.6333333333333333,60.0,0.031033333333333357,83.0,0.0,,0.0,,38.0,22.0,38-22,,,0.36550280911391825,19,92,91,91,76,77,72,68,67,95,76,90,78,75,77,90,79,75,67,51,79,90,65,95
21,62,Nebraska,48,1637,456,0.279,9.5,34.104166666666664,0.2785583384239462,223,4.645833333333333,424.2,180,3.81,200,1274,441,36,0.979,9.1875,0.75,48,0.379,1.0,6.979166666666667,335,726,0.443,9.3,3.5,1.26,0.8220000000000001,0.72,0.3455717884130982,64.40802005357314,0.5936101969623331,0.375351451243679,0.9689616482060122,0.1649358582773366,121.88162627512332,0.1123425692695214,0.2407519708914493,4.243281471004243,0.7326805942700554,0.7325894330442866,2.67,2.02,Big Ten,27.583000000000013,34,14,0.45675625,21.9243,10.0,0,167,Big Ten,0.5276459185696886,44.852348993288594,12.08,27,1,89,0.5884562499999999,28.245899999999995,4.48,21,35,27.7,0.6149666666666667,29.5184,21,27.7,27,-0.0230254166666667,21,0.7699999999999999,0.8385215127898215,0.7248503145901666,0.8175773208727825,22,0.8222827701898707,19,1-2,6-2,20-7,7-3,62,62,0.7083333333333334,48.0,0.13368749999999974,7.0,0.0,,0.0,,34.0,14.0,34-14,,,0.3480052737104824,31,92,79,93,96,74,76,71,86,63,78,93,90,73,74,71,76,73,78,55,95,84,95,84
