,team,power_rating,conference,week,year
94,Middle Tennessee,-7.2,Conference USA,16,2022
95,Georgia Tech,-7.3,ACC,16,2022
96,Virginia Tech,-8.0,ACC,16,2022
97,Buffalo,-8.9,Mid-American,16,2022
98,Rutgers,-8.9,Big Ten,16,2022
99,Eastern Michigan,-9.0,Mid-American,16,2022
100,Kent State,-10.1,Mid-American,16,2022
101,Wyoming,-10.5,Mountain West,16,2022
102,Northwestern,-10.6,Big Ten,16,2022
103,Boston College,-11.0,ACC,16,2022
104,UTEP,-11.6,Conference USA,16,2022
105,UNLV,-11.9,Mountain West,16,2022
106,Old Dominion,-12.1,Sun Belt,16,2022
107,Temple,-12.6,American Athletic,16,2022
108,Miami (OH),-12.7,Mid-American,16,2022
109,Texas State,-12.8,Sun Belt,16,2022
110,Utah State,-12.8,Mountain West,16,2022
111,Central Michigan,-12.9,Mid-American,16,2022
112,Arkansas State,-13.0,Sun Belt,16,2022
113,South Florida,-13.7,American Athletic,16,2022
114,Ball State,-14.4,Mid-American,16,2022
115,Western Michigan,-15.0,Mid-American,16,2022
116,Rice,-15.0,Conference USA,16,2022
117,UL Monroe,-15.1,Sun Belt,16,2022
118,UConn,-15.2,FBS Independents,16,2022
119,New Mexico State,-15.6,FBS Independents,16,2022
120,Louisiana Tech,-15.7,Conference USA,16,2022
121,Northern Illinois,-16.8,Mid-American,16,2022
122,Bowling Green,-17.3,Mid-American,16,2022
123,Charlotte,-17.5,Conference USA,16,2022
124,Colorado,-19.0,Pac-12,16,2022
125,Nevada,-19.5,Mountain West,16,2022
126,Colorado State,-19.7,Mountain West,16,2022
127,Akron,-20.3,Mid-American,16,2022
128,Hawai'i,-22.1,Mountain West,16,2022
129,New Mexico,-22.9,Mountain West,16,2022
130,Florida International,-25.8,Conference USA,16,2022
131,Massachusetts,-27.2,FBS Independents,16,2022
