,Rank,Team,Conference
96,97,UL Lafayette,SBC
97,98,Gonzaga,WCC
98,99,Notre Dame,BigEast
99,99,Western Carolina,SoCon
100,101,South Alabama,SBC
101,102,West Virginia,BigEast
102,103,Texas State,Sthland
103,104,Southeastern Louisiana,Sthland
104,105,Kansas,Big12
105,106,Towson,CAA
106,107,Old Dominion,CAA
107,108,Liberty,BigSou
108,109,Winthrop,BigSou
109,110,North Florida,AtlSun
110,111,Duquesne,Atl10
111,112,Southern Illinois,MVC
112,113,Illinois,Big10
113,114,Purdue,Big10
114,115,Lamar,Sthland
115,116,Rutgers,BigEast
116,117,Nevada,WAC
117,118,Bowling Green,MAC
118,119,Kennesaw State,AtlSun
119,120,Furman,SoCon
120,121,Georgia State,CAA
121,122,Citadel,SoCon
122,123,UC Riverside,BigWest
123,124,San Jose State,WAC
124,125,Northern Illinois,MAC
125,126,Samford,OVC
126,127,Mississippi State,SEC
127,128,Monmouth,NEC
128,129,Indiana,Big10
129,130,Middle Tennessee,SBC
130,131,Jacksonville,AtlSun
131,132,Bethune-Cookman,MEAC
132,133,Manhattan,MAAC
133,134,UT Arlington,Sthland
134,135,Stony Brook,AmEast
135,136,Lipscomb,AtlSun
136,137,Le Moyne,IndyNCAA
137,138,Ohio State,Big10
138,139,Villanova,BigEast
139,140,Northwestern State,Sthland
140,141,Cal State Northridge,BigWest
141,142,Stetson,AtlSun
142,143,Northeastern,CAA
143,144,Connecticut,BigEast
144,145,Northern Iowa,MVC
145,146,Hawaii,WAC
146,147,Xavier,Atl10
147,148,Indiana State,MVC
148,149,Michigan State,Big10
149,150,Ball State,MAC
150,151,Bucknell,Patriot
151,152,Alabama-Birmingham,ConfUSA
152,153,Penn State,Big10
153,154,Siena,MAAC
154,155,Seton Hall,BigEast
155,156,VCU,CAA
156,157,Central Arkansas,Sthland
157,158,Columbia,Ivy
158,159,St. Bonaventure,Atl10
159,160,Illinois-Chicago,Horiz
160,161,Texas A&M-Corpus Christi,Sthland
161,162,VMI,BigSou
162,163,Rhode Island,Atl10
163,164,Florida International,SBC
164,165,Lafayette,Patriot
165,166,Eastern Michigan,MAC
166,167,High Point,BigSou
167,168,New Mexico State,WAC
168,169,Akron,MAC
169,170,Dartmouth,Ivy
170,171,Utah,MWC
171,172,Portland,WCC
172,173,Temple,Atl10
173,174,Stephen F. Austin,Sthland
174,175,Sacramento State,WAC
175,176,Northwestern,Big10
176,177,UNLV,MWC
177,178,Memphis,ConfUSA
178,179,Fordham,Atl10
179,180,Wright State,Horiz
180,181,Gardner-Webb,AtlSun
181,182,Eastern Illinois,OVC
182,183,Rider,MAAC
183,184,Ohio,MAC
184,185,Delaware,CAA
185,186,Army,Patriot
186,187,Northern Colorado,IndyNCAA
187,188,Massachusetts,Atl10
188,189,Longwood,IndyNCAA
189,190,Princeton,Ivy
190,191,Iowa,Big10
191,192,Mercer,AtlSun
192,193,Binghamton,AmEast
193,194,Pacific,BigWest
194,195,Tennessee Tech,OVC
195,196,Southern,SWAC
196,197,Bradley,MVC
197,198,North Carolina A&T,MEAC
198,199,Louisiana Tech,WAC
199,200,Centenary-LA,Summ
200,201,Western Michigan,MAC
201,202,Central Michigan,MAC
202,203,Saint Louis,Atl10
203,204,Dayton,Atl10
204,205,Vermont,AmEast
205,205,Campbell,AtlSun
206,207,Southeast Missouri State,OVC
207,208,Navy,Patriot
208,209,Wofford,SoCon
209,210,Illinois State,MVC
210,211,USC Upstate,AtlSun
211,212,Radford,BigSou
212,213,Toledo,MAC
213,214,Richmond,Atl10
214,215,Eastern Kentucky,OVC
215,216,Lehigh,Patriot
216,217,Arkansas State,SBC
217,218,Holy Cross,Patriot
218,219,UNC Asheville,BigSou
219,220,Pittsburgh,BigEast
220,221,BYU,MWC
221,222,Western Illinois,Summ
222,223,Minnesota,Big10
223,224,Belmont,AtlSun
224,225,Miami-Ohio,MAC
225,226,Central Connecticut State,NEC
226,227,Austin Peay,OVC
227,228,Arkansas-Little Rock,SBC
228,229,Jackson State,SWAC
229,230,Niagara,MAAC
230,231,UMBC,AmEast
231,232,Brown,Ivy
232,233,Youngstown State,Horiz
233,234,Southern Utah,Summ
234,235,South Dakota State,Summ
235,236,Hofstra,CAA
236,237,Utah Valley,IndyNCAA
237,238,George Washington,Atl10
238,239,Cleveland State,Horiz
239,240,Marist,MAAC
240,241,Mount St. Mary's,NEC
241,242,Murray State,OVC
242,243,Oakland,Summ
243,244,New York Tech,IndyNCAA
244,245,Harvard,Ivy
245,246,Wagner,NEC
246,247,UT Pan American,IndyNCAA
247,248,Albany,AmEast
248,249,Georgetown,BigEast
249,250,Alcorn State,SWAC
250,251,North Dakota State,Summ
251,252,Yale,Ivy
252,253,Davidson,SoCon
253,254,Fairfield,MAAC
254,255,Milwaukee,Horiz
255,256,Valparaiso,Horiz
256,257,East Tennessee State,AtlSun
257,258,McNeese State,Sthland
258,259,Morehead State,OVC
259,260,LaSalle,Atl10
260,261,Buffalo,MAC
261,262,Norfolk State,MEAC
262,263,Maine,AmEast
263,264,Charleston Southern,BigSou
264,265,Prairie View A&M,SWAC
265,266,Saint Joseph's,Atl10
266,267,Mississippi Valley State,SWAC
267,268,Hartford,AmEast
268,269,IPFW,Summ
269,270,Nicholls State,Sthland
270,271,Cornell,Ivy
271,272,Presbyterian,IndyNCAA
272,273,Air Force,MWC
273,274,Penn,Ivy
274,275,Butler,Horiz
275,276,St. Peter's,MAAC
276,277,Evansville,MVC
277,278,Quinnipiac,NEC
278,279,Grambling State,SWAC
279,280,Alabama State,SWAC
280,281,Fairleigh Dickinson,NEC
281,282,Sacred Heart,NEC
282,283,Long Island,NEC
283,284,Hawaii-Hilo,IndyNCAA
284,285,Delaware State,MEAC
285,286,Savannah State,IndyNCAA
286,287,Iona,MAAC
287,288,Tennessee-Martin,OVC
288,289,Florida A&M,MEAC
289,290,Arkansas-Pine Bluff,SWAC
290,291,Texas Southern,SWAC
291,292,Chicago State,IndyNCAA
292,293,New Jersey Tech,IndyNCAA
293,294,UMES,MEAC
294,295,Alabama A&M,SWAC
295,296,Coppin State,MEAC
