,team,power_rating,conference,week,year
79,Bowling Green,-3.6,Mid-American,17,2024
80,Miami (OH),-3.6,Mid-American,17,2024
81,Oklahoma State,-3.8,Big 12,17,2024
82,Troy,-4.0,Sun Belt,17,2024
83,Wake Forest,-4.1,ACC,17,2024
84,Florida State,-4.3,ACC,17,2024
85,Jacksonville State,-4.3,Conference USA,17,2024
86,Old Dominion,-4.4,Sun Belt,17,2024
87,Northwestern,-4.5,Big Ten,17,2024
88,Northern Illinois,-4.6,Mid-American,17,2024
89,Liberty,-4.7,Conference USA,17,2024
90,Florida International,-4.8,Conference USA,17,2024
91,Florida Atlantic,-4.8,American Athletic,17,2024
92,Stanford,-4.8,ACC,17,2024
93,Toledo,-4.8,Mid-American,17,2024
94,Georgia Southern,-5.7,Sun Belt,17,2024
95,Arizona,-5.8,Big 12,17,2024
96,Sam Houston,-6.0,Conference USA,17,2024
97,Western Kentucky,-6.0,Conference USA,17,2024
98,Western Michigan,-6.1,Mid-American,17,2024
99,Houston,-6.5,Big 12,17,2024
100,North Texas,-6.5,American Athletic,17,2024
101,Virginia,-7.2,ACC,17,2024
102,Buffalo,-7.3,Mid-American,17,2024
103,Coastal Carolina,-7.5,Sun Belt,17,2024
104,Colorado State,-7.5,Mountain West,17,2024
105,App State,-7.8,Sun Belt,17,2024
106,Nevada,-7.8,Mountain West,17,2024
107,Oregon State,-7.8,Pac-12,17,2024
108,Arkansas State,-7.9,Sun Belt,17,2024
109,Louisiana Tech,-8.2,Conference USA,17,2024
110,Hawai'i,-8.9,Mountain West,17,2024
111,Rice,-8.9,American Athletic,17,2024
112,Air Force,-9.0,Mountain West,17,2024
113,Charlotte,-9.0,American Athletic,17,2024
114,Utah State,-9.2,Mountain West,17,2024
115,Akron,-9.4,Mid-American,17,2024
116,Georgia State,-9.8,Sun Belt,17,2024
117,Eastern Michigan,-10.1,Mid-American,17,2024
118,UAB,-10.5,American Athletic,17,2024
119,San Diego State,-10.7,Mountain West,17,2024
120,Central Michigan,-11.0,Mid-American,17,2024
121,Temple,-11.8,American Athletic,17,2024
122,Massachusetts,-11.8,FBS Independents,17,2024
123,New Mexico,-12.6,Mountain West,17,2024
124,Tulsa,-12.9,American Athletic,17,2024
125,UL Monroe,-12.9,Sun Belt,17,2024
126,Purdue,-13.6,Big Ten,17,2024
127,Ball State,-14.2,Mid-American,17,2024
128,UTEP,-15.2,Conference USA,17,2024
129,Wyoming,-16.2,Mountain West,17,2024
130,Kennesaw State,-16.4,Conference USA,17,2024
131,Middle Tennessee,-16.4,Conference USA,17,2024
132,New Mexico State,-17.2,Conference USA,17,2024
133,Southern Miss,-20.7,Sun Belt,17,2024
134,Kent State,-23.0,Mid-American,17,2024
