,team,power_rating,conference,week,year
79,Minnesota,-3.4,Big Ten,16,2017
80,Syracuse,-3.6,ACC,16,2017
81,Miami (OH),-3.7,Mid-American,16,2017
82,Wyoming,-3.7,Mountain West,16,2017
83,Baylor,-3.7,Big 12,16,2017
84,Utah State,-3.8,Mountain West,16,2017
85,Western Michigan,-3.8,Mid-American,16,2017
86,Rutgers,-4.2,Big Ten,16,2017
87,Temple,-4.2,American Athletic,16,2017
88,UTSA,-4.7,American Athletic,16,2017
89,Middle Tennessee,-5.1,Conference USA,16,2017
90,BYU,-5.1,Big 12,16,2017
91,Air Force,-5.5,Mountain West,16,2017
92,Central Michigan,-5.5,Mid-American,16,2017
93,Maryland,-5.8,Big Ten,16,2017
94,Tulane,-5.9,American Athletic,16,2017
95,Massachusetts,-5.9,FBS Independents,16,2017
96,Eastern Michigan,-5.9,Mid-American,16,2017
97,Western Kentucky,-6.0,Conference USA,16,2017
98,Cincinnati,-6.2,Big 12,16,2017
99,North Texas,-6.3,American Athletic,16,2017
100,Georgia State,-6.5,Sun Belt,16,2017
101,Tulsa,-7.0,American Athletic,16,2017
102,Buffalo,-7.3,Mid-American,16,2017
103,Florida International,-7.3,Conference USA,16,2017
104,South Alabama,-7.5,Sun Belt,16,2017
105,Nevada,-7.6,Mountain West,16,2017
106,Georgia Southern,-8.5,Sun Belt,16,2017
107,New Mexico State,-8.5,Conference USA,16,2017
108,Akron,-9.6,Mid-American,16,2017
109,Illinois,-11.1,Big Ten,16,2017
110,UNLV,-11.2,Mountain West,16,2017
111,Louisiana,-11.4,Sun Belt,16,2017
112,UConn,-11.7,FBS Independents,16,2017
113,UL Monroe,-12.2,Sun Belt,16,2017
114,Kansas,-12.4,Big 12,16,2017
115,Hawai'i,-12.5,Mountain West,16,2017
116,East Carolina,-12.7,American Athletic,16,2017
117,Bowling Green,-12.8,Mid-American,16,2017
118,New Mexico,-13.0,Mountain West,16,2017
119,Oregon State,-13.8,Pac-12,16,2017
120,Texas State,-13.8,Sun Belt,16,2017
121,Old Dominion,-14.5,Sun Belt,16,2017
122,Ball State,-16.1,Mid-American,16,2017
123,Rice,-16.7,American Athletic,16,2017
124,Charlotte,-18.0,American Athletic,16,2017
125,San José State,-19.0,Mountain West,16,2017
126,Kent State,-19.7,Mid-American,16,2017
127,UTEP,-24.2,Conference USA,16,2017
