,Rank,Team,Conference
118,119,Old Dominion,CAA
119,120,Belmont,AtlSun
120,121,Jacksonville,AtlSun
121,122,Hawaii,WAC
122,123,Connecticut,BigEast
123,124,Louisiana-Monroe,Sthland
124,125,Gardner-Webb,AtlSun
125,126,Southern Illinois,MVC
126,127,Austin Peay,OVC
127,128,Campbell,AtlSun
128,129,Louisville,ConfUSA
129,130,James Madison,CAA
130,131,UNC Asheville,BigSou
131,132,Duke,ACC
132,133,Jacksonville State,OVC
133,134,Michigan State,Big10
134,135,San Diego State,MWC
135,136,Seton Hall,BigEast
136,137,Liberty,BigSou
137,138,Sam Houston State,Sthland
138,139,San Jose State,WAC
139,140,Northwestern,Big10
140,141,Eastern Michigan,MAC
141,142,Nevada,WAC
142,143,Bowling Green,MAC
143,144,Akron,MAC
144,145,Le Moyne,MAAC
145,146,Gonzaga,WCC
146,147,Western Carolina,SoCon
147,148,Charleston Southern,BigSou
148,149,New Mexico,MWC
149,150,Radford,BigSou
150,151,Louisiana Tech,WAC
151,152,Santa Clara,WCC
152,153,Cal State Northridge,BigWest
153,154,McNeese State,Sthland
154,155,East Tennessee State,SoCon
155,156,Illinois-Chicago,Horiz
156,157,Ball State,MAC
157,158,Harvard,Ivy
158,159,Eastern Kentucky,OVC
159,160,Southeast Missouri State,OVC
160,161,Dartmouth,Ivy
161,162,Texas A&M-Corpus Christi,IndyNCAA
162,163,Georgetown,BigEast
163,164,Northern Iowa,MVC
164,165,Central Michigan,MAC
165,166,Stony Brook,AmEast
166,167,Southern,SWAC
167,168,Northern Illinois,MAC
168,169,UNC Charlotte,ConfUSA
169,170,Evansville,MVC
170,171,Wake Forest,ACC
171,172,Delaware State,MEAC
172,173,Yale,Ivy
173,174,Binghamton,AmEast
174,175,Furman,SoCon
175,176,Lehigh,Patriot
176,177,Southeastern Louisiana,Sthland
177,178,Duquesne,Atl10
178,179,Nicholls State,Sthland
179,180,St. Bonaventure,Atl10
180,181,Sacramento State,IndyNCAA
181,182,Massachusetts,Atl10
182,183,Marshall,MAC
183,184,Vermont,AmEast
184,185,Illinois State,MVC
185,186,Samford,OVC
186,187,Georgia State,AtlSun
187,188,Maryland,ACC
188,189,Illinois,Big10
189,190,Davidson,SoCon
190,191,Bradley,MVC
191,192,Fordham,Atl10
192,193,Pacific,BigWest
193,194,Arkansas-Little Rock,SBC
194,195,Quinnipiac,NEC
195,196,VMI,BigSou
196,197,Eastern Illinois,OVC
197,198,Bethune-Cookman,MEAC
198,199,Marist,MAAC
199,200,Wofford,SoCon
200,201,San Francisco,WCC
201,202,Siena,MAAC
202,203,Dayton,Atl10
203,204,Iowa,Big10
204,205,New York Tech,IndyNCAA
205,206,Hofstra,CAA
206,207,Lipscomb,AtlSun
207,208,Holy Cross,Patriot
208,209,Jackson State,SWAC
209,210,Ohio,MAC
210,211,BYU,MWC
211,212,Lafayette,Patriot
212,213,Manhattan,MAAC
213,214,Indiana,Big10
214,215,Niagara,MAAC
215,216,Brown,Ivy
216,217,Temple,Atl10
217,218,Mississippi Valley State,SWAC
218,219,Columbia,Ivy
219,220,LaSalle,Atl10
220,221,Rider,MAAC
221,222,Bucknell,Patriot
222,223,Saint Louis,ConfUSA
223,224,Youngstown State,Horiz
224,225,Mercer,AtlSun
225,226,North Carolina A&T,MEAC
226,227,Cincinnati,ConfUSA
227,228,Western Michigan,MAC
228,229,Indiana State,MVC
229,230,Wagner,NEC
230,231,Cleveland State,Horiz
231,232,Texas Southern,SWAC
232,233,Savannah State,IndyNCAA
233,234,Western Illinois,MCC
234,235,Mount St. Mary's,NEC
235,236,Pace,IndyNCAA
236,237,Towson,CAA
237,238,Monmouth,NEC
238,239,Wright State,Horiz
239,240,Milwaukee,Horiz
240,241,Cornell,Ivy
241,242,Florida A&M,MEAC
242,243,Tennessee Tech,OVC
243,244,Oakland,MCC
244,245,UMBC,AmEast
245,246,Toledo,MAC
246,247,Murray State,OVC
247,248,St. Mary's CA,WCC
248,249,Iona,MAAC
249,250,Butler,Horiz
250,251,Fairfield,MAAC
251,252,Tennessee-Martin,OVC
252,253,High Point,BigSou
253,254,Centenary-LA,MCC
254,255,Utah,MWC
255,256,Southern Utah,MCC
256,257,Hartford,AmEast
257,258,Northern Colorado,IndyNCAA
258,259,Xavier,Atl10
259,260,Fairleigh Dickinson,NEC
260,261,Arkansas-Pine Bluff,SWAC
261,262,Norfolk State,MEAC
262,263,Appalachian State,SoCon
263,264,IPFW,IndyNCAA
264,265,Morehead State,OVC
265,266,Sacred Heart,NEC
266,267,Valparaiso,MCC
267,268,Prairie View A&M,SWAC
268,269,Alcorn State,SWAC
269,270,Portland,WCC
270,271,Navy,Patriot
271,272,Detroit Mercy,Horiz
272,273,Hawaii-Hilo,IndyNCAA
273,274,St. Francis,NEC
274,275,Buffalo,MAC
275,276,Saint Joseph's,Atl10
276,277,Alabama State,SWAC
277,278,Coppin State,MEAC
278,279,Long Island,NEC
279,280,Chicago State,MCC
280,281,Grambling State,SWAC
281,282,Penn,Ivy
282,283,Alabama A&M,SWAC
283,284,St. Peter's,MAAC
284,285,Air Force,MWC
285,286,Canisius,MAAC
286,287,UMES,MEAC
