,Rank,Team,Conference
149,150,UC Riverside,BigWest
150,151,Butler,BigEast
151,152,Stephen F. Austin,Sthland
152,153,St. Bonaventure,Atl10
153,154,Ohio State,Big10
154,155,Radford,BigSou
155,156,Kennesaw State,AtlSun
156,157,Stetson,AtlSun
157,158,Central Michigan,MAC
158,159,UMBC,AmEast
159,160,Belmont,OVC
160,161,UC Irvine,BigWest
161,162,Bryant,NEC
162,163,Ball State,MAC
163,164,Northeastern,CAA
164,165,Wofford,SoCon
165,166,Indiana State,MVC
166,167,Cal State Bakersfield,WAC
167,168,Creighton,BigEast
168,169,Fairfield,MAAC
169,170,Austin Peay,OVC
170,171,East Tennessee state,SoCon
171,171,Albany,AmEast
172,173,Texas State,SBC
173,174,UC Davis,BigWest
174,175,Alabama,SEC
175,176,Cal State Northridge,BigWest
176,177,Murray State,OVC
177,178,Sacramento State,WAC
178,179,Stony Brook,AmEast
179,180,Arkansas State,SBC
180,181,Northwestern,Big10
181,182,Mass-Lowell,AmEast
182,183,Appalachian State,SBC
183,184,Hartford,AmEast
184,185,Ohio,MAC
185,186,Gardner-Webb,BigSou
186,187,Princeton,Ivy
187,188,Alabama-Birmingham,ConfUSA
188,189,Harvard,Ivy
189,190,George Washington,Atl10
190,191,Eastern Michigan,MAC
191,192,George Mason,Atl10
192,193,Maine,AmEast
193,194,Fordham,Atl10
194,195,Pepperdine,WCC
195,196,North Carolina A&T,MEAC
196,197,UNC Asheville,BigSou
197,198,Eastern Illinois,OVC
198,199,Holy Cross,Patriot
199,200,Southern Illinois,MVC
200,201,Penn State,Big10
201,202,Air Force,MWC
202,202,Navy,Patriot
203,204,Penn,Ivy
204,205,Alabama State,SWAC
205,206,Nevada,MWC
206,207,Monmouth,MAAC
207,208,Bradley,MVC
208,209,Texas A&M Corpus Christi,Sthland
209,210,Elon,CAA
210,211,Georgetown,BigEast
211,212,Valparaiso,Horiz
212,213,Saint Joseph's,Atl10
213,214,VMI,SoCon
214,214,Georgia State,SBC
215,216,Lipscomb,AtlSun
216,217,Niagara,MAAC
217,218,Northern Kentucky,Horiz
218,219,Brown,Ivy
219,220,Campbell,BigSou
220,221,Tennessee-Martin,OVC
221,222,San Jose State,MWC
222,223,Western Michigan,MAC
223,224,Little Rock,SBC
224,225,Rider,MAAC
225,226,Jackson State,SWAC
226,227,Siena,MAAC
227,228,SIU-Edwardsville,OVC
228,229,Toledo,MAC
229,230,Buffalo,MAC
230,231,Miami-Ohio,MAC
231,232,Sacred Heart,NEC
232,233,Northern Colorado,WAC
233,234,Army,Patriot
234,235,Bucknell,Patriot
235,236,South Dakota State,Summ
236,237,Iona,MAAC
237,238,Charleston Southern,BigSou
238,239,Citadel,SoCon
239,240,James Madison,CAA
240,241,Northwestern State,Sthland
241,242,Eastern Kentucky,OVC
242,243,Oakland,Horiz
243,244,Pacific,WCC
244,245,Western Kentucky,ConfUSA
245,246,Towson,CAA
246,247,Quinnipiac,MAAC
247,248,North Dakota State,Summ
248,249,Villanova,BigEast
249,250,Norfolk State,MEAC
250,251,UT Rio Grande Valley,WAC
251,252,NC Central,MEAC
252,253,Milwaukee,Horiz
253,254,Massachusetts,Atl10
254,255,Louisiana-Monroe,SBC
255,256,Long Island,NEC
256,257,Richmond,Atl10
257,258,Longwood,BigSou
258,259,UNLV,MWC
259,260,Evansville,MVC
260,261,Santa Clara,WCC
261,262,USC Upstate,AtlSun
262,263,Northern Illinois,MAC
263,264,Utah Valley,WAC
264,265,Abilene Christian,Sthland
265,266,Manhattan,MAAC
266,267,Texas Southern,SWAC
267,268,Illinois State,MVC
268,269,Western Illinois,Summ
269,270,Dayton,Atl10
270,271,Hofstra,CAA
271,272,Wagner,NEC
272,273,Incarnate Word,Sthland
273,274,Bowling Green,MAC
274,275,Portland,WCC
275,276,Delaware State,MEAC
276,277,Seattle,WAC
277,278,Youngstown State,Horiz
278,279,Grambling State,SWAC
279,280,Nebraska-Omaha,Summ
280,281,LaSalle,Atl10
281,282,Lehigh,Patriot
282,283,Arkansas-Pine Bluff,SWAC
283,284,Chicago State,WAC
284,285,Prairie View A&M,SWAC
285,286,Alcorn State,SWAC
286,287,Savannah State,MEAC
287,288,Fairleigh Dickinson,NEC
288,289,New Jersey Tech,AtlSun
289,290,UMES,MEAC
290,291,Southern,SWAC
291,292,Lafayette,Patriot
292,293,Mississippi Valley State,SWAC
293,294,New York Tech,IndyNCAA
294,295,Coppin State,MEAC
295,296,Mount St. Mary's,NEC
296,297,Alabama A&M,SWAC
297,298,IPFW,Summ
298,299,St. Peter's,MAAC
