,Team,G,AB,H,BA,HPG,ABPG,HPAB,BB,BBPG,IP,ER,ERA,RA,PO,A,E,PCT,APG,EPG,HBP,OBP,HBPPG,RPG,RS,TB,SLG,KP9,WP9,WHIP,OPS,PYTHAG,wOBA,wRAA,oWAR_z,pWAR_z,fWAR,ISO,wRC+,BB%,BABIP,RA9,FIP,LOB%,K/BB,Rating,Conference
1,Florida,68,2281,634,0.278,9.323529411764707,33.544117647058826,0.2779482683033757,299,4.397058823529412,613.1,198,2.91,221,1840,724,46,0.982,10.647058823529411,0.6764705882352942,50,0.37,0.7352941176470589,6.0,408,953,0.418,9.8,2.44,1.11,0.788,0.754,0.33421360643745435,72.82322745011132,0.5402998332074895,3.1454539708859515,3.6857538040934408,0.13985094256904868,119.1610339024443,0.10936356986100951,0.2516240796881767,3.2441689773283313,-0.5079717340842675,0.7371751848313808,4.04,5.85,SEC
2,Louisville,64,2209,711,0.322,11.109375,34.515625,0.3218650973291082,244,3.8125,569.0,178,2.82,202,1707,661,53,0.978,10.328125,0.828125,77,0.402,1.203125,7.359375,471,1086,0.492,9.0,3.35,1.15,0.894,0.825,0.3684407796101949,283.0761676631256,2.100236580123829,1.8581905028052192,3.9584270829290484,0.16976007243096425,176.3246829955531,0.09145427286356822,0.28806767586821014,3.195079086115993,0.0021710407657366555,0.7541267533627395,2.68,5.62,ACC
3,Texas A&M,65,2287,712,0.311,10.953846153846154,35.184615384615384,0.31132487975513773,261,4.015384615384615,581.0,197,3.05,233,1743,677,57,0.977,10.415384615384616,0.8769230769230769,46,0.388,0.7076923076923077,7.246153846153846,471,1067,0.467,9.2,3.1,1.21,0.855,0.784,0.3579659133012227,220.72767361603476,1.6376522905514,2.199137501256655,3.836789791808055,0.15522518583296896,158.83034950323304,0.09670248240088922,0.28029322984044847,3.6092943201376935,-0.13585692925127021,0.7255335901971772,2.97,5.31,SEC
4,TCU,67,2297,693,0.302,10.343283582089553,34.28358208955224,0.3016978667827601,315,4.701492537313433,586.1,207,3.18,248,1759,701,65,0.974,10.462686567164178,0.9701492537313433,47,0.393,0.7014925373134329,6.970149253731344,467,1041,0.453,8.2,2.93,1.23,0.8460000000000001,0.761,0.3540186915887851,202.02081241409041,1.4988598428509694,2.0806017063764837,3.579461549227453,0.15150195907705702,152.23799682123627,0.11322789360172537,0.2746448557899268,3.808223852584883,0.04390160027918048,0.7109535513336552,2.81,4.89,Big 12
5,Cal St. Fullerton,59,1971,516,0.262,8.745762711864407,33.40677966101695,0.2617960426179604,211,3.5762711864406778,534.2,132,2.22,166,1604,576,53,0.976,9.76271186440678,0.8983050847457628,42,0.343,0.711864406779661,4.728813559322034,279,726,0.368,8.5,2.54,1.04,0.7110000000000001,0.721,0.3055030355594102,-92.28718309850332,-0.6847094173279977,1.482104721449064,0.7973953041210662,0.106544901065449,71.21079884644381,0.09150043365134432,0.24623115577889448,2.796705353800075,-0.16646141398509037,0.7694780036104011,3.32,4.71,Big West
6,Miami (FL),64,2125,634,0.298,9.90625,33.203125,0.2983529411764706,299,4.671875,577.1,233,3.63,264,1732,655,42,0.983,10.234375,0.65625,78,0.399,1.21875,6.828125,437,912,0.429,6.7,3.57,1.34,0.8280000000000001,0.716,0.3548784253184099,193.3226368796024,1.4343251750663968,1.3532559917863833,2.78758116685278,0.1308235294117647,153.67385940286846,0.11539945966808182,0.27099767981438516,4.1171374111939,0.5791636149639648,0.7079071869552639,1.86,4.65,ACC
7,Coastal Carolina,73,2417,709,0.293,9.712328767123287,33.10958904109589,0.2933388498138188,342,4.684931506849315,646.1,245,3.41,305,1939,734,78,0.972,10.054794520547945,1.0684931506849316,77,0.393,1.0547945205479452,7.068493150684931,516,1138,0.471,7.7,3.47,1.32,0.864,0.724,0.3585167785234899,247.5194242789456,1.8364292319390092,2.669127420122489,4.5055566520614985,0.17749275961936284,159.7503631457374,0.11476510067114094,0.25030624744793795,4.248568333075375,0.3292393427944203,0.693579054512795,2.22,4.58,Big South
8,Louisiana,64,2104,576,0.274,9.0,32.875,0.2737642585551331,223,3.484375,564.2,204,3.25,237,1694,687,58,0.976,10.734375,0.90625,76,0.361,1.1875,5.5625,356,856,0.407,8.7,2.65,1.14,0.768,0.678,0.32766077170418006,28.419419773016095,0.2108531618395178,1.9536001661168494,2.1644533279563674,0.13307984790874525,108.2169824212558,0.08963022508038586,0.24953007518796994,3.780574264445232,-0.15732839029474624,0.6892795502361185,3.28,4.18,Sun Belt
9,South Carolina,64,2195,638,0.291,9.96875,34.296875,0.2906605922551253,270,4.21875,574.0,210,3.29,242,1722,523,50,0.978,8.171875,0.78125,66,0.381,1.03125,6.28125,402,905,0.412,9.7,3.34,1.21,0.7929999999999999,0.717,0.33928,100.7964976525364,0.7478428624558469,2.124810368426529,2.872653230882376,0.12164009111617312,127.62254319260103,0.10285714285714286,0.2671171171171171,3.7944250871080136,-0.1703217383350102,0.7075976265369172,2.91,4.17,SEC
10,Vanderbilt,62,2076,568,0.274,9.161290322580646,33.483870967741936,0.27360308285163776,268,4.32258064516129,551.1,199,3.25,249,1654,601,59,0.975,9.693548387096774,0.9516129032258065,65,0.369,1.0483870967741935,6.709677419354839,416,864,0.416,9.7,3.44,1.24,0.7849999999999999,0.719,0.3309533227848101,48.20094423473309,0.3576188949921369,1.7070671839557028,2.06468607894784,0.14258188824662812,113.71595347692482,0.1060126582278481,0.24916943521594684,4.06641262928688,-0.12235217133535026,0.6886096635966208,2.81,4.16,SEC
11,Oklahoma St.,65,2155,567,0.263,8.723076923076922,33.15384615384615,0.2631090487238979,275,4.230769230769231,583.1,208,3.21,247,1750,745,57,0.978,11.461538461538462,0.8769230769230769,54,0.358,0.8307692307692308,5.584615384615384,363,846,0.393,8.9,3.93,1.32,0.751,0.669,0.32018583042973287,-15.321804099234695,-0.11367757910654724,1.8428973725646436,1.7292197934580964,0.1294663573085847,95.73289798204175,0.1064653503677894,0.2393005062126093,3.812382095695421,0.2162015505145121,0.7312871041139801,2.25,4.06,Big 12
12,Fla. Atlantic,58,2028,584,0.288,10.068965517241379,34.96551724137931,0.2879684418145957,266,4.586206896551724,528.0,190,3.24,225,1584,645,52,0.977,11.120689655172415,0.896551724137931,62,0.382,1.0689655172413792,6.155172413793103,357,823,0.406,6.4,2.91,1.23,0.788,0.699,0.3401850328947369,98.49565423577272,0.730772137113914,0.7994321977809893,1.5302043348949033,0.1178500986193294,129.1340610311137,0.109375,0.2676056338028169,3.835227272727273,0.4152358157951835,0.7080305047558265,2.19,4.06,Conference USA
13,Houston,59,1976,536,0.271,9.084745762711865,33.49152542372882,0.27125506072874495,211,3.5762711864406778,522.0,144,2.48,197,1566,624,70,0.969,10.576271186440678,1.1864406779661016,54,0.354,0.9152542372881356,4.898305084745763,289,753,0.381,8.2,1.97,1.05,0.735,0.668,0.31583979328165374,-37.20278495342699,-0.2760198800439145,1.3984753744682967,1.1224554944243823,0.10981781376518218,88.47447376965978,0.090869939707149,0.24974974974974976,3.396551724137931,-0.2795472937755465,0.7038883700722025,4.17,3.98,American Athletic
14,LSU,66,2283,674,0.295,10.212121212121213,34.59090909090909,0.2952255803766973,271,4.106060606060606,591.0,262,3.99,296,1773,631,59,0.976,9.56060606060606,0.8939393939393939,78,0.385,1.1818181818181819,6.454545454545454,426,964,0.422,8.2,3.75,1.37,0.8069999999999999,0.661,0.34121685434071924,118.09106831365781,0.8761570552043133,1.8744126787281545,2.7505697339324677,0.12702584318878668,130.85733156728097,0.09843806756265892,0.27197921177999135,4.50761421319797,0.29593726905976286,0.6813958087795163,2.2,3.98,SEC
15,Wright St.,63,2130,605,0.284,9.603174603174603,33.80952380952381,0.284037558685446,296,4.698412698412699,561.2,218,3.49,251,1685,777,67,0.974,12.333333333333334,1.0634920634920635,85,0.387,1.3492063492063493,7.111111111111111,448,907,0.426,6.4,2.45,1.2,0.813,0.743,0.34228819969742813,119.99193063700164,0.8902601872984883,1.4560716336303396,2.346331820928828,0.14178403755868543,132.6466119650327,0.11195158850226929,0.2578558225508318,4.025302922309336,0.26443962987597325,0.6813083686968564,2.63,3.91,Horizon League
16,Ohio St.,65,2207,589,0.267,9.061538461538461,33.95384615384615,0.26687811508835524,276,4.246153846153846,587.2,219,3.35,255,1763,747,65,0.975,11.492307692307692,1.0,70,0.363,1.0769230769230769,5.7384615384615385,373,923,0.418,7.6,2.47,1.24,0.7809999999999999,0.667,0.3276977611940298,30.842710153380697,0.22883236207781074,2.1428347735018334,2.371667135579644,0.15133665609424557,108.27875948380297,0.10298507462686567,0.23824451410658307,3.908378746594005,0.0035203067183446845,0.7035188224644934,3.07,3.89,Big Ten
17,Florida St.,63,2159,635,0.294,10.079365079365079,34.26984126984127,0.29411764705882354,332,5.26984126984127,568.0,233,3.69,293,1704,678,78,0.968,10.761904761904763,1.2380952380952381,92,0.404,1.4603174603174602,7.301587301587301,460,972,0.45,8.1,3.57,1.31,0.8540000000000001,0.695,0.36317182258665676,251.847060381937,1.8685374087735334,1.5744055230035525,3.442942931777086,0.15609078276980085,167.52486745542308,0.12374207976146105,0.2633257403189066,4.642605633802817,0.25071042303942975,0.6517975188068119,2.28,3.82,ACC
18,Arizona,73,2443,702,0.287,9.616438356164384,33.465753424657535,0.28735161686451083,323,4.424657534246576,650.2,230,3.18,275,1952,795,64,0.977,10.89041095890411,0.8767123287671232,50,0.377,0.684931506849315,5.808219178082192,424,971,0.397,7.0,2.89,1.17,0.774,0.688,0.33208404509736933,63.49248017460432,0.4710719045207071,2.790572143665817,3.261644048186524,0.1101105198526402,115.6044007983169,0.11035189613939186,0.2729107791683488,3.8065210704398647,0.2810235917863349,0.6961547888150227,2.43,3.59,Pac-12
19,DBU,63,2127,619,0.291,9.825396825396826,33.76190476190476,0.2910202162670428,289,4.587301587301587,561.2,239,3.83,294,1685,642,67,0.972,10.19047619047619,1.0634920634920635,74,0.388,1.1746031746031746,6.7936507936507935,428,964,0.453,7.6,4.05,1.39,0.841,0.665,0.35595744680851066,199.35073717984616,1.4790496634037331,1.17124289310822,2.6502925565119533,0.1622002820874471,155.47595990099452,0.11179883945841393,0.25715604801477376,4.714896650035637,0.5317240204675625,0.6677112427093788,1.89,3.55,Missouri Valley
20,Tulane,62,2089,551,0.264,8.887096774193548,33.693548387096776,0.26376256582096697,258,4.161290322580645,558.1,201,3.24,243,1675,707,66,0.973,11.403225806451612,1.064516129032258,46,0.354,0.7419354838709677,5.725806451612903,355,884,0.423,8.0,3.08,1.24,0.7769999999999999,0.667,0.33018240778273206,42.62239670090663,0.3162297886917971,1.5551107983027481,1.8713405869945452,0.1594064145524174,112.4284292505742,0.10458046209971625,0.23007590132827324,3.9186525712237947,0.1264499522972379,0.7014163556922876,2.59,3.54,American Athletic
21,California,53,1862,545,0.293,10.283018867924529,35.132075471698116,0.29269602577873255,173,3.2641509433962264,476.0,169,3.2,212,1428,575,46,0.978,10.849056603773585,0.8679245283018868,60,0.368,1.1320754716981132,6.245283018867925,331,828,0.445,6.5,3.71,1.33,0.813,0.693,0.3453184565318456,112.75111384019483,0.8365381504623591,-0.20413610361877346,0.6324020468435857,0.15198711063372716,137.70751890789975,0.0804277080427708,0.2648936170212766,4.008403361344538,0.6661460109103308,0.7161056936493785,1.75,3.42,Pac-12
22,North Florida,58,2065,654,0.317,11.275862068965518,35.60344827586207,0.3167070217917676,227,3.913793103448276,520.1,213,3.68,248,1561,627,67,0.97,10.810344827586206,1.1551724137931034,50,0.394,0.8620689655172413,7.120689655172414,413,920,0.446,7.0,2.78,1.3,0.8400000000000001,0.718,0.3606686167989971,210.71819504540682,1.563388627822237,0.849887181569354,2.413275809391591,0.1288135593220339,163.34420151110314,0.09486000835770998,0.2914066250600096,4.2914824072293785,0.24465393335869423,0.6830325290009818,2.52,3.4,ASUN
23,NC State,60,2133,646,0.303,10.766666666666667,35.55,0.30285982184716365,252,4.2,535.1,245,4.12,280,1606,664,59,0.975,11.066666666666666,0.9833333333333333,33,0.382,0.55,6.85,411,966,0.453,8.4,4.29,1.44,0.835,0.669,0.35424949698189134,181.78512925076961,1.348724554690721,0.8775502311543321,2.226274785845053,0.15002344116268168,152.6234706210659,0.10140845070422536,0.2735717603344171,4.7094001121285745,0.44273615129596816,0.682452583277637,1.96,3.36,ACC
24,Iowa,56,1930,542,0.281,9.678571428571429,34.464285714285715,0.28082901554404144,242,4.321428571428571,495.1,196,3.56,224,1486,574,46,0.978,10.25,0.8214285714285714,50,0.372,0.8928571428571429,5.696428571428571,319,740,0.383,6.9,3.13,1.29,0.755,0.656,0.3248831168831169,11.489443815529295,0.08524401890083994,0.3364558574954431,0.42169987639628304,0.10259067357512953,103.57795235319588,0.10476190476190476,0.2650231124807396,4.071904665724095,0.3849341686957,0.702294250450422,2.22,3.32,Big Ten
25,Indiana,56,1884,483,0.256,8.625,33.642857142857146,0.25636942675159236,192,3.4285714285714284,506.1,174,3.09,212,1519,626,55,0.975,11.178571428571429,0.9821428571428571,58,0.339,1.0357142857142858,4.821428571428571,270,692,0.367,7.3,2.31,1.15,0.706,0.609,0.3052831898504758,-89.45163285751347,-0.6636715235693366,0.8626358688716361,0.19896434530229956,0.11093418259023355,70.84362908641931,0.08699592206615316,0.23403141361256544,3.7700059276822757,0.009051386922033354,0.6913113090483619,3.17,3.28,Big Ten
26,UConn,63,2160,592,0.274,9.396825396825397,34.285714285714285,0.2740740740740741,261,4.142857142857143,556.0,221,3.58,256,1668,606,66,0.972,9.619047619047619,1.0476190476190477,58,0.365,0.9206349206349206,6.158730158730159,388,863,0.4,9.0,3.5,1.29,0.765,0.682,0.3281704456606724,32.24587569354858,0.23924291560394453,1.6078529881066985,1.8470959037106431,0.12546296296296297,109.06820151123978,0.10203283815480844,0.2502295684113866,4.143884892086331,0.04568978468776275,0.6939580910017266,2.58,3.28,American Athletic
27,Mississippi St.,63,2216,682,0.308,10.825396825396826,35.17460317460318,0.30776173285198555,235,3.7301587301587302,567.0,211,3.35,249,1701,682,61,0.975,10.825396825396826,0.9682539682539683,62,0.385,0.9841269841269841,6.428571428571429,405,989,0.446,9.1,3.3,1.29,0.831,0.709,0.35365495947510617,185.96292779886443,1.3797210366889472,1.8947768574443093,3.2744978941332565,0.1385379061371841,151.63051881522918,0.09069857197993053,0.2831029870708872,3.952380952380952,-0.06101671907161184,0.7119068398869401,2.77,3.27,SEC
28,Southern Miss.,61,2038,621,0.305,10.180327868852459,33.40983606557377,0.30471050049067716,277,4.540983606557377,532.1,248,4.19,285,1597,644,55,0.976,10.557377049180328,0.9016393442622951,78,0.403,1.278688524590164,6.868852459016393,419,959,0.471,7.7,3.89,1.45,0.874,0.669,0.3733523887300939,287.7664919537439,2.135035661689477,0.787016137150448,2.9220517988399246,0.16584887144259078,184.527682956883,0.11310739077174357,0.2682808716707022,4.820522458184551,0.48814116983232547,0.6767687566037605,1.97,3.25,Conference USA
29,Missouri St.,59,2052,614,0.299,10.40677966101695,34.779661016949156,0.29922027290448344,273,4.627118644067797,518.0,261,4.53,307,1554,618,60,0.973,10.474576271186441,1.0169491525423728,55,0.391,0.9322033898305084,7.4576271186440675,440,1027,0.5,9.1,4.5,1.44,0.891,0.659,0.3730656339176518,286.6034184105656,2.1264064308329096,0.6956538199272316,2.822060250760141,0.20126705653021443,184.04876664698287,0.11129229514879739,0.2566074002883229,5.333976833976834,0.3688731904424029,0.6310614749412098,2.02,3.24,Missouri Valley
30,North Carolina,55,1856,530,0.286,9.636363636363637,33.74545454545454,0.2855603448275862,293,5.327272727272727,490.1,172,3.16,213,1471,475,68,0.966,8.636363636363637,1.2363636363636363,49,0.391,0.8909090909090909,6.7272727272727275,370,763,0.411,9.5,3.96,1.3,0.802,0.733,0.34011673151750976,93.30939045094898,0.6922935148936897,0.5347368837247297,1.2270303986184194,0.1255387931034483,129.01998921043824,0.12667531344574146,0.263771186440678,3.911446643542134,0.091306070214106,0.7188519005562832,2.39,3.24,ACC
31,East Carolina,62,2088,602,0.288,9.709677419354838,33.67741935483871,0.2883141762452107,224,3.6129032258064515,556.1,218,3.53,258,1669,666,69,0.971,10.741935483870968,1.1129032258064515,79,0.375,1.2741935483870968,5.258064516129032,326,823,0.394,7.5,3.33,1.3,0.769,0.605,0.33025775271848573,43.33317129049929,0.3215032626320742,1.3242775211865796,1.6457807838186538,0.10584291187739464,112.55426469268414,0.09021345146999597,0.26966824644549764,4.175508002157885,0.3157196877847302,0.6937541835362732,2.25,3.22,American Athletic
32,Michigan St.,56,1922,544,0.283,9.714285714285714,34.32142857142857,0.28303850156087407,184,3.2857142857142856,511.1,156,2.75,199,1534,567,68,0.969,10.125,1.2142857142857142,36,0.353,0.6428571428571429,5.178571428571429,290,751,0.391,8.2,3.2,1.22,0.744,0.666,0.31698876404494386,-29.713394835110083,-0.2204535947604923,0.8501235687812678,0.6296699740207755,0.1077003121748179,90.39339828029588,0.08269662921348314,0.26632390745501283,3.504206613187243,0.10287792393120931,0.7368644675864049,2.56,3.2,Big Ten
33,Long Beach St.,60,2019,542,0.268,9.033333333333333,33.65,0.2684497275879148,213,3.55,550.0,194,3.17,222,1650,648,53,0.977,10.8,0.8833333333333333,56,0.352,0.9333333333333333,5.166666666666667,310,749,0.371,8.2,3.13,1.21,0.723,0.648,0.3107494736842105,-66.11985248482317,-0.49056525672014567,1.4802547682555385,0.9896895115353928,0.1025260029717682,79.97300501641304,0.08968421052631578,0.2512266928361138,3.632727272727273,0.07801475374267738,0.7201240250622287,2.62,3.2,Big West
34,UC Santa Barbara,64,2096,543,0.259,8.484375,32.75,0.25906488549618323,225,3.515625,574.1,238,3.73,276,1723,710,66,0.974,11.09375,1.03125,91,0.351,1.421875,5.21875,334,774,0.369,7.7,3.01,1.33,0.72,0.586,0.30961538461538457,-76.85271404498128,-0.5701959393174687,1.7712965298464873,1.2011005905290186,0.11020992366412213,78.07893479204732,0.08921490880253767,0.240018788163457,4.326772339313709,0.15543515449521714,0.6859769785295603,2.57,3.15,Big West
35,Ole Miss,62,2091,580,0.277,9.35483870967742,33.725806451612904,0.2773792443806791,243,3.9193548387096775,545.2,214,3.53,261,1637,604,63,0.973,9.741935483870968,1.0161290322580645,48,0.361,0.7741935483870968,6.161290322580645,382,844,0.404,8.2,3.4,1.38,0.765,0.668,0.32705715443858935,24.722284078669915,0.18342287800090123,1.278182451825083,1.4616053298259843,0.12625538020086083,107.20886628549937,0.09850020267531415,0.25129411764705883,4.308510638297872,0.2009752721516663,0.7017216293296168,2.41,3.12,SEC
36,Virginia,60,2122,645,0.304,10.75,35.36666666666667,0.3039585296889727,218,3.6333333333333333,537.2,252,4.22,297,1613,623,69,0.97,10.383333333333333,1.15,41,0.375,0.6833333333333333,6.833333333333333,410,935,0.441,6.9,3.63,1.33,0.8160000000000001,0.643,0.34910135412392285,149.14599875615716,1.1065639504472795,0.8080377012545888,1.9146016517018682,0.13666352497643733,144.02542980919765,0.08945424702503077,0.2803347280334728,4.975800446760982,0.5415266466092191,0.630257292386307,1.91,3.05,ACC
37,Texas Tech,67,2280,663,0.291,9.895522388059701,34.02985074626866,0.29078947368421054,347,5.17910447761194,594.1,271,4.1,321,1783,844,71,0.974,12.597014925373134,1.0597014925373134,74,0.397,1.1044776119402986,6.895522388059701,462,1012,0.444,6.7,3.88,1.4,0.841,0.661,0.356931858722797,222.50365683201204,1.6508289028627563,1.4867470569933303,3.1375759598560866,0.1530701754385965,157.1033493572985,0.12379593292900463,0.26331745344304897,4.8628177074566565,0.681250173242935,0.6598151046110086,1.73,2.98,Big 12
38,Oregon St.,54,1798,499,0.278,9.24074074074074,33.2962962962963,0.2775305895439377,223,4.12962962962963,480.0,188,3.53,222,1440,585,59,0.972,10.833333333333334,1.0925925925925926,50,0.367,0.9259259259259259,5.833333333333333,315,730,0.406,7.2,3.34,1.23,0.773,0.655,0.3329990627928772,50.82413829209061,0.3770812473388807,0.09834574025671004,0.47542698759559077,0.12847608453837597,117.13259449973702,0.10449859418931584,0.25915800984144344,4.1625000000000005,0.3977443814638027,0.675905188989959,2.15,2.92,Pac-12
39,Southeastern La.,61,2004,566,0.282,9.278688524590164,32.85245901639344,0.282435129740519,296,4.852459016393443,532.0,178,3.01,248,1596,671,89,0.962,11.0,1.459016393442623,84,0.391,1.3770491803278688,6.721311475409836,410,842,0.42,7.8,3.23,1.23,0.8109999999999999,0.715,0.34027667984189724,103.00295955178939,0.7642133398143486,1.041789345682822,1.8060026854971705,0.1377245508982036,129.2871228659748,0.11699604743083004,0.2552773686794305,4.195488721804511,0.23447352719507594,0.6748809314929651,2.42,2.91,Southland
40,South Alabama,64,2120,558,0.263,8.71875,33.125,0.2632075471698113,330,5.15625,573.1,240,3.77,279,1720,639,51,0.979,9.984375,0.796875,50,0.37,0.78125,5.96875,382,782,0.369,6.6,3.12,1.25,0.739,0.64,0.31623721106479724,-39.84677920423744,-0.29563655596909355,1.4270674697356318,1.1314309137665384,0.10566037735849057,89.13821104601392,0.12504736642667677,0.24488847583643122,4.381434304658873,0.4575734116135127,0.6590701269562919,2.1,2.87,Sun Belt
41,Bradley,50,1699,481,0.283,9.62,33.98,0.2831077104178929,189,3.78,437.2,171,3.52,205,1313,435,54,0.97,8.7,1.08,60,0.371,1.2,5.56,278,712,0.419,7.7,3.02,1.25,0.79,0.636,0.3381972111553785,72.05664267800218,0.5346122848934064,-0.3728515594442893,0.16176072544911707,0.13596233078281342,125.81415074244174,0.09412350597609562,0.26426076833527357,4.220036596523331,0.1934814626381377,0.6774574426215557,2.54,2.83,Missouri Valley
42,CSUN,55,1829,474,0.259,8.618181818181819,33.25454545454546,0.25915800984144344,199,3.618181818181818,491.2,180,3.29,210,1475,605,47,0.978,11.0,0.8545454545454545,60,0.347,1.0909090909090908,4.636363636363637,255,654,0.358,8.2,3.06,1.23,0.705,0.588,0.3036668196420377,-96.49387117451899,-0.7159202403773367,0.5729235620092276,-0.14299667836810914,0.09841443411700383,68.1440891935572,0.09132629646626893,0.24163969795037757,3.8477198697068404,0.0687074613435123,0.706584969500526,2.69,2.81,Big West
43,UNCW,60,2167,694,0.32,11.566666666666666,36.11666666666667,0.3202584217812644,267,4.45,534.2,266,4.48,317,1604,629,84,0.964,10.483333333333333,1.4,33,0.398,0.55,8.416666666666666,505,1120,0.517,7.2,4.21,1.43,0.915,0.701,0.376723602484472,322.85145472181495,2.3953427120006707,0.6260390259480912,3.021381737948762,0.1965851407475773,190.15803049100572,0.10364906832298136,0.2759090909090909,5.340696368401347,0.6774768149728052,0.6265817766615827,1.72,2.8,Coastal Athletic
44,Creighton,55,1789,470,0.263,8.545454545454545,32.527272727272724,0.26271660145332587,165,3.0,483.0,169,3.15,200,1449,609,40,0.981,11.072727272727272,0.7272727272727273,51,0.338,0.9272727272727272,4.709090909090909,259,640,0.358,6.3,3.47,1.21,0.696,0.616,0.2968013307984791,-126.70917007167881,-0.940097628912248,-0.08581584623972253,-1.0259134751519705,0.09502515371716043,56.67786634409326,0.07842205323193917,0.24917309812568908,3.726708074534162,0.6475136749729467,0.7153292758614628,1.82,2.75,Big East
45,Bryant,59,1990,633,0.318,10.728813559322035,33.728813559322035,0.31809045226130656,280,4.745762711864407,501.0,179,3.22,205,1503,578,60,0.972,9.796610169491526,1.0169491525423728,73,0.414,1.2372881355932204,7.88135593220339,465,959,0.482,7.8,4.02,1.36,0.8959999999999999,0.817,0.375744071954211,300.99591117492196,2.2331891389372567,0.28588760028535476,2.519076739222611,0.16381909547738693,188.52209230746848,0.11447260834014718,0.28360413589364847,3.682634730538922,0.5310904444095104,0.7536836061404167,1.94,2.75,Northeast
46,Nebraska,59,2037,572,0.281,9.694915254237289,34.52542372881356,0.2808051055473736,213,3.610169491525424,527.2,228,3.89,260,1583,719,56,0.976,12.186440677966102,0.9491525423728814,58,0.361,0.9830508474576272,5.508474576271187,325,825,0.405,6.5,3.97,1.39,0.766,0.601,0.3267752715121136,22.42400644337849,0.16637118904818154,0.4491735465300014,0.6155447355781829,0.12420225822287678,106.73808663293866,0.08897243107769423,0.2566715186802523,4.438543247344461,0.7531796522176872,0.692291770379702,1.64,2.68,Big Ten
47,Rice,62,2025,550,0.272,8.870967741935484,32.66129032258065,0.2716049382716049,204,3.2903225806451615,553.0,229,3.73,271,1659,673,68,0.972,10.85483870967742,1.096774193548387,33,0.344,0.532258064516129,4.870967741935484,302,735,0.363,8.2,3.86,1.32,0.707,0.549,0.3076227390180879,-81.50033992518723,-0.604678227123325,1.2432445345305116,0.6385663074071867,0.09135802469135802,74.75096805883447,0.08785529715762273,0.255859375,4.410488245931284,0.3482309554739394,0.6763279836985894,2.12,2.64,Conference USA
48,Kent St.,58,1990,577,0.29,9.948275862068966,34.310344827586206,0.2899497487437186,235,4.051724137931035,519.1,170,2.95,226,1558,573,75,0.966,9.879310344827585,1.293103448275862,57,0.377,0.9827586206896551,6.5,377,856,0.43,8.2,3.45,1.23,0.8069999999999999,0.718,0.3420852680455888,106.39554692574262,0.7893840780042274,0.8683400510566656,1.657724129060893,0.14020100502512564,132.30769079041266,0.09919797382861967,0.2628968253968254,3.9183201695241765,0.21044983768032532,0.7009171843078232,2.37,2.52,Mid-American
49,Maryland,57,1898,485,0.256,8.508771929824562,33.29824561403509,0.2555321390937829,237,4.157894736842105,506.2,214,3.8,259,1520,651,66,0.97,11.421052631578947,1.1578947368421053,50,0.351,0.8771929824561403,5.0,285,718,0.378,6.9,2.59,1.22,0.729,0.544,0.3183842010771993,-22.53529266206507,-0.16719685865250494,0.6708443675896609,0.5036475089371559,0.12276080084299262,92.72395220716551,0.1063734290843806,0.23209618400418192,4.604899249308573,0.21021870571029025,0.6305559144223927,2.66,2.51,Big Ten
50,Southern California,56,1886,555,0.294,9.910714285714286,33.67857142857143,0.29427359490986216,237,4.232142857142857,499.1,250,4.51,275,1498,613,55,0.975,10.946428571428571,0.9821428571428571,45,0.381,0.8035714285714286,5.517857142857143,309,811,0.43,7.4,4.47,1.49,0.8109999999999999,0.553,0.3456194295900178,119.19400860387601,0.8843401373843904,0.08035398561203805,0.9646941229964285,0.1357370095440085,138.21018146191795,0.10561497326203209,0.2672594142259414,4.958926066920457,0.718455032901705,0.672637802730232,1.66,2.5,Pac-12
51,Southeast Mo. St.,60,2163,668,0.309,11.133333333333333,36.05,0.308830328247804,335,5.583333333333333,533.1,237,4.0,284,1600,572,81,0.964,9.533333333333333,1.35,48,0.409,0.8,7.9,474,1020,0.472,9.2,3.24,1.37,0.881,0.719,0.3704579863739591,292.6908278819379,2.1715709537085446,1.3910693959359706,3.562640349644515,0.16273693943596856,179.69366994081156,0.12679788039364118,0.2782608695652174,4.794597636465954,-0.09396339418782111,0.6554526099053547,2.85,2.5,Ohio Valley
52,Indiana St.,56,1957,551,0.282,9.839285714285714,34.94642857142857,0.2815533980582524,203,3.625,502.0,223,4.0,247,1506,569,42,0.98,10.160714285714286,0.75,69,0.366,1.2321428571428572,6.017857142857143,337,810,0.414,6.5,3.85,1.36,0.78,0.638,0.3355054704595187,67.71697057082177,0.502414808926126,0.12785992407067653,0.6302747329968026,0.13234542667347982,121.31860798139607,0.08884026258205689,0.2604957005563986,4.4282868525896415,0.7123125635881294,0.6852895169145988,1.69,2.49,Missouri Valley
53,Nevada,61,2098,670,0.319,10.98360655737705,34.39344262295082,0.31935176358436607,243,3.9836065573770494,536.0,301,5.05,335,1608,675,54,0.977,11.065573770491802,0.8852459016393442,71,0.402,1.1639344262295082,6.819672131147541,416,945,0.45,5.6,2.87,1.45,0.8520000000000001,0.598,0.3599006754072308,217.14956384332652,1.6111050997568594,0.7363171587755819,2.3474222585324416,0.13107721639656816,162.0616435849358,0.09654350417163289,0.30257611241217797,5.625,0.5946640232607846,0.6097300087849252,1.96,2.49,Mountain West
