Rank,Name,G,W-L,AB,H,BA
75,Texas A&M,64,44-20,2201,637,0.289
76,Purdue,50,29-21,1756,508,0.289
77,UCF,60,35-25,2020,584,0.289
78,LSU,62,40-22,2133,616,0.289
79,Missouri St.,60,31-29,2106,608,0.289
80,New Orleans,53,30-23,1852,534,0.288
81,Ark.-Pine Bluff,50,13-36-1,1599,461,0.288
82,Jackson St.,56,29-27,1821,525,0.288
83,Coastal Carolina,60,39-20-1,1964,566,0.288
84,Miami (FL),60,40-20,2073,597,0.288
85,Alabama St.,59,34-25,2028,584,0.288
86,California,56,29-27,1981,570,0.288
87,Louisiana,60,37-23,2034,585,0.288
88,New Mexico,54,21-33,1911,549,0.287
89,Georgia St.,57,30-27,1935,555,0.287
90,Fla. Atlantic,58,35-23,2033,583,0.287
91,Fairfield,52,31-21,1839,527,0.287
92,Austin Peay,56,19-37,1938,555,0.286
93,North Carolina,64,42-22,2288,655,0.286
94,Little Rock,51,24-27,1733,496,0.286
95,San Diego,57,37-20,1975,565,0.286
96,Arizona,64,39-25,2253,644,0.286
97,Vanderbilt,62,39-23,2101,600,0.286
98,Charleston So.,54,24-30,1781,508,0.285
99,Houston,61,37-24,2059,587,0.285
100,Mercer,58,40-18,2007,572,0.285
101,George Washington,52,22-30,1832,522,0.285
102,Manhattan,50,24-26,1717,489,0.285
103,San Jose St.,59,30-29,2086,594,0.285
104,Utah,54,26-27-1,1842,524,0.284
105,East Carolina,67,46-21,2264,644,0.284
106,Georgia,59,36-23,2052,583,0.284
107,Bucknell,48,22-26,1627,462,0.284
108,Michigan,62,34-28,2170,616,0.284
109,UC Santa Barbara,58,44-14,2013,571,0.284
110,Belmont,59,39-20,2006,569,0.284
111,Missouri,51,28-23,1753,497,0.284
112,Ohio St.,51,21-30,1761,499,0.283
113,Lamar University,58,37-21,1998,566,0.283
114,Wright St.,57,30-27,1967,557,0.283
115,Auburn,65,43-22,2251,637,0.283
116,Coppin St.,54,24-30,1714,483,0.282
117,Western Caro.,58,26-31-1,2002,564,0.282
118,FDU,54,24-30,1864,525,0.282
119,Clemson,58,35-23,2025,570,0.281
120,Oakland,58,31-27,1886,530,0.281
121,Saint Louis,53,29-24,1780,500,0.281
122,Bowling Green,52,18-34,1660,466,0.281
123,Seattle U,50,16-34,1742,489,0.281
124,UMBC,55,23-32,1857,521,0.281
125,Eastern Mich.,56,22-34,1837,515,0.28
126,SFA,52,15-37,1753,491,0.28
127,UMass Lowell,58,28-30,2018,564,0.279
128,Binghamton,52,22-30,1806,504,0.279
129,UAB,56,31-25,1868,521,0.279
130,Alabama,58,31-27,1991,555,0.279
131,UCLA,64,40-24,2222,619,0.279
132,Ole Miss,65,42-23,2191,610,0.278
133,Evansville,56,32-24,1941,540,0.278
134,Indiana,59,27-32,2047,569,0.278
135,Toledo,58,33-25,1904,529,0.278
136,North Florida,55,22-33,1911,530,0.277
137,Iowa,55,36-19,1897,526,0.277
138,Delaware,51,25-26,1742,483,0.277
139,Quinnipiac,48,15-33,1678,465,0.277
140,Mississippi St.,56,26-30,1946,539,0.277
141,Cal St. Fullerton,55,22-33,1878,520,0.277
142,Northern Ky.,54,19-35,1824,505,0.277
143,Cincinnati,55,24-31,1882,521,0.277
144,VCU,62,42-20,2139,592,0.277
145,Kansas St.,58,29-29,1973,546,0.277
146,Louisiana Tech,64,43-21,2187,605,0.277
147,Kentucky,59,33-26,2003,554,0.277
148,Northwestern,51,24-27,1722,476,0.276
149,UIW,52,21-31,1813,501,0.276
150,Southern Miss.,66,47-19,2233,617,0.276
151,NJIT,53,26-27,1818,502,0.276
152,Col. of Charleston,57,37-20,1898,524,0.276
153,Arkansas,67,46-21,2277,628,0.276
154,Lipscomb,58,35-23,1927,531,0.276
155,Mississippi Val.,42,10/31/2001,1321,364,0.276
156,Bradley,49,20-29,1649,454,0.275
157,LMU (CA),55,20-34-1,1977,544,0.275
158,Gonzaga,56,37-19,1992,548,0.275
159,North Dakota St.,50,31-19,1676,461,0.275
160,Southern U.,58,27-31,1862,512,0.275
161,Harvard,41,19-22,1448,398,0.275
162,Miami (OH),56,23-33,1841,506,0.275
163,Middle Tenn.,55,29-26,1893,520,0.275
164,Troy,56,32-24,1900,521,0.274
165,Hofstra,53,30-23,1851,507,0.274
166,George Mason,56,23-33,1878,514,0.274
167,Sacred Heart,53,Dec-41,1839,503,0.274
168,Murray St.,55,30-25,1903,520,0.273
169,Pittsburgh,56,29-27,1907,521,0.273
170,Washington,56,30-26,1955,534,0.273
171,DBU,59,34-24-1,2003,547,0.273
172,Florida,66,42-24,2224,607,0.273
173,Tulane,60,33-26-1,2026,552,0.272
174,Florida A&M,59,29-30,1982,540,0.272
175,Samford,57,28-29,1903,518,0.272
176,Southern California,53,25-28,1790,487,0.272
177,Sacramento St.,58,32-26,1935,526,0.272
178,James Madison,53,27-26,1807,491,0.272
179,Michigan St.,54,24-30,1850,501,0.271
180,Memphis,55,26-29,1865,505,0.271
181,VMI,56,16-40,1933,523,0.271
182,Delaware St.,48,25-23,1446,391,0.27
183,Southeast Mo. St.,59,37-22,1995,539,0.27
184,CSUN,54,32-22,1847,499,0.27
185,Kansas,55,20-35,1918,518,0.27
186,TCU,60,38-22,2018,545,0.27
187,NIU,54,14-40,1670,451,0.27
188,Marshall,55,20-34-1,1919,518,0.27
189,Eastern Ky.,58,38-20,1983,535,0.27
190,UIC,47,22-25,1547,417,0.27
191,Liberty,60,37-23,2067,557,0.269
192,Georgetown,56,32-24,1927,519,0.269
193,Milwaukee,50,20-30,1690,455,0.269
194,Massachusetts,49,22-26-1,1704,458,0.269
195,Hawaii,52,28-24,1746,469,0.269
196,LIU,58,37-21,1977,531,0.269
197,West Virginia,55,33-22,1806,485,0.269
198,Creighton,49,31-18,1654,444,0.268
199,Radford,48,15-33,1628,437,0.268
200,William & Mary,49,26-23,1677,450,0.268
201,Presbyterian,54,22-32,1830,491,0.268
202,UNCW,55,31-24,1835,491,0.268
203,Jacksonville St.,55,27-28,1865,498,0.267
204,Niagara,54,22-32,1864,497,0.267
205,Northern Colo.,51,Dec-39,1672,445,0.266
206,Baylor,54,26-28,1812,482,0.266
207,ULM,56,20-35-1,1906,507,0.266
208,Pepperdine,50,24-26,1742,463,0.266
209,Bryant,57,30-27,1957,520,0.266
210,BYU,54,33-21,1852,492,0.266
211,Portland,55,32-23,1875,498,0.266
212,Saint Mary's (CA),55,25-30,1844,489,0.265
213,Wichita St.,57,21-36,1954,518,0.265
214,Penn St.,55,26-29,1891,501,0.265
215,Long Beach St.,56,29-27,1919,508,0.265
216,Washington St.,53,27-26,1795,475,0.265
217,Stony Brook,52,27-25,1758,465,0.265
,Winthrop,52,18-34,1758,465,0.265
219,Nicholls,51,26-25,1649,435,0.264
220,South Carolina,55,27-28,1804,475,0.263
221,South Fla.,57,28-29,1857,488,0.263
222,Longwood,53,20-33,1794,471,0.263
223,Rider,54,28-26,1882,494,0.262
224,Pacific,52,14-38,1806,474,0.262
225,Florida St.,59,34-25,2012,527,0.262
226,Princeton,40,Jul-33,1405,367,0.261
227,Mount St. Mary's,48,14-34,1612,421,0.261
228,Illinois St.,51,20-31,1794,468,0.261
229,San Diego St.,56,18-38,1890,492,0.26
230,Central Ark.,53,24-29,1741,453,0.26
231,UC Irvine,56,32-24,1893,492,0.26
232,St. John's (NY),55,22-32-1,1807,469,0.26
233,The Citadel,57,26-31,1888,489,0.259
234,Utah Valley,55,18-37,1834,475,0.259
235,Navy,45,19-26,1467,378,0.258
236,Wagner,51,17-34,1678,432,0.257
237,Santa Clara,53,24-29,1803,464,0.257
238,Hartford,50,13-37,1683,432,0.257
239,Jacksonville,55,27-28,1846,473,0.256
240,South Dakota St.,45,22-23,1522,389,0.256
241,N.C. A&T,53,15-38,1829,467,0.255
242,Norfolk St.,47,15-32,1446,369,0.255
243,CSU Bakersfield,52,18-34,1757,448,0.255
244,Duke,54,22-32,1851,471,0.254
245,Omaha,57,26-31,1931,490,0.254
246,Houston Christian,54,18-36,1714,434,0.253
247,Fordham,52,16-36,1730,438,0.253
248,Valparaiso,48,16-32,1596,404,0.253
249,UNC Asheville,51,21-29-1,1727,437,0.253
250,Boston College,53,19-34,1822,461,0.253
251,Purdue Fort Wayne,54,18-36,1800,455,0.253
252,Akron,56,15-41,1734,438,0.253
253,Western Ill.,52,Aug-44,1687,426,0.253
254,App State,53,20-33,1823,460,0.252
255,Rhode Island,55,20-35,1871,472,0.252
256,Nebraska,53,23-30,1746,440,0.252
257,Alabama A&M,49,14-35,1547,389,0.251
258,Rice,56,17-39,1882,473,0.251
259,Minnesota,52,16-36,1726,433,0.251
260,Northwestern St.,54,25-29,1742,437,0.251
261,Gardner-Webb,60,24-36,2002,502,0.251
262,Yale,38,20-18,1282,321,0.25
263,Stetson,55,26-29,1831,458,0.25
264,Monmouth,51,24-27,1712,428,0.25
265,Southeastern La.,61,30-31,1995,498,0.25
266,Seton Hall,53,18-35,1755,438,0.25
267,Butler,56,20-35-1,1889,471,0.249
268,San Francisco,57,28-29,1946,485,0.249
269,High Point,56,23-33,1874,467,0.249
270,Cornell,36,25-Nov,1246,309,0.248
271,Western Ky.,54,18-36,1768,438,0.248
272,UT Arlington,54,15-39,1781,441,0.248
273,Dayton,50,23-27,1686,417,0.247
274,Holy Cross,54,17-37,1769,437,0.247
275,UMES,54,17-37,1633,403,0.247
276,UT Martin,45,Nov-34,1524,376,0.247
277,Lafayette,50,15-35,1601,394,0.246
278,Arkansas St.,49,Nov-38,1634,402,0.246
279,FIU,50,16-34,1660,406,0.245
280,Brown,36,13-23,1196,292,0.244
281,Villanova,49,19-29-1,1625,396,0.244
282,Bethune-Cookman,59,27-32,1928,467,0.242
283,Youngstown St.,57,21-36,1847,446,0.241
284,Siena,48,Nov-37,1616,388,0.24
285,Northeastern,61,31-29-1,1985,475,0.239
286,Towson,53,14-39,1732,414,0.239
287,UC Davis,41,Jun-35,1413,337,0.238
288,St. Bonaventure,44,May-39,1444,344,0.238
289,Iona,47,Jun-41,1561,369,0.236
290,UC Riverside,53,Aug-45,1697,385,0.227
291,Elon,55,27-28,1771,401,0.226
292,Saint Peter's,50,Sep-41,1614,364,0.226
293,Alcorn,41,Feb-39,1137,256,0.225
NR,California Baptist,56,36-20,1967,637,0.324
NR,Utah Tech,55,22-33,1825,527,0.289
NR,Tarleton St.,53,17-36,1774,475,0.268
NR,UC San Diego,56,24-32,1920,514,0.268
NR,Bellarmine,54,Nov-43,1863,494,0.265
NR,North Ala.,53,Dec-41,1739,455,0.262
NR,Merrimack,49,17-31-1,1669,430,0.258
NR,St. Thomas (MN),45,16-29,1454,347,0.239
