,team,conference,avg_talent,season,sp_conf_rating,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Defense_ppa,Defense_havoc_total,Offense_successRate,Defense_successRate,Offense_powerSuccess,Defense_powerSuccess,Offense_stuffRate,Defense_stuffRate,Offense_pointsPerOpportunity,Defense_pointsPerOpportunity,Offense_fieldPosition_averagePredictedPoints,Defense_fieldPosition_averagePredictedPoints,Offense_fieldPosition_averageStart,Defense_fieldPosition_averageStart,offense_drive_quality,defense_drive_quality,avg_opp_offense_drive_quality_pct,avg_opp_defense_drive_quality_pct,adj_offense_drive_quality,adj_defense_drive_quality,elo_x,avg_opp_offense_ppa,avg_opp_defense_ppa,avg_opp_offense_ppo,avg_opp_defense_ppo,adj_offense_ppa,adj_defense_ppa,adj_offense_ppo,adj_defense_ppo,unweighted_power,power_rating,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,defensive_total,offensive_rank,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,elo_y
80,South Alabama,Sun Belt,548.4399999999999,2025,-9.057142857142857,42.0,40.0,3.0,3.0,6.0,3.0,3.0,4.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,127.0,1.0,6.0,405.0,324.0,39.0,52.0,30.0,31.0,1.0,0.0,4.0,1.0,10.0,21.0,60.0,148.0,3113.0,3435.0,0.0,0.0,88.0,0.0,3.0,1.0,82.0,85.0,5.0,6.0,383.0,422.0,4.0,2.0,15.0,6.0,6.0,14.0,20.0,30.0,788.0,746.0,3.0,5.0,2.0,0.3,0.5,51.88,#00205B,#BF0D3E,"['http://a.espncdn.com/i/teamlogos/ncaa/500/6.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/6.png']",-4.604,84,108,84,31.914,48.453,41.969,2,1,1,0,0,0,1.1550613229650661,1.1413630055738453,0.2927021018347377,0.20031453092743765,0.209,0.5,0.43884892086330934,0.7692307692307693,0.7,0.07407407407407407,0.24096385542168675,4.6,5.0,1.532,-1.369,67.6,70.5,47.8,18.2,30.4,18.2,29.6,-12.2,1557,0.19677782132089164,0.06360841874348594,4.166666666666667,3.090909090909091,0.22909368309125178,0.003536709606546007,1.5090909090909088,0.833333333333333,-3.8,-4.5,2.5576854747794657,61.92307692307692,36.52611836621284,25.810182370820666,51.165919282511254,0.0,72.48635235732009,64.106239460371,40.62362374767747,476.8659384476906,26.44578313253011,85.85714285714286,51.76076332618957,47.16177256014883,45.96226331817981,63.15989642988965,0.12582152584710482,35.0,32.233333333333334,61.0,38.94,114.0,68.12,39.4,10.0,1.627065338588471,2.2870923327456856,38,115,87.0,33.0,105.0,96.0,46.0,26.0,19.0,11.348,99,-0.37,-0.95,-1.0,107,-0.996,111,1557
81,UCLA,Big Ten,759.3633333333333,2025,11.216666666666667,41.0,50.0,7.0,2.0,9.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,143.0,38.0,7.0,5.0,391.0,409.0,63.0,47.0,40.0,36.0,0.0,2.0,2.0,5.0,17.0,16.0,159.0,145.0,3238.0,3962.0,0.0,0.0,0.0,0.0,1.0,1.0,58.0,84.0,1.0,5.0,257.0,437.0,2.0,6.0,5.0,10.0,5.0,19.0,24.0,26.0,648.0,846.0,3.0,0.0,-3.0,0.2083,0.7778,53.97,#2774ae,#f2a900,"['http://a.espncdn.com/i/teamlogos/ncaa/500/26.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/26.png']",-2.515,75,117,24,21.011,49.125,51.48,2,0,2,0,0,0,1.2840896447448955,1.0017543314264312,0.17684495040451617,0.39957336476276173,0.068,0.4214876033057851,0.5864661654135338,0.5333333333333333,0.9333333333333333,0.19230769230769232,0.09523809523809523,3.6666666666666665,5.615384615384615,0.991,-1.274,75.1,72.2,41.2,44.4,37.0,25.5,15.7,7.4,1407,0.3961344320114869,0.024903847775451175,5.168421052631579,3.3728070175438596,0.151941102629065,0.0034389327512748258,0.29385964912280693,0.4469635627530364,1.5,-4.7,8.384530352811128,23.846153846153847,39.400666851903296,12.013373860182373,17.869955156950724,1.808510638297875,58.729528535980144,46.41116050896826,52.396346373583555,716.4013308152716,16.658943466172374,52.52040816326531,40.02947594378479,21.451530529786382,12.564993772775495,76.31153258838029,0.22194263628608346,93.0,17.52857142857144,101.0,44.623999999999995,73.0,66.03,14.2,120.0,-0.012525202643889288,5.102933045580467,67,131,27.0,81.0,135.0,61.0,17.0,118.0,123.0,9.489,16,-0.79,-1.59,-1.98,124,-1.944,127,1407
82,Ohio,Mid-American,421.0466666666667,2025,-14.476923076923077,48.0,37.0,2.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,21.0,37.0,3.0,1.0,0.0,0.0,46.0,104.0,4.0,5.0,486.0,430.0,62.0,51.0,43.0,33.0,1.0,3.0,4.0,2.0,16.0,13.0,105.0,120.0,4110.0,2905.0,0.0,1.0,1.0,42.0,2.0,4.0,78.0,65.0,2.0,2.0,383.0,219.0,5.0,3.0,12.0,10.0,10.0,3.0,24.0,23.0,869.0,649.0,3.0,1.0,-2.0,0.4167,0.5,68.5,#295A29,#e4bb85,"['http://a.espncdn.com/i/teamlogos/ncaa/500/195.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png']",-0.345,68,53,36,68.37,61.431,14.06,2,1,1,0,0,0,1.2404909633488832,1.2629204608968727,0.13402377764243822,0.12475345572556229,0.124,0.39263803680981596,0.40875912408759124,0.7,0.6666666666666666,0.16470588235294117,0.25,3.4166666666666665,1.7692307692307692,1.009,-1.365,75.9,70.7,33.3,11.5,32.0,10.9,22.4,-20.5,1620,0.23353503137602383,0.077547223406688,3.661111111111111,3.5277777777777777,0.05647655423575022,-0.10878157565046154,-0.11111111111111116,-1.8918803418803418,-11.9,-4.8,1.0,31.461538461538463,59.38496804667963,43.36838905775076,14.318385650224215,0.2127659574468055,55.04466501240694,39.909061753173525,48.418342352060705,332.19151289805643,77.82669138090824,70.70408163265306,35.69355470351423,56.91137057857425,52.76984908871076,51.70874961165988,0.3160827291581727,116.0,6.799999999999997,116.0,48.417,48.0,51.5,27.2,52.0,-0.7272429571232433,-1.07042985864927,83,51,122.0,96.0,87.0,69.0,77.0,105.0,82.0,11.074,77,0.39,-0.85,-1.0,90,-0.964,90,1620
83,James Madison,Sun Belt,371.7333333333333,2025,-9.057142857142857,42.0,22.0,2.0,1.0,6.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,49.0,0.0,2.0,3.0,0.0,0.0,97.0,137.0,5.0,8.0,282.0,235.0,58.0,49.0,35.0,23.0,3.0,2.0,3.0,2.0,18.0,8.0,170.0,70.0,4179.0,3021.0,0.0,0.0,30.0,0.0,5.0,0.0,91.0,61.0,5.0,1.0,439.0,177.0,3.0,7.0,13.0,15.0,14.0,8.0,30.0,28.0,721.0,412.0,4.0,4.0,0.0,0.4667,0.3333,69.65,#450084,#b5a068,"['http://a.espncdn.com/i/teamlogos/ncaa/500/256.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/256.png']",-2.247,73,85,51,84.654,40.859,40.452,2,1,1,0,0,0,1.1488874360745203,1.3436324963215038,0.10270048425115347,-0.04225521058255116,0.248,0.42953020134228187,0.25688073394495414,0.7,0.4,0.17647058823529413,0.3275862068965517,3.6875,2.2857142857142856,1.824,-1.335,65.2,71.3,28.6,-12.0,30.4,-8.0,36.6,-42.4,1606,0.21845237214135985,-0.07173755777703324,4.636363636363637,3.0,0.1744380420281867,-0.26070758272391104,0.6875,-2.350649350649351,-14.0,-5.0,2.5576854747794657,46.69230769230769,60.96665740483468,50.891185410334344,61.82062780269059,0.851063829787222,59.03660049627791,48.22379664316353,40.0603097644875,276.1887536856095,69.61273666092943,48.816326530612244,32.52186826033548,78.4603937726889,87.13117014690155,44.105387356424124,0.6155210801722723,132.0,31.499999999999993,64.0,46.158,62.0,50.349999999999994,26.6,56.0,-0.8561326417642577,-2.6591775710278007,87,19,132.0,76.0,6.0,99.0,97.0,68.0,126.0,11.362,102,-0.06,-0.69,-0.99,80,-0.89,78,1606
84,Old Dominion,Sun Belt,416.51,2025,-9.057142857142857,35.0,44.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,34.0,33.0,3.0,2.0,0.0,0.0,28.0,231.0,2.0,10.0,373.0,295.0,51.0,59.0,33.0,31.0,2.0,3.0,3.0,0.0,15.0,11.0,139.0,114.0,2815.0,4385.0,0.0,1.0,25.0,108.0,2.0,3.0,57.0,95.0,6.0,2.0,486.0,445.0,3.0,2.0,16.0,5.0,7.0,14.0,20.0,32.0,859.0,740.0,4.0,4.0,0.0,0.35,1.0,46.92,#00507d,#a1d2f1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/295.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/295.png']",-0.91,72,86,26,71.646,51.364,12.504,2,1,1,0,0,0,1.6850376358268238,0.8937898706221941,0.4204952308549416,-0.010445705473828797,0.205,0.43636363636363634,0.4105960264900662,0.6,0.5333333333333333,0.15789473684210525,0.21348314606741572,6.428571428571429,1.8571428571428572,1.24,-1.296,73.1,72.0,23.1,16.7,66.7,-12.5,35.6,-50.0,1470,0.31289554322120655,0.14949574008320995,3.8333333333333335,3.0,0.2709994907717317,-0.32334124869503533,3.428571428571429,-1.9761904761904763,-2.6,-5.0,2.5576854747794657,46.69230769230769,29.7042233953876,33.33297872340425,26.748878923766867,1.5957446808510554,99.43849698688408,49.76391231028668,88.97939590340938,327.03944075474556,76.42857142857143,59.255102040816325,64.70064578942853,74.35603333119805,52.35426400682566,86.48217073258081,0.425025188641511,123.0,25.400000000000006,83.0,46.96,57.0,73.08,38.400000000000006,12.0,2.9903610030945584,-1.645590430043758,18,35,124.0,72.0,88.0,2.0,5.0,68.0,109.0,11.489,117,-0.15,-0.85,-0.99,89,-0.953,86,1470
85,Temple,American Athletic,531.6133333333333,2025,-3.842857142857143,52.0,27.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,86.0,55.0,5.0,3.0,507.0,238.0,45.0,60.0,36.0,33.0,2.0,0.0,10.0,1.0,11.0,10.0,127.0,71.0,4200.0,3000.0,0.0,0.0,83.0,0.0,5.0,0.0,85.0,50.0,3.0,1.0,522.0,185.0,4.0,2.0,10.0,7.0,17.0,8.0,24.0,25.0,1029.0,423.0,0.0,3.0,3.0,0.7083,1.0,70.0,#A80532,#a7a9ac,"['http://a.espncdn.com/i/teamlogos/ncaa/500/218.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/218.png']",-4.377,83,63,134,55.707,93.478,40.366,2,2,0,0,0,0,1.3682228956844564,1.1085489919082616,0.5169152418107811,-0.033833236862220395,0.193,0.5572519083969466,0.30275229357798167,0.5,0.4,0.17857142857142858,0.1956521739130435,6.428571428571429,3.4,1.539,-0.939,69.7,75.8,50.0,-23.8,15.8,13.6,36.4,-39.6,1289,0.08550075189306382,0.21739685328318495,2.3,4.0,0.29951838852759616,-0.11933398875528421,2.428571428571429,1.1,6.1,-5.1,4.0563102878022885,69.53846153846155,61.448041122534036,87.24133738601824,41.843049327354265,5.6382978723404165,99.43849698688408,77.00964174916007,60.072780611156034,457.756709807402,51.89156626506024,63.295918367346935,74.46379673845584,77.37371179952224,76.75308155569314,66.25109381619109,0.277439952881159,111.0,39.89999999999999,39.0,62.083,3.0,50.0,18.4,105.0,4.462257562807741,-2.1823229107195456,8,28,95.0,17.0,15.0,34.0,36.0,14.0,97.0,11.098,80,0.0,0.0,0.0,55,0.0,45,1289
86,San Diego State,Mountain West,547.79,2025,-7.983333333333333,34.0,25.0,4.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,4.0,369.0,303.0,59.0,67.0,31.0,37.0,0.0,0.0,2.0,3.0,13.0,12.0,103.0,83.0,3739.0,3461.0,0.0,0.0,93.0,21.0,10.0,3.0,84.0,61.0,5.0,1.0,310.0,194.0,3.0,3.0,8.0,10.0,11.0,7.0,32.0,33.0,668.0,497.0,0.0,0.0,0.0,0.3438,0.5,62.32,#c41230,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/21.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/21.png']",-12.242,116,115,101,57.347,20.784,47.622,2,1,1,0,0,0,1.1922923138009245,1.0000571029499994,0.158939263080165,-0.02064722887138358,0.113,0.4088050314465409,0.30985915492957744,0.7368421052631579,0.6153846153846154,0.12222222222222222,0.22857142857142856,4.363636363636363,3.7777777777777777,1.527,-1.325,68.3,71.3,7.7,-14.8,-4.0,-8.0,15.7,-10.8,1283,0.11109113688166344,0.03287203680798014,4.2727272727272725,3.0,0.12606722627218486,-0.13173836575304704,1.3636363636363633,-0.4949494949494948,-5.1,-5.4,2.8663063837627045,46.69230769230769,50.885106974159484,32.40015197568388,48.05829596412559,0.851063829787222,69.00248138957815,43.55276973495817,44.02063087101379,476.127764995857,45.88353413654618,71.37755102040816,38.21640906626917,75.67232948018736,75.14520867536508,76.4714175778781,0.21632848905775587,88.0,,,44.598,75.0,57.68,9.600000000000001,131.0,-0.694731039716179,-1.430583651159653,82,43,88.0,87.0,20.0,81.0,16.0,68.0,75.0,11.528,124,-0.6,-0.98,-1.0,109,-0.994,106,1283
87,Troy,Sun Belt,505.16333333333336,2025,-9.057142857142857,39.0,33.0,2.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,5.0,13.0,3.0,2.0,0.0,0.0,67.0,30.0,5.0,2.0,367.0,380.0,55.0,51.0,33.0,39.0,2.0,3.0,4.0,3.0,18.0,9.0,197.0,75.0,3828.0,3372.0,0.0,0.0,1.0,32.0,1.0,1.0,76.0,56.0,2.0,2.0,350.0,185.0,5.0,5.0,12.0,7.0,14.0,9.0,28.0,23.0,717.0,565.0,3.0,3.0,0.0,0.5,0.5,63.8,#AE0210,#88898c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2653.png']",-5.026,86,88,40,47.704,48.194,35.818,2,1,1,0,0,0,1.326117330252634,1.1265050673727999,0.21221122916825202,0.06891040697868146,0.19,0.4263565891472868,0.4,0.75,0.7142857142857143,0.18309859154929578,0.22,3.4,4.444444444444445,1.504,-1.448,69.0,69.2,38.1,22.7,22.7,33.3,4.8,0.0,1472,0.0344457167631947,0.06746857707346608,3.3636363636363638,1.8181818181818181,0.14474265209478593,0.03446469021548676,1.5818181818181818,1.0808080808080809,-7.9,-5.6,2.5576854747794657,46.69230769230769,52.92067240900249,55.90136778115502,44.95067264573993,-1.3829787234042499,54.79900744416873,47.50852974626455,56.231010556348764,427.718728575094,35.28112449799197,39.724489795918366,43.610540856066066,64.11676404274652,54.75153374233128,64.55956732053329,0.4605830580678278,128.0,14.600000000000001,106.0,46.9,59.0,56.2,33.2,25.0,-0.118777926705817,1.1881344158007718,70,95,106.0,77.0,80.0,47.0,42.0,68.0,133.0,11.183,87,0.0,-0.1,-0.78,65,-0.272,63,1472
88,Stanford,ACC,712.3266666666667,2025,5.488235294117647,33.0,38.0,4.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,86.0,65.0,5.0,2.0,251.0,385.0,62.0,67.0,32.0,44.0,0.0,3.0,0.0,2.0,13.0,12.0,115.0,105.0,3671.0,3529.0,0.0,0.0,4.0,74.0,1.0,4.0,67.0,65.0,1.0,2.0,196.0,253.0,7.0,4.0,11.0,10.0,10.0,8.0,30.0,24.0,447.0,638.0,4.0,1.0,-3.0,0.3333,0.8,61.18,#8c1515,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/24.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/24.png']",-3.945,80,117,25,70.872,20.575,23.568,2,0,2,0,0,0,0.9562165627107316,1.118600470345765,0.009399292414493951,0.059322706626097337,0.105,0.366412213740458,0.42857142857142855,0.9230769230769231,0.8333333333333334,0.171875,0.18333333333333332,2.0,3.2666666666666666,0.773,-1.651,78.9,66.7,-9.5,40.9,41.1,-13.8,4.3,-0.2,1260,0.189797985614487,-0.027737843205577192,3.6944444444444446,2.25,0.03713713562007114,-0.13047527898838965,-0.25,-0.42777777777777803,-3.2,-5.7,6.738136222339828,23.846153846153847,49.31717143651014,30.820364741641338,1.0,-4.042553191489361,34.163771712158805,33.998300786529875,22.480752664818624,662.9840714366834,54.01204819277108,67.33673469387756,23.07451795830468,65.35385899023201,48.2874671340929,65.30420861674156,0.17345816431274969,62.0,9.0,114.0,49.923,39.0,58.82,35.800000000000004,17.0,-4.0164418857199085,0.9109157899166318,130,89,38.0,114.0,98.0,132.0,38.0,118.0,90.0,10.007,33,-1.07,-1.74,-1.99,127,-1.911,125,1260
89,UConn,FBS Independents,530.3233333333334,2025,7.65,46.0,37.0,2.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,120.0,46.0,6.0,2.0,662.0,546.0,82.0,76.0,52.0,42.0,1.0,0.0,5.0,2.0,12.0,10.0,110.0,68.0,3662.0,3538.0,0.0,0.0,29.0,6.0,5.0,2.0,65.0,69.0,5.0,2.0,435.0,172.0,4.0,2.0,14.0,10.0,16.0,10.0,33.0,31.0,1097.0,718.0,0.0,2.0,2.0,0.4848,0.4,61.03,#0c2340,#f1f2f3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/41.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/41.png']",-3.729,79,111,85,58.544,54.543,57.138,2,1,1,0,0,0,1.3457919999727737,1.1347347987971401,0.39660447239778945,0.04901375700919894,0.201,0.4825174825174825,0.38848920863309355,0.7777777777777778,0.3333333333333333,0.1875,0.2222222222222222,4.461538461538462,2.3636363636363638,1.278,-0.961,72.3,75.3,26.9,3.7,11.1,16.0,10.9,-7.4,1446,0.13973343851469536,0.30476592197617347,3.4166666666666665,4.0,0.09183855042161598,-0.09071968150549642,0.4615384615384617,-1.0530303030303028,0.5,-5.7,7.359443608560813,61.92307692307692,49.1108641289247,53.614437689969606,30.300448430493304,5.106382978723403,70.44550486734109,60.16603969386431,58.02615464701404,456.2917194183783,68.37349397590361,69.0204081632653,62.28155167409228,66.6840162767507,57.355762016153946,63.78429720185331,0.24107384666154752,102.0,28.799999999999997,70.0,43.363,84.0,58.97,20.8,95.0,1.4268876888365418,-1.384793420475398,39,45,97.0,41.0,75.0,36.0,45.0,26.0,84.0,11.502,119,-0.58,-0.98,-1.0,110,-0.994,109,1446
90,UAB,American Athletic,532.54,2025,-3.842857142857143,47.0,46.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,182.0,88.0,9.0,5.0,568.0,480.0,56.0,32.0,41.0,24.0,0.0,2.0,4.0,5.0,9.0,15.0,72.0,141.0,3204.0,3996.0,0.0,0.0,43.0,0.0,4.0,0.0,62.0,92.0,6.0,6.0,365.0,497.0,2.0,1.0,10.0,5.0,10.0,17.0,20.0,24.0,933.0,977.0,3.0,1.0,-2.0,0.5,0.5,53.4,#003b28,#ffc845,"['http://a.espncdn.com/i/teamlogos/ncaa/500/5.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/5.png']",-12.533,117,104,93,1.382,84.673,62.619,2,1,1,1,0,1,1.2896776862285468,1.349055252314421,0.45016139272484595,0.5580762726194916,0.123,0.5470085470085471,0.5819672131147541,0.6666666666666666,0.8888888888888888,0.14516129032258066,0.13636363636363635,4.583333333333333,4.916666666666667,1.518,-1.288,69.4,71.2,68.4,55.0,71.4,4.8,63.6,-16.4,1309,0.5500553120458718,0.19495386272226348,4.928571428571429,2.8333333333333335,0.25520753000258245,0.008020960573619784,1.7499999999999996,-0.011904761904761862,-3.9,-5.9,4.0563102878022885,31.461538461538463,38.61669908307863,55.90136778115502,43.17488789237667,0.7446808510638334,72.24069478908187,74.7009988325334,52.90620701116775,458.809080164375,27.77108433734938,81.81632653061224,67.70453692720083,1.0,13.582847229206479,43.59454435737224,0.15692801889231345,50.0,32.77222222222222,57.0,41.7,98.0,66.6,23.2,76.0,3.2333212982535224,5.970075965137484,17,135,94.0,18.0,134.0,57.0,99.0,105.0,27.0,11.172,85,-0.65,-0.98,-1.0,111,-0.995,110,1309
91,Miami (OH),Mid-American,501.8533333333333,2025,-14.476923076923077,20.0,54.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,85.0,3.0,1.0,0.0,0.0,0.0,47.0,0.0,2.0,334.0,447.0,40.0,68.0,23.0,44.0,1.0,3.0,0.0,5.0,15.0,7.0,154.0,54.0,2501.0,4699.0,0.0,0.0,16.0,7.0,1.0,1.0,44.0,84.0,2.0,3.0,151.0,327.0,6.0,5.0,9.0,9.0,3.0,15.0,17.0,26.0,485.0,774.0,3.0,1.0,-2.0,0.1765,0.0,41.68,#a4000c,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/193.png']",-6.867,92,117,16,60.325,17.377,62.85,2,0,2,0,0,0,1.213459418857265,1.0729296358071232,0.08154503996375653,0.2037443749214017,0.118,0.3855421686746988,0.506578947368421,0.5,0.7857142857142857,0.15789473684210525,0.1282051282051282,3.4,4.428571428571429,0.916,-1.425,76.9,69.3,20.0,0.0,28.2,18.9,1.1,-28.2,1422,0.2793559138989141,0.12418030109091352,3.3383838383838382,2.4652777777777777,-0.04263526112715699,-0.07561153897751241,0.9347222222222222,1.0901875901875906,-12.4,-6.0,1.0,31.461538461538463,22.49722145040289,7.228875379939211,9.878923766816143,-1.2765957446808613,54.79900744416873,38.309799061338104,45.95194682695508,423.95972222806404,35.533562822719446,54.204081632653065,30.37974243060298,46.71922194638745,30.63886422344204,69.60656448807244,0.3632420532560816,122.0,,,22.605,136.0,78.32,27.0,53.0,-1.4964136340756793,1.112905883161887,99,94,108.0,101.0,130.0,74.0,26.0,105.0,119.0,11.484,116,-0.33,-1.72,-1.99,126,-1.913,126,1422
92,Fresno State,Mountain West,570.15,2025,-7.983333333333333,57.0,65.0,2.0,3.0,3.0,5.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,61.0,31.0,5.0,3.0,0.0,0.0,138.0,143.0,6.0,10.0,476.0,722.0,74.0,97.0,51.0,67.0,3.0,5.0,0.0,9.0,12.0,24.0,130.0,200.0,5247.0,5552.0,1.0,0.0,98.0,5.0,6.0,2.0,100.0,92.0,8.0,1.0,587.0,447.0,3.0,3.0,13.0,17.0,14.0,16.0,33.0,38.0,1063.0,1169.0,7.0,3.0,-4.0,0.4242,0.6667,87.45,#db0032,#002e6d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/278.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/278.png']",-2.435,74,47,48,44.114,49.879,89.39,3,2,1,0,0,0,1.3710370778924457,1.2108191514808542,0.22027181025713918,0.30000347716431114,0.134,0.4301675977653631,0.4722222222222222,0.7,0.75,0.21782178217821782,0.20952380952380953,3.5789473684210527,4.75,1.357,-1.341,70.2,71.0,32.1,28.6,18.4,27.0,5.1,10.2,1522,0.18417280303502362,0.28640618205298957,4.338131653921128,4.422222222222222,-0.06613437179585038,0.11583067412928752,-0.843274853801169,0.41186834607887235,-6.6,-6.1,2.8663063837627045,16.230769230769234,85.44845790497361,44.4968085106383,39.62331838565023,0.5319148936170137,57.43659396630534,48.36745268354263,60.329550490019926,501.5209317389348,30.421686746987945,62.285714285714285,44.42672692706458,34.29897051434341,38.41180981595092,56.61687920321299,0.2592115139626338,106.0,40.133333333333326,36.0,46.726,60.0,92.55,32.6,28.0,-0.13197990546231117,3.136110793660048,72,118,79.0,75.0,120.0,32.0,63.0,127.0,98.0,11.489,118,0.03,-0.87,-1.0,92,-0.961,88,1522
