,team,conference,avg_talent,season,sp_conf_rating,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Defense_ppa,Defense_havoc_total,Offense_successRate,Defense_successRate,Offense_powerSuccess,Defense_powerSuccess,Offense_stuffRate,Defense_stuffRate,Offense_pointsPerOpportunity,Defense_pointsPerOpportunity,Offense_fieldPosition_averagePredictedPoints,Defense_fieldPosition_averagePredictedPoints,Offense_fieldPosition_averageStart,Defense_fieldPosition_averageStart,offense_drive_quality,defense_drive_quality,avg_opp_offense_drive_quality_pct,avg_opp_defense_drive_quality_pct,adj_offense_drive_quality,adj_defense_drive_quality,elo_x,avg_opp_offense_ppa,avg_opp_defense_ppa,avg_opp_offense_ppo,avg_opp_defense_ppo,adj_offense_ppa,adj_defense_ppa,adj_offense_ppo,adj_defense_ppo,avg_opp_offense_sr,avg_opp_defense_sr,adj_offense_sr,adj_defense_sr,last_week,unweighted_power,power_rating,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,defensive_total,offensive_rank,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,elo_y
10,Texas,SEC,946.91,2025,16.66875,57.0,40.0,5.0,1.0,12.0,7.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,16.0,51.0,3.0,3.0,0.0,0.0,94.0,0.0,6.0,1.0,601.0,523.0,88.0,99.0,49.0,58.0,3.0,3.0,6.0,1.0,25.0,11.0,243.0,63.0,5697.0,5103.0,0.0,0.0,75.0,26.0,5.0,4.0,124.0,86.0,3.0,3.0,548.0,212.0,4.0,2.0,10.0,10.0,12.0,11.0,42.0,42.0,1149.0,735.0,4.0,6.0,2.0,0.2857,0.4167,94.95,#c15d26,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']",19.789,6,47,14,92.23,40.957,76.264,3,2,1,0,0,0,0.9588200939896521,0.8724461207039728,0.00140610828885323,-0.07206852359610068,0.147,0.41509433962264153,0.3423913043478261,0.6956521739130435,0.45454545454545453,0.16260162601626016,0.2289156626506024,3.25,2.5833333333333335,1.951,-1.072,64.1,76.0,27.0,-5.1,16.8,10.1,16.9,-21.9,1878,0.14857151110059372,0.013610946017770159,3.712878787878788,2.717647058823529,-0.01220483772891693,-0.2206400346966944,0.5323529411764709,-1.1295454545454544,0.43708952189615174,0.3801988636363636,0.0348954759862779,-0.09469821754832564,1,11.4,15.7,10.0,67.0,63.08770897103838,26.176291793313073,80.44444444444447,6.184971098265905,44.396601941747576,39.09551218468958,8.667814858885734,929.3889774510094,68.97435897435896,34.87707641196013,13.715707169604206,83.77659912550064,67.02865701350402,100.0,0.2614621067128044,63.0,42.56666666666667,31.0,42.84100000000001,94.0,85.05,42.4,44.0,-2.2621649405384106,-2.9651091704598453,109,18,4.0,91.0,33.0,135.0,1.0,32.0,129.0,8.924,2,0.13,-0.01,-0.23,44,-0.019,41,1878
11,Missouri,SEC,789.1766666666666,2025,16.66875,85.0,32.0,6.0,3.0,7.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,83.0,1.0,1.0,2.0,0.0,0.0,89.0,231.0,5.0,15.0,854.0,300.0,94.0,67.0,73.0,33.0,2.0,1.0,8.0,3.0,18.0,13.0,175.0,102.0,6807.0,3993.0,0.0,0.0,73.0,21.0,8.0,1.0,147.0,80.0,11.0,2.0,907.0,274.0,7.0,7.0,22.0,13.0,28.0,6.0,45.0,35.0,1761.0,574.0,2.0,3.0,1.0,0.6222,0.8571,113.45,#f1b82d,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/142.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/142.png']",16.51,12,16,92,74.959,80.332,54.803,3,3,0,0,0,0,1.267518225266492,1.1907729020528748,0.4430631181913896,-0.04841678019235562,0.257,0.5625,0.3402777777777778,0.875,0.5,0.14492753623188406,0.2638888888888889,5.521739130434782,3.857142857142857,1.338,-1.038,70.7,74.6,57.1,-21.2,26.6,5.9,51.2,-47.8,1755,0.18703971717756085,0.16186356170816874,4.2330827067669174,4.079411764705882,0.28119955648322087,-0.23545649736991647,1.4423273657289002,-0.37593984962406024,0.441497975708502,0.4170534240924092,0.1454465759075908,-0.10122019793072423,1,18.1,15.0,10.0,60.4,84.64998822698375,82.43009118541035,40.11111111111107,4.566473988439299,84.13659772055719,85.73259478209887,41.954692453742425,750.2588864727087,47.41758241758241,57.24252491694352,73.6994129420532,80.20237899327584,67.59504039497307,62.352921518904644,0.2332528186673678,53.0,30.82499999999999,76.0,61.18066666666667,3.0,66.55,34.4,79.0,4.052632081687407,-2.3972785848596705,9,28,22.0,12.0,32.0,56.0,51.0,52.0,89.0,9.45,18,0.93,0.17,0.01,15,0.031,17,1755
12,Michigan,Big Ten,872.2866666666667,2025,12.183333333333334,67.0,51.0,1.0,3.0,4.0,7.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,122.0,82.0,6.0,8.0,628.0,547.0,80.0,102.0,46.0,64.0,5.0,1.0,2.0,3.0,15.0,7.0,142.0,59.0,5273.0,5527.0,0.0,0.0,8.0,2.0,7.0,3.0,116.0,99.0,12.0,2.0,737.0,270.0,8.0,3.0,23.0,12.0,17.0,20.0,38.0,46.0,1365.0,817.0,2.0,7.0,4.0,0.4474,0.25,87.88,#00274c,#ffcb05,"['http://a.espncdn.com/i/teamlogos/ncaa/500/130.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/130.png']",17.142,10,53,30,74.658,79.202,32.896,3,2,1,0,0,0,1.2986486666596682,1.0698247432595942,0.3207900108444448,0.01340593357394502,0.207,0.4595959595959596,0.3645320197044335,0.8181818181818182,0.5714285714285714,0.12173913043478261,0.21505376344086022,4.8,4.0,1.539,-1.175,68.2,73.1,45.7,0.0,19.6,16.7,29.0,-19.6,1852,0.1544289537364341,0.11562515997467944,4.233430799220273,2.9130718954248365,0.20516485086976538,-0.14102302016248908,1.8869281045751634,-0.23343079922027332,0.40939981076967374,0.398962777451491,0.06063318214446861,-0.04486779106524025,1,14.7,14.8,8.734197633225296,80.19999999999999,54.847421709441946,53.20820668693011,55.38888888888885,2.832369942196536,71.51106796116504,53.1752003126832,45.31148372372009,844.6428796756245,45.0,68.09634551495017,57.09287454113268,70.85981238411439,61.095382547249066,76.65691695070566,0.16811838874973228,21.0,26.376190476190466,93.0,38.76733333333333,120.0,92.12,36.599999999999994,66.0,2.0940719765236957,-0.8435739576745696,31,49,13.0,56.0,50.0,46.0,26.0,16.0,61.0,9.642,22,0.02,-0.1,-0.76,50,-0.173,46,1852
13,Texas Tech,Big 12,727.94,2025,9.275,90.0,38.0,2.0,4.0,4.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,62.0,25.0,2.0,4.0,0.0,0.0,102.0,64.0,5.0,4.0,1151.0,563.0,110.0,104.0,78.0,53.0,4.0,2.0,14.0,4.0,24.0,12.0,200.0,90.0,5305.0,5495.0,0.0,0.0,52.0,0.0,8.0,0.0,109.0,82.0,8.0,1.0,661.0,125.0,9.0,2.0,18.0,12.0,20.0,13.0,36.0,46.0,1812.0,688.0,3.0,5.0,2.0,0.5556,0.5,88.42,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']",11.874,26,52,136,92.135,81.915,82.162,3,3,0,0,0,0,1.2714869162911453,1.5454246359420194,0.49718917467589974,-0.08540795751869003,0.2,0.5825688073394495,0.25405405405405407,0.7058823529411765,0.6666666666666666,0.1926605504587156,0.25675675675675674,4.703703703703703,2.5454545454545454,1.798,-1.142,64.8,72.7,64.1,-22.5,1.3,35.7,28.4,-23.8,1690,0.12850400423016606,0.25689746625209403,3.2157894736842105,3.768640350877193,0.2402917084238057,-0.21391196174885607,0.9350633528265102,-0.6703349282296651,0.37253447173774085,0.4358557893441614,0.14671301799528808,-0.11848041768368678,1,18.7,14.8,7.9134544358181955,67.0,55.476807157993875,71.29635258358664,76.16666666666667,2.3699421965317953,69.82653721682847,92.08208382563605,42.382635868245856,680.7153763002159,69.61538461538461,49.01993355481728,81.05055053071342,85.79243670942488,90.70129555048764,20.40985407543009,0.2938085534177709,83.0,34.800000000000004,55.0,45.029333333333334,74.0,91.58,39.199999999999996,53.0,3.9572921778685366,-3.897938464288195,11,8,35.0,5.0,3.0,53.0,129.0,32.0,110.0,10.731,65,0.14,0.01,0.0,34,0.001,38,1690
14,Tennessee,SEC,848.77,2025,16.66875,86.0,62.0,0.0,5.0,0.0,7.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,38.0,0.0,2.0,2.0,0.0,0.0,42.0,31.0,2.0,2.0,1076.0,745.0,116.0,103.0,78.0,65.0,2.0,2.0,11.0,4.0,23.0,17.0,192.0,117.0,5093.0,5707.0,0.0,0.0,120.0,12.0,9.0,1.0,121.0,127.0,8.0,7.0,647.0,350.0,11.0,1.0,20.0,8.0,22.0,15.0,38.0,46.0,1723.0,1095.0,3.0,4.0,1.0,0.5789,0.0,84.88,#ff8200,#58595b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2633.png']",18.582,9,37,28,69.978,87.098,52.302,3,2,1,1,0,1,1.2338739460933101,1.0787454425896676,0.4298065606084067,0.1454452620322122,0.18,0.5443037974683544,0.4166666666666667,0.7894736842105263,0.7894736842105263,0.13333333333333333,0.15517241379310345,5.217391304347826,5.125,1.368,-1.011,70.0,75.0,57.5,9.5,31.2,7.8,49.7,-21.7,1809,0.28665133957278705,0.14733790421496368,5.091478696741855,3.9618055555555554,0.28246865639344304,-0.14120607754057485,1.2555857487922708,0.033521303258145174,0.5094142259414226,0.4094357515410147,0.13486804592733975,-0.09274755927475592,-1,14.3,14.5,10.0,60.4,51.35083588415351,75.19148936170214,44.38888888888887,5.028901734104053,78.81257914731954,79.97557162399845,38.32683439715912,817.9361427387709,25.961538461538453,51.651162790697676,71.89897180383001,50.906203977122516,47.12432675044882,75.60190591342372,0.23473715118775498,55.0,39.333333333333336,37.0,34.08233333333333,134.0,95.12,49.6,20.0,3.699981223443247,1.55809084918545,14,100,16.0,18.0,83.0,74.0,29.0,52.0,107.0,9.404,15,0.68,0.03,-0.52,25,-0.181,47,1809
15,Ole Miss,SEC,790.27,2025,16.66875,78.0,58.0,2.0,3.0,2.0,7.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,50.0,4.0,1.0,0.0,0.0,0.0,39.0,0.0,2.0,992.0,561.0,91.0,93.0,59.0,50.0,1.0,4.0,6.0,2.0,22.0,21.0,200.0,178.0,4992.0,5808.0,0.0,0.0,71.0,-2.0,6.0,1.0,131.0,109.0,10.0,6.0,635.0,584.0,4.0,3.0,11.0,15.0,19.0,16.0,38.0,43.0,1627.0,1145.0,4.0,2.0,-2.0,0.5,1.0,83.2,#13294b,#c8102e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/145.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/145.png']",18.815,8,6,43,62.663,84.933,70.913,3,3,0,2,2,0,1.2102108438116448,1.3956875026517397,0.3885899314385438,0.19896952491922967,0.15,0.55,0.38,0.8387096774193549,0.8888888888888888,0.1968503937007874,0.12264150943396226,5.25,3.0,1.246,-1.249,71.7,71.1,47.4,15.8,36.1,28.0,19.4,-20.3,1918,0.2973394432516521,0.19240108897875963,4.3222333222333225,4.067693744164332,0.19618884245978419,-0.09836991833242245,1.1823062558356678,-1.3222333222333225,0.4656941521191862,0.4450014686386117,0.10499853136138837,-0.08569415211918618,1,14.9,14.1,10.0,40.599999999999994,49.39274782199199,62.00151975683892,33.99999999999996,0.5202312138728331,79.38300970873786,81.77777017783858,35.77524529000645,751.5005320737417,61.92307692307692,49.01993355481728,66.30112980964819,42.81768827206127,56.95026929982046,38.11859219864438,0.26613420944374633,67.0,,,52.733333333333334,23.0,96.8,35.0,72.0,3.036927747901597,0.33786216652865986,22,73,21.0,17.0,59.0,81.0,113.0,99.0,110.0,9.671,23,1.88,0.67,0.04,10,0.224,10,1918
16,Utah,Big 12,725.2066666666666,2025,9.275,85.0,41.0,3.0,5.0,3.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,127.0,0.0,0.0,4.0,0.0,0.0,32.0,71.0,4.0,4.0,681.0,402.0,94.0,75.0,69.0,38.0,4.0,0.0,7.0,1.0,20.0,12.0,180.0,95.0,6253.0,4547.0,0.0,0.0,86.0,-2.0,4.0,1.0,145.0,90.0,11.0,1.0,870.0,270.0,9.0,2.0,16.0,9.0,32.0,8.0,44.0,36.0,1551.0,672.0,1.0,5.0,4.0,0.7273,1.0,104.22,#ea002a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/254.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/254.png']",14.266,18,27,119,89.041,78.225,20.503,3,3,0,0,0,0,1.0041147832764075,1.2107851674643186,0.42911468871702557,-0.09615866200505592,0.175,0.6075949367088608,0.3192771084337349,0.8709677419354839,0.7272727272727273,0.11188811188811189,0.2926829268292683,4.791666666666667,2.888888888888889,1.575,-0.954,68.1,75.8,64.5,-31.2,4.9,30.0,34.5,-36.1,1668,0.13191603218863507,0.18516218333996198,3.115384615384615,3.7555555555555555,0.2439525053770636,-0.22807469419369097,1.0361111111111114,-0.22649572649572614,0.4364935064935065,0.4835852062343925,0.12400973047446828,-0.11721639805977158,1,17.8,13.9,7.9134544358181955,80.19999999999999,73.89215917117966,100.0,56.000000000000014,5.95375722543352,71.36529126213593,99.99999999999999,13.551935056662927,677.6112622976333,63.8034188034188,55.59800664451827,71.80500513051945,87.4170689301805,73.22280504423439,59.986160785369734,0.26563903231132685,65.0,37.2,46.0,62.013000000000005,2.0,75.78,30.0,100.0,3.5912047079822456,-4.070115882572765,17,6,37.0,1.0,19.0,132.0,58.0,16.0,96.0,10.563,58,0.28,0.01,0.0,36,0.006,26,1668
17,LSU,SEC,908.5166666666668,2025,16.66875,62.0,48.0,0.0,4.0,1.0,6.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,82.0,7.0,2.0,6.0,0.0,0.0,83.0,16.0,3.0,1.0,705.0,613.0,107.0,113.0,70.0,67.0,6.0,2.0,3.0,2.0,22.0,25.0,190.0,244.0,5776.0,5024.0,0.0,0.0,60.0,76.0,4.0,6.0,87.0,74.0,2.0,1.0,338.0,168.0,7.0,4.0,14.0,19.0,17.0,12.0,41.0,43.0,1041.0,781.0,4.0,6.0,2.0,0.4146,0.0,96.27,#461d7c,#fdd023,"['http://a.espncdn.com/i/teamlogos/ncaa/500/99.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/99.png']",14.256,19,4,36,90.579,54.317,51.057,3,3,0,1,1,0,1.2394785542832538,1.062586257906752,0.08649066172838278,-0.03178402411642532,0.187,0.38578680203045684,0.37967914438502676,0.5833333333333334,1.0,0.26436781609195403,0.1791044776119403,2.6315789473684212,2.7,1.4,-1.053,71.0,74.8,26.5,-2.9,21.6,1.9,24.6,-24.5,1747,0.13616553858851232,0.0007898744841191782,3.639912280701754,2.0762385762385764,0.08570078724426361,-0.16794956270493766,0.5553403711298448,-0.9399122807017539,0.4390761251608988,0.3501654862639696,0.03562131576648725,-0.05939698077587202,1,9.8,13.7,10.0,67.0,64.62620673416528,47.72492401215807,38.27777777777776,4.797687861271683,33.578436382217674,29.823018523901112,38.93117853754681,885.7875322293683,67.0,52.308970099667775,25.27147715596358,77.68885892813083,57.036252268166926,77.5129800975385,0.21449839051335945,42.0,46.46666666666667,25.0,36.236,128.0,83.73,27.6,108.0,-2.270441510225179,-2.467053360155064,110,27,8.0,105.0,58.0,72.0,20.0,32.0,103.0,9.141,9,2.07,1.36,0.14,1,0.753,3,1747
18,Florida,SEC,879.37,2025,16.66875,71.0,32.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,7.0,82.0,6.0,1.0,0.0,0.0,25.0,92.0,1.0,4.0,760.0,532.0,118.0,74.0,83.0,42.0,1.0,6.0,7.0,2.0,18.0,28.0,160.0,243.0,6386.0,4414.0,0.0,0.0,128.0,23.0,7.0,2.0,96.0,83.0,1.0,0.0,412.0,267.0,1.0,5.0,13.0,21.0,17.0,11.0,42.0,42.0,1172.0,799.0,6.0,3.0,-3.0,0.4048,1.0,106.43,#0021a5,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/57.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/57.png']",10.181,28,111,34,81.209,37.699,40.921,3,1,2,1,0,1,1.0900773757950077,1.2638535082770477,0.1498761429646768,-0.03778661031601514,0.182,0.4766355140186916,0.29559748427672955,0.8888888888888888,0.625,0.17582417582417584,0.21428571428571427,3.8947368421052633,2.3636363636363638,1.428,-1.031,69.7,74.8,41.2,-24.3,17.1,13.0,28.2,-41.4,1656,0.11567424870306642,0.06996523729048881,3.3157894736842106,3.2447368421052634,0.07991090567418799,-0.15346085901908157,0.6499999999999999,-0.9521531100478469,0.3649364117679166,0.41076980475065294,0.06586570926803864,-0.06933892749118703,-1,12.1,13.6,10.0,34.0,76.46797739580882,46.08662613981764,46.222222222222186,4.797687861271683,55.675114971895766,58.56627623881546,22.82126973992692,852.6870775481707,72.6923076923077,62.17607973421927,33.88018475365796,78.59596180311769,79.56847667761932,53.71000650462587,0.1876421071843453,30.0,48.38571428571428,20.0,59.52466666666667,5.0,73.57,45.4,31.0,-0.08158804301007871,-3.797798248356031,68,9,12.0,45.0,10.0,119.0,74.0,112.0,76.0,9.001,3,-0.73,-1.28,-1.92,111,-1.444,108,1656
19,Auburn,SEC,832.1300000000001,2025,16.66875,71.0,49.0,5.0,7.0,5.0,11.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,194.0,134.0,5.0,6.0,521.0,660.0,74.0,90.0,50.0,55.0,1.0,0.0,4.0,5.0,21.0,18.0,191.0,147.0,5496.0,5304.0,0.0,0.0,16.0,0.0,4.0,0.0,125.0,99.0,10.0,0.0,726.0,201.0,11.0,7.0,26.0,11.0,18.0,13.0,34.0,45.0,1247.0,861.0,1.0,3.0,2.0,0.5294,1.0,91.6,#002b5c,#f26522,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2.png']",13.968,20,12,72,76.408,83.278,67.647,3,3,0,0,0,0,1.0554411066380436,1.6095354540749736,0.34555827907779585,0.09092735431126883,0.186,0.5527638190954773,0.2978723404255319,0.9565217391304348,0.875,0.1322314049586777,0.3068181818181818,5.625,3.3846153846153846,1.331,-1.06,71.4,73.8,33.3,6.7,28.6,25.3,8.0,-21.9,1686,0.17337247232955763,0.24147566344721796,3.796969696969697,4.401923076923077,0.10408261563057788,-0.0824451180182888,1.2230769230769232,-0.4123543123543123,0.40549443131336665,0.46828400117498664,0.0844798179204907,-0.10762209088783475,1,16.4,13.3,10.0,67.0,59.183188132799614,66.9164133738602,35.83333333333327,3.6416184971098318,85.94296116504854,82.65220375868002,19.086445538038802,799.0389023718294,55.41420118343195,51.98006644518272,60.45678019844418,59.14487797322698,78.95886015508614,12.827755605703345,0.23903717257450746,56.0,45.19999999999999,28.0,55.82733333333333,15.0,88.4,45.2,33.0,2.511806173264714,-0.5220504780592676,26,57,17.0,14.0,11.0,127.0,133.0,32.0,106.0,9.102,6,0.99,0.17,0.01,16,0.092,13,1686
20,Clemson,ACC,920.3133333333334,2025,5.823529411764706,47.0,59.0,3.0,1.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,13.0,49.0,3.0,3.0,0.0,0.0,50.0,0.0,3.0,0.0,633.0,682.0,88.0,98.0,52.0,68.0,3.0,3.0,3.0,2.0,11.0,19.0,112.0,158.0,4664.0,6136.0,0.0,0.0,40.0,17.0,3.0,3.0,86.0,105.0,4.0,3.0,325.0,333.0,6.0,3.0,21.0,8.0,15.0,17.0,37.0,39.0,958.0,1013.0,5.0,5.0,0.0,0.4054,0.5,77.73,#f56600,#522d80,"['http://a.espncdn.com/i/teamlogos/ncaa/500/228.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/228.png']",9.303,30,82,24,75.407,40.733,52.949,3,1,2,1,0,1,1.1383494626763908,1.2065384441828029,0.10895761820506096,0.09597741025861982,0.174,0.41954022988505746,0.4079601990049751,0.7692307692307693,0.7647058823529411,0.1927710843373494,0.25742574257425743,3.4,2.2222222222222223,1.353,-1.245,70.1,72.1,19.4,35.5,7.1,5.9,13.5,28.4,1693,0.16094837386122576,0.07134055919724165,2.6918097382493666,3.403968253968254,0.03761705900781931,-0.06497096360260594,-0.003968253968253954,-0.4695875160271443,0.4247185953292254,0.39898636222165634,0.020553867663401115,-0.016758396324250302,-1,8.4,12.9,6.939435751688178,53.8,43.01730633388274,46.18693009118542,43.777777777777786,1.6763005780346845,47.020582524271845,40.5021294805011,28.026442316199777,899.1844340039288,75.08547008547009,77.96345514950167,28.322829849758424,58.381720208162385,49.4574881427691,60.488401671258266,0.12455731634641558,8.0,32.0,68.0,39.964,112.0,102.27,46.2,28.0,-1.7036868466223198,-0.19651441802660963,98,65,5.0,89.0,79.0,108.0,57.0,66.0,34.0,10.371,52,-0.04,-1.0,-1.91,97,-1.556,112,1693
21,Nebraska,Big Ten,792.3366666666667,2025,12.183333333333334,84.0,40.0,2.0,5.0,5.0,6.0,0.0,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,103.0,185.0,5.0,11.0,1099.0,198.0,111.0,66.0,88.0,33.0,1.0,0.0,9.0,0.0,13.0,14.0,143.0,95.0,5997.0,4803.0,0.0,0.0,133.0,0.0,8.0,0.0,106.0,100.0,9.0,3.0,541.0,408.0,3.0,3.0,10.0,6.0,23.0,8.0,37.0,38.0,1640.0,606.0,0.0,4.0,5.0,0.6216,0.4,99.95,#d00000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/158.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/158.png']",14.693,17,18,99,85.657,66.638,61.761,3,3,0,0,0,0,1.0885674806284809,1.0403104958076703,0.3166637713168717,-0.02985991146451131,0.204,0.5533980582524272,0.3765432098765432,0.8125,0.47368421052631576,0.16494845360824742,0.1956521739130435,3.72,1.5,1.691,-0.96,65.6,77.0,-2.9,-11.8,25.0,-5.7,2.8,-36.8,1712,0.21503971833607272,0.11959249936603214,3.3777777777777778,2.841614906832298,0.19707127195083954,-0.24489962980058402,0.8783850931677022,-1.8777777777777778,0.44970739435481266,0.42470774717654053,0.12869031107588663,-0.07316418447826945,0,14.1,12.6,8.734197633225296,86.8,68.91535201318578,82.32978723404257,71.2777777777778,7.341040462427756,52.6184077669903,82.85286812851128,22.6584579490639,753.8475451000847,87.3076923076923,67.76744186046511,56.53246876873655,77.39808957300369,57.876620785956504,80.14743441651449,0.18969352746385157,31.0,48.62500000000001,19.0,47.53266666666667,48.0,80.05,34.8,75.0,-0.9087563235073344,-3.935837879777954,81,7,20.0,13.0,57.0,120.0,15.0,11.0,62.0,9.831,30,0.96,0.43,0.03,11,0.173,11,1712
22,Indiana,Big Ten,663.9433333333333,2025,12.183333333333334,91.0,25.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,57.0,0.0,0.0,4.0,0.0,0.0,79.0,99.0,3.0,5.0,852.0,316.0,90.0,63.0,65.0,35.0,4.0,0.0,12.0,0.0,13.0,12.0,110.0,99.0,6455.0,4330.0,1.0,0.0,222.0,9.0,11.0,2.0,132.0,86.0,8.0,2.0,926.0,346.0,8.0,1.0,33.0,9.0,21.0,8.0,34.0,37.0,1778.0,662.0,1.0,5.0,4.0,0.6176,0.25,107.58,#990000,#edebeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/84.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/84.png']",15.643,16,25,117,89.349,74.256,63.96,3,3,0,0,0,0,1.1166370920129398,1.6107644301229185,0.4595854652856272,0.017127036997109896,0.301,0.600896860986547,0.273972602739726,0.7407407407407407,0.5,0.11363636363636363,0.3717948717948718,4.821428571428571,2.25,1.662,-0.933,66.7,76.5,70.3,-29.7,22.9,24.3,46.0,-52.6,1904,0.2679283312345126,0.16520157088701937,4.3613445378151265,3.4835526315789473,0.29438389439860785,-0.2508012942374027,1.3378759398496238,-2.1113445378151265,0.4021184356167753,0.43625,0.16464686098654702,-0.12814583287704928,0,14.7,11.3,8.734197633225296,80.19999999999999,77.8083352955027,81.66109422492403,64.55555555555551,6.76300578034683,71.88592233009709,97.8808228265756,25.68520033465923,608.0374680860908,74.61538461538461,78.62126245847176,75.9433977188141,70.29748416407034,85.3635178672438,12.68241012917035,0.18090990403312665,26.0,56.31515151515151,11.0,47.036,53.0,72.42,38.6,55.0,4.062652781413117,-3.749764515645534,8,10,57.0,2.0,6.0,113.0,134.0,16.0,33.0,10.098,38,0.32,0.02,0.0,30,0.002,29,1904
