,team,power_rating,conference,week,year
90,Jacksonville State,-8.1,Conference USA,5,2025
91,Troy,-8.1,Sun Belt,5,2025
92,San Diego State,-8.4,Mountain West,5,2025
93,UCLA,-8.6,Big Ten,5,2025
94,Bowling Green,-8.9,Mid-American,5,2025
95,Washington State,-9.3,Pac-12,5,2025
96,Temple,-9.3,American Athletic,5,2025
97,Miami (OH),-9.5,Mid-American,5,2025
98,South Alabama,-9.6,Sun Belt,5,2025
99,Liberty,-9.6,Conference USA,5,2025
100,Western Kentucky,-9.7,Conference USA,5,2025
101,Rice,-9.7,American Athletic,5,2025
102,Florida Atlantic,-10.0,American Athletic,5,2025
103,Delaware,-10.1,Conference USA,5,2025
104,Louisiana,-10.2,Sun Belt,5,2025
105,Wyoming,-10.3,Mountain West,5,2025
106,Marshall,-10.3,Sun Belt,5,2025
107,Georgia Southern,-10.5,Sun Belt,5,2025
108,Florida International,-10.7,Conference USA,5,2025
109,Oklahoma State,-10.9,Big 12,5,2025
110,Hawai'i,-11.1,Mountain West,5,2025
111,App State,-11.2,Sun Belt,5,2025
112,San José State,-11.3,Mountain West,5,2025
113,Western Michigan,-11.7,Mid-American,5,2025
114,Buffalo,-11.9,Mid-American,5,2025
115,New Mexico,-11.9,Mountain West,5,2025
116,UTEP,-12.3,Conference USA,5,2025
117,Coastal Carolina,-12.3,Sun Belt,5,2025
118,Tulsa,-12.4,American Athletic,5,2025
119,UAB,-12.5,American Athletic,5,2025
120,Air Force,-13.5,Mountain West,5,2025
121,Kennesaw State,-14.1,Conference USA,5,2025
122,Arkansas State,-14.8,Sun Belt,5,2025
123,Nevada,-15.9,Mountain West,5,2025
124,Georgia State,-16.8,Sun Belt,5,2025
125,Missouri State,-16.8,Conference USA,5,2025
126,Eastern Michigan,-17.0,Mid-American,5,2025
127,New Mexico State,-18.7,Conference USA,5,2025
128,UL Monroe,-19.1,Sun Belt,5,2025
129,Charlotte,-19.4,American Athletic,5,2025
130,Central Michigan,-19.9,Mid-American,5,2025
131,Sam Houston,-20.6,Conference USA,5,2025
132,Akron,-20.7,Mid-American,5,2025
133,Middle Tennessee,-20.7,Conference USA,5,2025
134,Ball State,-21.5,Mid-American,5,2025
135,Kent State,-21.8,Mid-American,5,2025
136,Massachusetts,-26.7,Mid-American,5,2025
