,team,power_rating,conference,week,year
85,Ohio,-5.3,Mid-American,7,2025
86,New Mexico,-6.3,Mountain West,7,2025
87,Western Kentucky,-6.4,Conference USA,7,2025
88,Southern Miss,-6.7,Sun Belt,7,2025
89,Miami (OH),-6.9,Mid-American,7,2025
90,Stanford,-7.4,ACC,7,2025
91,Air Force,-7.5,Mountain West,7,2025
92,Troy,-7.5,Sun Belt,7,2025
93,Temple,-8.1,American Athletic,7,2025
94,San José State,-8.4,Mountain West,7,2025
95,North Carolina,-8.6,ACC,7,2025
96,Oregon State,-8.8,Pac-12,7,2025
97,Washington State,-9.3,Pac-12,7,2025
98,Western Michigan,-9.5,Mid-American,7,2025
99,Marshall,-9.6,Sun Belt,7,2025
100,Hawai'i,-9.7,Mountain West,7,2025
101,Delaware,-9.8,Conference USA,7,2025
102,Liberty,-10.3,Conference USA,7,2025
103,South Alabama,-10.5,Sun Belt,7,2025
104,Wyoming,-10.9,Mountain West,7,2025
105,Buffalo,-11.2,Mid-American,7,2025
106,Florida Atlantic,-11.3,American Athletic,7,2025
107,Jacksonville State,-11.3,Conference USA,7,2025
108,Louisiana,-11.6,Sun Belt,7,2025
109,Bowling Green,-11.7,Mid-American,7,2025
110,Rice,-12.0,American Athletic,7,2025
111,Georgia Southern,-12.7,Sun Belt,7,2025
112,Northern Illinois,-13.2,Mid-American,7,2025
113,App State,-13.3,Sun Belt,7,2025
114,Colorado State,-13.8,Mountain West,7,2025
115,Oklahoma State,-14.0,Big 12,7,2025
116,Arkansas State,-14.5,Sun Belt,7,2025
117,Missouri State,-15.1,Conference USA,7,2025
118,Kennesaw State,-15.2,Conference USA,7,2025
119,UAB,-15.2,American Athletic,7,2025
120,UTEP,-15.4,Conference USA,7,2025
121,Central Michigan,-15.9,Mid-American,7,2025
122,Tulsa,-16.2,American Athletic,7,2025
123,UL Monroe,-16.4,Sun Belt,7,2025
124,Nevada,-16.7,Mountain West,7,2025
125,Ball State,-17.6,Mid-American,7,2025
126,Coastal Carolina,-17.7,Sun Belt,7,2025
127,Georgia State,-17.7,Sun Belt,7,2025
128,Florida International,-18.2,Conference USA,7,2025
129,New Mexico State,-18.2,Conference USA,7,2025
130,Eastern Michigan,-19.3,Mid-American,7,2025
131,Akron,-20.4,Mid-American,7,2025
132,Charlotte,-21.5,American Athletic,7,2025
133,Middle Tennessee,-22.2,Conference USA,7,2025
134,Sam Houston,-24.2,Conference USA,7,2025
135,Kent State,-26.5,Mid-American,7,2025
136,Massachusetts,-27.3,Mid-American,7,2025
