,team,power_rating,conference,week,year
100,Central Michigan,-9.7,Mid-American,16,2016
101,East Carolina,-10.0,American Athletic,16,2016
102,Purdue,-10.1,Big Ten,16,2016
103,North Texas,-10.3,American Athletic,16,2016
104,UNLV,-10.4,Mountain West,16,2016
105,San José State,-11.1,Mountain West,16,2016
106,Hawai'i,-11.3,Mountain West,16,2016
107,SMU,-11.5,ACC,16,2016
108,Nevada,-11.6,Mountain West,16,2016
109,Akron,-11.8,Mid-American,16,2016
110,Georgia State,-12.0,Sun Belt,16,2016
111,Kent State,-12.2,Mid-American,16,2016
112,Rice,-12.4,American Athletic,16,2016
113,UConn,-12.5,FBS Independents,16,2016
114,Charlotte,-12.6,American Athletic,16,2016
115,Marshall,-12.9,Sun Belt,16,2016
116,Massachusetts,-13.1,FBS Independents,16,2016
117,Florida Atlantic,-13.6,American Athletic,16,2016
118,New Mexico State,-14.5,Conference USA,16,2016
119,Florida International,-14.8,Conference USA,16,2016
120,Rutgers,-14.9,Big Ten,16,2016
121,Bowling Green,-15.3,Mid-American,16,2016
122,Buffalo,-17.0,Mid-American,16,2016
123,Kansas,-17.6,Big 12,16,2016
124,Fresno State,-18.2,Mountain West,16,2016
125,UTEP,-18.2,Conference USA,16,2016
126,UL Monroe,-20.7,Sun Belt,16,2016
127,Texas State,-21.1,Sun Belt,16,2016
