,team,conference,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,avg_talent,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,ranking,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
10,South Carolina,SEC,2013,100.0,291.0,21.0,30.0,13.0,12.0,13.0,0.0,121.0,4.0,1.0,709.0,38.0,3300.0,383.0,239.0,18.0,30.0,68.0,543.0,25132.0,1.0,83.0,22.0,537.0,27.0,2580.0,79.0,180.0,5880.0,17.0,28.0,62.08815028901735,78.40500736377024,418.87,#73000a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2579.png']",0.2995,50.76649999999999,20.663,10.0,7.0,8.0,73.479,81.72,43.211,13.0,11.0,2.0,8.0,6.0,2.0,68.94779968835635,66.72141556688797,56.4604150227741,76.20458975811623,71.15637649463736,65.67999999999999,24.054435109850786,41.07142857142857,29.717021276595744,70.08170249211423,95.19417475728156,11.56,73.28546144121366,59.838471023427886,35.66083150984683,71.4,70.4,76.69558099674784,10.0,73.0,62.114525139664806,62.08815028901735,55.99999999999994,2.1367521367521505,95.19417475728156,68.94779968835635,56.4604150227741,788.1416454249803,11.560000000000002,67.20939086294416,71.15637649463736,70.08170249211423,66.72141556688797,76.20458975811624,222.45424200499232,68.26204983714771,15.4,19.0,71.83718863406118,12.0,23.361633986742888,0.6889624512954198,12.0,21.430622009569376,107.0,2221.202419396347,6.0,361.13,88.0,84.0,441.331672096328,18,331.0169891749896,84,16.0,26.0,61.0,15.0,77.0,8.0,44.0,12.4,0.7263076923076923,6,,,,107,,107
11,Michigan State,Big Ten,2013,79.72446555819478,293.0,9.0,14.0,8.0,11.0,14.0,2.0,145.0,7.0,1.0,345.0,18.0,2964.0,430.0,248.0,17.0,23.0,76.0,706.0,29242.0,1.0,353.0,37.0,569.0,23.0,2433.0,94.0,214.0,5397.0,15.0,28.0,62.20260115606938,69.15463917525773,487.37,#18453b,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/127.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/127.png']",0.24566666666666667,28.826333333333338,16.978,20.0,3.0,55.0,85.16,54.551,53.509,14.0,13.0,1.0,9.0,9.0,0.0,49.59657151431037,100.0,24.190782624934485,67.93346144419498,31.20552700262853,71.47457627118644,35.805613994499026,51.83783783783784,15.552741514360306,94.6160822682734,85.17351786820905,35.543728813559326,64.44489795918366,95.72749691738595,8.690371991247261,67.2,74.3,64.37061615540127,8.156769596199524,73.0,99.99999999999997,62.20260115606938,94.49999999999993,8.803418803418808,85.17351786820905,49.59657151431037,24.190782624934485,676.0965105036478,35.543728813559326,46.73096446700507,31.20552700262853,94.61608226827339,100.0,67.93346144419499,209.85325430546936,61.257070809056955,9.3,20.0,71.48796652528843,13.0,31.058169212784797,1.0442296166771754,55.0,35.8072072072072,29.0,2039.9309379229912,17.0,352.63,94.0,76.0,393.17408619315387,65,374.1742238694731,18,34.0,77.0,1.0,105.0,111.0,8.0,94.0,12.3,0.8337692307692308,41,6.09,3.36,1.21,4,2.499,3
12,USC,Big Ten,2013,79.72446555819478,278.0,8.0,15.0,8.0,5.0,14.0,1.0,150.0,9.0,1.0,476.0,32.0,3180.0,389.0,250.0,17.0,20.0,94.0,811.0,28813.0,60.400000000000006,425.0,33.0,535.0,29.0,2419.0,65.0,185.0,5599.0,17.0,46.0,37.05202312138729,51.39911634756995,480.22,#9e2237,#ffcc00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/30.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/30.png']",0.29100000000000004,49.799,15.729,22.0,20.0,14.0,81.803,57.403,55.996,14.0,10.0,4.0,9.0,6.0,3.0,49.471631747973674,80.85930304129752,52.64764790905781,78.5259316000983,48.9974572463113,69.6938775510204,42.58757552437247,33.10810810810811,38.95868421052632,83.91638837106575,70.91732559303372,48.79789473684211,60.09354473386184,75.46362515413072,27.212253829321654,69.8,71.8,87.65328074184761,8.156769596199524,55.0,96.045530726257,37.05202312138729,70.66666666666667,4.529914529914535,70.91732559303372,49.471631747973674,52.64764790905781,887.75709765316,48.79789473684211,33.53934010152284,48.9974572463113,83.91638837106575,80.85930304129752,78.52593160009832,187.95051580168558,65.73639331930072,-1.2,10.0,69.85080255588943,14.0,23.72058696026262,0.913538176314138,40.0,29.753787878787875,63.0,1432.8039867367006,68.0,359.78,66.0,119.0,409.7791407259001,47,391.37856389725977,5,6.0,78.0,13.0,23.0,64.0,31.0,110.0,11.5,0.8607142857142858,56,3.44,0.29,-2.0,22,-0.575,23
13,Wisconsin,Big Ten,2013,79.72446555819478,286.0,11.0,20.0,4.0,11.0,13.0,0.0,30.0,15.0,34.0,716.0,31.0,2562.0,355.0,217.0,9.0,22.0,54.0,474.0,26184.0,1.0,208.0,29.0,557.0,35.0,3689.0,74.0,177.0,6251.0,19.0,55.0,56.13670520231216,54.10456553755524,436.4,#c4012f,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/275.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/275.png']",-0.23099999999999998,31.104999999999997,18.516,17.0,27.0,50.0,78.435,71.888,47.091,13.0,9.0,4.0,8.0,6.0,2.0,79.22080194887016,78.63541504478313,27.658620889505244,83.333929165716,61.25630599131176,67.515625,25.76059812546903,41.76470588235294,34.14685863874347,83.2260839753093,90.79257780600672,22.615000000000002,29.855112219451378,76.07398273736128,24.287746170678346,69.7,71.8,55.924463830535316,8.156769596199524,46.0,71.80988826815641,56.13670520231216,71.58333333333329,4.529914529914535,90.79257780600672,79.22080194887016,27.658620889505244,599.3133075503209,22.614999999999995,75.87817258883248,61.25630599131176,83.22608397530928,78.63541504478313,83.33392916571601,223.4585898613824,68.88852616924926,15.9,11.0,68.95332840336582,15.0,21.17774424396675,0.7909051810270389,25.0,32.36918798665183,41.0,1677.0275935434572,40.0,343.6,126.0,23.0,428.2785124985242,30,368.0097388775832,27,49.0,11.0,19.0,94.0,34.0,54.0,22.0,11.0,0.82275,34,2.73,0.17,-1.88,24,-0.669,25
14,Stanford,ACC,2013,83.74075330844927,263.0,8.0,14.0,9.0,6.0,14.0,3.0,172.0,10.0,67.0,1178.0,43.0,2771.0,311.0,190.0,13.0,21.0,74.0,620.0,26525.0,1.0,135.0,17.0,584.0,30.0,2904.0,98.0,197.0,5675.0,19.0,57.25,78.85520231213873,57.57142857142858,442.08,#8c1515,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/24.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/24.png']",0.4525,31.116500000000002,23.515,5.0,6.0,3.0,79.392,77.762,63.83,14.0,11.0,3.0,10.0,8.0,2.0,58.30142521494409,71.99811038500904,31.439425094792938,72.65023785855001,47.65931059939837,67.0,18.3203742865061,41.02127659574468,9.817187500000003,73.28876547009199,95.19417475728156,39.860800000000005,39.89722222222222,98.04685573366216,8.257111597374177,67.6,73.9,71.94659180803377,8.52188666440448,43.75,74.95134078212288,78.85520231213873,90.83333333333334,8.11965811965814,95.19417475728156,58.30142521494409,31.439425094792938,744.9690164366706,39.860800000000005,57.535532994923855,47.65931059939837,73.28876547009199,71.99811038500904,72.65023785855003,195.96993511249826,59.222879103797744,2.7,13.0,68.10391321124494,16.0,14.726808419063302,0.8322493772500482,29.0,41.63652530779755,7.0,1971.5577374071017,23.0,397.92,76.0,107.0,415.9615656865852,43,316.8934894067699,103,23.0,58.0,38.0,87.0,96.0,61.0,69.0,10.6,0.8019285714285714,24,5.42,2.37,-0.24,9,1.355,9
15,Washington,Big Ten,2013,79.72446555819478,319.0,8.0,19.0,8.0,7.0,13.0,2.0,233.0,8.0,34.0,907.0,39.0,3384.0,413.0,270.0,16.0,25.0,105.0,932.0,22797.0,1.0,77.0,15.0,610.0,35.0,3107.0,99.0,202.0,6491.0,16.0,41.5,76.7378612716763,33.222385861561115,379.95,#33006f,#e8d3a2,"['http://a.espncdn.com/i/teamlogos/ncaa/500/264.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/264.png']",0.246,61.5695,19.829,13.0,18.0,24.0,71.627,71.205,55.992,13.0,9.0,4.0,9.0,5.0,4.0,63.748332788081626,71.6381700410598,67.74832124537988,82.95292656430908,68.1667376861193,74.83050847457628,27.11697163476603,34.62264150943396,48.72421524663677,77.17862403178289,90.57681324957167,29.029629629629632,50.817628541448066,85.83970406905057,22.013129102844644,68.4,72.2,72.64382086666082,8.156769596199524,59.5,40.58893854748601,76.7378612716763,83.49999999999991,5.213675213675231,90.57681324957167,63.748332788081626,67.74832124537988,751.3074624241892,29.029629629629625,18.337563451776646,68.1667376861193,77.17862403178289,71.6381700410598,82.9529265643091,199.9544149074447,71.90551872612211,4.6,15.0,67.9695220204588,17.0,21.92837651727689,1.2405041166405872,72.0,32.189743589743586,45.0,1461.0532530249084,63.0,400.05,74.0,115.0,478.02738914754536,6,366.15933612569677,30,22.0,41.0,41.0,5.0,35.0,23.0,121.0,10.6,0.8195833333333334,32,3.07,0.35,-1.83,21,-0.591,24
16,Oklahoma State,Big 12,2013,84.79334916864607,287.0,5.0,11.0,5.0,12.0,13.0,2.0,337.0,13.0,34.0,871.0,38.0,3599.0,484.0,280.0,21.0,26.0,87.0,780.0,20820.0,40.6,403.0,30.0,503.0,35.0,2235.0,76.0,197.0,5834.0,18.0,23.5,46.89479768786127,38.63328424153166,347.0,#FF7300,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/197.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/197.png']",0.1895,43.1,22.412,6.0,17.0,25.0,84.478,69.918,45.943,13.0,10.0,3.0,9.0,7.0,2.0,49.44089534454511,79.71431193308156,50.84031042793683,81.8967693725624,39.10247717881025,56.21153846153846,47.55905908218682,42.24999999999999,15.223417721518999,85.53853901132904,86.2233009708738,64.62400000000001,65.50482758620689,93.53020961775586,14.539387308533932,67.4,73.4,66.82886525446077,8.617577197149643,77.5,22.365195530726254,46.89479768786127,92.66666666666657,7.264957264957275,86.2233009708738,49.44089534454511,50.84031042793683,698.4442295860068,64.624,37.434010152284266,39.10247717881025,85.53853901132904,79.71431193308158,81.89676937256243,204.20261804458778,64.42221721137754,6.6,12.0,67.83218087160353,18.0,14.539150350735767,1.116767763207571,61.0,42.35438596491228,6.0,1268.3059694015537,86.0,433.0,124.0,25.0,422.9077910836471,33,383.78642534702595,12,30.0,79.0,14.0,32.0,43.0,5.0,105.0,10.5,0.8339166666666666,42,3.86,1.13,-1.01,16,0.318,15
17,UCLA,Big Ten,2013,79.72446555819478,303.0,5.0,12.0,7.0,12.0,13.0,1.0,230.0,9.0,1.0,1168.0,46.0,3274.0,390.0,265.0,14.0,25.0,106.0,955.0,23071.0,20.8,232.0,28.0,566.0,36.0,2556.0,94.0,192.0,5830.0,16.0,34.75,76.59479768786126,32.50957290132548,384.52,#2774ae,#f2a900,"['http://a.espncdn.com/i/teamlogos/ncaa/500/26.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/26.png']",0.536,70.9765,19.679,14.0,12.0,18.0,69.78,77.281,59.255,13.0,10.0,3.0,9.0,6.0,3.0,65.30614259647592,59.20021961210628,43.8707261158244,86.20143431404139,65.57327058908851,60.4,32.51127432978332,36.70491803278688,44.682270916334666,63.75637608901352,86.13704256908142,30.427200000000006,44.04068522483941,96.70406905055488,8.148796498905924,67.2,73.4,74.46140239078844,8.156769596199524,66.25,43.11648044692737,76.59479768786126,94.49999999999993,7.264957264957275,86.13704256908142,65.30614259647592,43.8707261158244,767.8309308253494,30.4272,15.44796954314721,65.57327058908851,63.756376089013514,59.20021961210628,86.20143431404139,186.94929879244953,63.98469488609167,-1.7,18.0,67.00155829650576,19.0,25.221851506882906,1.2437633880852659,73.0,39.877018633540374,11.0,1445.7178964435836,67.0,395.48,108.0,50.0,450.50252525080845,15,329.1212154631887,87,19.0,37.0,93.0,56.0,21.0,19.0,122.0,10.1,0.8043846153846155,25,4.65,1.89,-0.49,12,0.924,13
18,Oklahoma,SEC,2013,100.0,280.0,11.0,16.0,5.0,9.0,13.0,3.0,258.0,11.0,1.0,761.0,33.0,2588.0,383.0,225.0,16.0,24.0,87.0,723.0,25182.0,40.6,326.0,24.0,559.0,19.0,2911.0,77.0,195.0,5499.0,16.0,37.0,49.4985549132948,76.37997054491899,419.7,#a32036,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/201.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/201.png']",-0.11149999999999999,3.306,18.276,19.0,4.0,33.0,69.987,71.731,58.504,13.0,11.0,2.0,9.0,7.0,2.0,56.390033558297404,72.49887410440122,22.859501292793,82.31447738527051,39.69904187739884,67.0,34.259457535096885,28.97826086956522,46.81627906976744,76.37861603620925,84.84316654219568,57.502857142857145,63.86126582278481,74.73119605425403,22.013129102844644,69.7,72.3,80.71253405994553,10.0,64.0,62.57357541899441,49.4985549132948,71.58333333333329,5.384615384615387,84.84316654219568,56.390033558297404,22.859501292793,824.6594005449592,57.50285714285714,44.59517766497462,39.69904187739884,76.37861603620925,72.49887410440121,82.31447738527052,194.04918159928144,58.356757375728364,1.7,21.0,66.44179547831821,20.0,31.24582728111233,0.8767255906162232,36.0,39.24393939393939,13.0,2054.869575415943,16.0,360.3,98.0,69.0,379.7823968600358,75,386.5024937109155,8,13.0,61.0,35.0,107.0,40.0,21.0,97.0,9.8,0.8006153846153846,23,5.39,2.71,0.54,6,1.846,6
19,Louisville,ACC,2013,83.74075330844927,304.0,2.0,6.0,6.0,11.0,13.0,2.0,191.0,4.0,34.0,636.0,28.0,4082.0,439.0,311.0,16.0,33.0,92.0,836.0,26299.0,20.8,206.0,28.0,455.0,18.0,1909.0,98.0,175.0,5991.0,10.0,19.0,96.73815028901736,18.998527245949923,438.32,#c9001f,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/97.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/97.png']",0.33599999999999997,95.85,16.086,21.0,19.0,103.0,80.842,73.524,45.437,13.0,12.0,1.0,8.0,7.0,1.0,87.50151551674347,86.1186829400841,45.210625865102486,62.125689353212536,82.76885156198756,70.51063829787235,40.01360145600657,56.0,8.115625000000009,84.12163831959896,95.19417475728156,58.72800000000001,70.46987620357633,69.9704069050555,22.663019693654277,70.5,71.8,63.62770282148195,8.52188666440448,82.0,72.8717877094972,96.73815028901736,64.24999999999999,4.529914529914535,95.19417475728156,87.50151551674347,45.210625865102486,669.3427529225631,58.728,30.398477157360404,82.76885156198756,84.12163831959894,86.1186829400841,62.12568935321255,231.55123984352798,74.64116725945486,19.8,9.0,65.99077256030476,5.0,22.167678499623378,1.2489864069637842,75.0,31.371428571428567,52.0,1381.068970886095,75.0,341.68,82.0,97.0,491.1698143600495,2,377.8726553065499,15,36.0,4.0,8.0,50.0,120.0,2.0,114.0,9.6,0.9091666666666667,89,3.9,1.53,0.08,14,0.95,12
20,Virginia Tech,ACC,2013,83.74075330844927,233.0,10.0,17.0,4.0,7.0,13.0,1.0,94.0,15.0,1.0,690.0,34.0,3071.0,432.0,243.0,19.0,16.0,86.0,672.0,26275.0,20.8,206.0,47.0,493.0,17.0,1557.0,65.0,203.0,4628.0,19.0,41.5,28.124855491329484,60.293078055964635,437.92,#630031,#cf4520,"['http://a.espncdn.com/i/teamlogos/ncaa/500/259.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/259.png']",0.2185,59.068,8.834,42.0,37.0,28.0,82.133,38.476,42.633,13.0,8.0,5.0,8.0,5.0,3.0,38.23692977271506,94.85533857673867,44.99127984008149,57.7118189885105,30.295700470746084,52.046875,44.65156794425087,44.3125,17.70780856423174,89.79259242506303,66.47643855079328,35.543728813559326,81.735,70.7028360049322,12.373085339168497,70.2,73.3,68.90532433857784,8.52188666440448,59.5,72.6505586592179,28.124855491329484,66.99999999999996,7.09401709401709,66.47643855079328,38.23692977271506,44.99127984008149,717.3211303507077,35.543728813559326,51.00253807106599,30.295700470746084,89.79259242506303,94.85533857673867,57.71181898851052,189.77791455382248,59.31394334564248,-0.3,26.0,65.25996135454471,21.0,51.297623115113865,0.936818910759607,47.0,27.77709637046307,80.0,1520.7962698787414,55.0,342.08,102.0,65.0,347.401627583519,102,352.29687270727175,49,27.0,102.0,2.0,52.0,123.0,23.0,87.0,9.3,0.7846666666666667,15,2.56,-0.25,-2.51,27,-1.026,26
21,Florida,SEC,2013,100.0,213.0,11.0,19.0,11.0,8.0,12.0,1.0,172.0,9.0,34.0,844.0,34.0,2051.0,311.0,199.0,10.0,11.0,89.0,711.0,24329.0,1.0,228.0,24.0,482.0,14.0,1749.0,67.0,172.0,3800.0,20.0,61.75,47.95346820809249,58.78645066273932,405.48,#0021a5,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/57.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/57.png']",0.242,22.226333333333333,9.776,36.0,71.0,10.0,78.815,32.636,45.845,12.0,4.0,8.0,8.0,3.0,5.0,44.40780550342802,74.95420835280822,14.664819075914352,80.60827411764879,32.18204968966264,72.02173913043478,41.06296736565342,28.97826086956522,25.87478991596639,76.79449430025747,95.19417475728156,22.12,42.01329479768786,76.80641183723797,32.303063457330424,69.6,70.8,90.13219653687266,10.0,39.25,54.70888268156426,47.95346820809249,72.50000000000003,2.8205128205128176,95.19417475728156,44.40780550342802,14.664819075914352,910.2926957897513,22.120000000000005,46.10279187817259,32.18204968966264,76.79449430025745,74.95420835280822,80.6082741176488,179.74858353494625,53.935275173286584,-5.1,46.0,64.34650286935063,22.0,64.6075372278465,0.781067455872697,23.0,35.52352941176471,30.0,1689.0536953357114,39.0,314.52,84.0,91.0,376.33996735961273,77,341.6330910135765,67,4.0,83.0,28.0,117.0,55.0,73.0,95.0,8.8,0.6860833333333334,2,,,,108,,108
22,Michigan,Big Ten,2013,79.72446555819478,266.0,7.0,13.0,8.0,9.0,13.0,2.0,322.0,13.0,1.0,1128.0,51.0,3221.0,395.0,237.0,17.0,21.0,54.0,448.0,25126.0,20.8,114.0,19.0,498.0,27.0,1634.0,71.0,181.0,4855.0,21.0,46.0,48.75462427745664,52.24153166421207,418.77,#00274c,#ffcb05,"['http://a.espncdn.com/i/teamlogos/ncaa/500/130.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/130.png']",0.2815,68.6455,11.176,33.0,50.0,41.0,62.702,53.845,48.792,13.0,7.0,6.0,8.0,3.0,5.0,54.082729897984336,61.23946983143955,48.79315704680462,90.2398713608446,45.37790383380708,53.10526315789473,77.40617906037288,36.49056603773585,37.94942791762014,77.12685764533398,84.11250713877784,36.82857142857143,61.26144994246261,69.9704069050555,44.75929978118164,69.6,69.5,83.02067768304475,8.156769596199524,55.0,62.059217877094966,48.75462427745664,72.50000000000003,0.5982905982906033,84.11250713877784,54.082729897984336,48.79315704680462,845.6425243913159,36.82857142857143,79.14467005076142,45.37790383380708,77.12685764533398,61.23946983143955,90.23987136084462,202.92946808240882,62.80999826936903,6.0,39.0,63.97535671283229,23.0,56.46767878799524,0.5297746826562033,2.0,28.017647058823535,75.0,1564.5899529818848,49.0,361.23,106.0,56.0,432.84814704069703,26,384.6340640027272,10,11.0,68.0,86.0,39.0,7.0,31.0,15.0,8.6,0.8183076923076923,30,1.4,-1.43,-3.69,39,-2.402,44
23,Miami,ACC,2013,83.74075330844927,247.0,8.0,19.0,8.0,9.0,13.0,2.0,250.0,14.0,34.0,1505.0,61.0,3452.0,384.0,226.0,18.0,25.0,71.0,582.0,20161.0,20.8,305.0,27.0,436.0,25.0,2084.0,56.0,160.0,5536.0,22.0,46.0,36.65144508670521,33.222385861561115,336.02,#005030,#f47321,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2390.png']",0.3635,45.6625,10.778,35.0,30.0,49.0,45.33,73.764,57.903,13.0,9.0,4.0,8.0,5.0,3.0,59.940083906012745,61.65374702494728,49.08282725371993,80.70758632850458,50.42649489543047,64.36,37.83220327361971,25.75,50.330406852248395,62.21534227972644,85.27899846704139,19.692413793103448,61.83570646221249,69.60419235511715,14.106126914660834,70.0,73.4,76.73908983035952,8.52188666440448,55.0,16.292458100558633,36.65144508670521,68.83333333333331,7.264957264957275,85.27899846704139,59.940083906012745,49.08282725371993,788.5371802759955,19.692413793103455,62.30964467005076,50.42649489543047,62.215342279726435,61.65374702494727,80.70758632850459,198.74470365537817,60.67101361472357,4.0,25.0,61.367234979374935,24.0,45.64896347753951,0.738075533478706,17.0,39.368427443837284,12.0,1056.8098604059667,101.0,443.98,110.0,46.0,416.5248001509414,42,314.455623193191,107,15.0,53.0,85.0,38.0,52.0,31.0,57.0,7.4,0.7983333333333333,22,3.09,0.5,-1.55,20,-0.345,20
24,Arizona,Big 12,2013,84.79334916864607,311.0,12.0,30.0,11.0,4.0,13.0,5.0,303.0,7.0,1.0,676.0,34.0,2516.0,383.0,233.0,18.0,16.0,52.0,478.0,22295.0,1.0,166.0,27.0,647.0,36.0,3444.0,100.0,212.0,5960.0,18.0,48.25,71.47312138728326,29.804123711340203,371.58,#0c234b,#ab0520,"['http://a.espncdn.com/i/teamlogos/ncaa/500/12.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/12.png']",0.143,51.739,13.168,26.0,33.0,37.0,70.823,65.114,36.748,13.0,8.0,5.0,9.0,4.0,5.0,65.74482552537535,71.87888092801093,17.2178213171606,80.4346510856628,48.9305243801812,71.71428571428572,12.440688569546225,32.16666666666666,29.32612244897959,77.71504800509594,90.07492612916843,36.82857142857143,59.32190476190477,63.50061652281134,31.76148796498906,71.1,71.1,59.10060868418741,8.617577197149643,52.75,35.95972067039105,71.47312138728326,58.75000000000004,3.3333333333333286,90.07492612916843,65.74482552537535,17.2178213171606,628.1873516744309,36.82857142857143,75.3756345177665,48.9305243801812,77.71504800509594,71.87888092801091,80.43465108566281,208.17671542771126,60.320291873581134,8.5,27.0,61.241396381217186,25.0,41.24590324110362,0.7609194911771032,22.0,26.030501089324616,91.0,1339.3967650227135,82.0,408.42,52.0,123.0,369.62368815852886,86,360.1114285279764,35,46.0,33.0,39.0,115.0,56.0,38.0,24.0,7.3,0.8298333333333333,39,1.48,-1.02,-2.98,34,-1.728,34
25,Arizona State,Big 12,2013,84.79334916864607,340.0,15.0,25.0,6.0,12.0,14.0,5.0,345.0,12.0,1.0,970.0,45.0,3723.0,494.0,309.0,21.0,28.0,56.0,439.0,25435.0,1.0,206.0,37.0,608.0,36.0,2679.0,84.0,215.0,6402.0,18.0,23.5,48.29682080924856,62.20471281296023,423.92,#8e0c3a,#ffc72c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/9.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/9.png']",0.5906666666666667,29.010666666666665,21.855,8.0,15.0,1.0,71.852,76.991,53.786,14.0,10.0,4.0,10.0,8.0,2.0,64.62627742318023,77.26387320748346,31.07139791051202,65.07192925963086,45.37935077611873,58.00000000000001,33.542479841307355,43.672413793103445,17.764302059496558,67.01535988084748,87.07398727820556,44.467906976744196,78.1766323024055,98.90135635018497,24.829321663019684,66.6,71.8,57.978080777006255,8.617577197149643,77.5,64.90754189944136,48.29682080924856,100.0,4.529914529914535,87.07398727820556,64.62627742318023,31.07139791051202,617.9825525182385,44.46790697674419,80.2753807106599,45.37935077611873,67.01535988084748,77.26387320748344,65.07192925963088,221.44546298040754,58.40469807629546,14.9,23.0,61.072667015148774,26.0,25.477516652364734,0.7103760425130187,15.0,32.323123123123125,43.0,1757.3424643516903,34.0,416.08,120.0,32.0,418.59484957950883,38,340.0851068403257,69,48.0,38.0,23.0,88.0,118.0,5.0,14.0,7.2,0.7967692307692308,21,4.41,1.38,-1.29,15,0.3,16
26,Notre Dame,FBS Independents,2013,13.724465558194773,267.0,5.0,13.0,4.0,4.0,13.0,3.0,93.0,13.0,1.0,998.0,42.0,3313.0,429.0,226.0,13.0,27.0,73.0,598.0,22672.0,1.0,106.0,15.0,440.0,12.0,1963.0,74.0,176.0,5276.0,17.0,57.25,56.82341040462428,27.309278350515463,377.87,#0c2340,#c99700,"['http://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png']",-0.272,-3.805,12.552,50.0,22.0,31.0,58.615,65.8,49.073,13.0,9.0,4.0,0.0,0.0,0.0,56.65252258689853,58.39040061891737,52.16977851863729,92.2817158588277,41.190396159295275,69.0625,33.26316562614764,34.5593220338983,41.87546012269939,71.57793996005464,84.72815533980582,39.12571428571429,42.17101449275363,63.86683107274972,33.92778993435449,71.0,70.7,86.21205062846094,2.156769596199525,43.75,39.438547486033514,56.82341040462428,59.66666666666666,2.6495726495726615,84.72815533980582,56.65252258689853,52.16977851863729,874.6550057132813,39.12571428571428,60.2994923857868,41.190396159295275,71.57793996005464,58.390400618917376,92.28171585882771,192.22740865011266,62.0437922837718,0.9,30.0,60.985190731660495,27.0,60.23975774229422,0.6836981393736276,11.0,30.528571428571432,57.0,1143.4865941334751,93.0,402.13,76.0,107.0,400.9333493035343,56,371.7383428144662,23,10.0,60.0,96.0,25.0,4.0,61.0,65.0,7.2,0.8267692307692307,38,3.59,0.71,-1.67,18,-0.256,19
